name	citation_key	reference
repro-components	BITSS2022GuideAcceleratingComputational	BITSS. (2022). Guide for Accelerating Computational Reproducibility in the Social Sciences | Guide for Accelerating Computational Reproducibility in the Social Sciences. https://bitss.github.io/ACRE/. Accessed 4 January 2024
