analyst_id,series,cntry,year,unemp
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2005,8.489999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2006,8.449999809
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2007,7.659999847
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2008,7.059999943
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2009,8.739999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2010,8.869999886
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2011,8.81000042
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2012,9.399999619
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,FR,2013,9.9200000760000009
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2004,4.590000153
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2005,4.75
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2006,5.349999905
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2007,5.260000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2008,5.6199998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2009,7.5399999619999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2010,7.7899999619999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2011,8.039999962
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2012,7.8800001140000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GB,2013,7.519999981
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2004,10.31000042
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2005,9.989999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2006,9.010000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2007,8.399999619
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2008,7.760000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2009,9.619999886
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2010,12.71000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2011,17.86000061
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2012,24.44000053
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,GR,2013,27.46999931
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2004,5.829999924
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2005,7.190000057
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2006,7.489999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2007,7.409999847
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2008,7.820000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2009,10.02999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2010,11.17000008
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2011,11.02999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2012,11
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,HU,2013,10.18000031
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2004,4.489999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2005,4.340000153
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2006,4.409999847
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2007,4.980000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2008,6.769999981
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2009,12.60999966
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2010,14.52999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2011,15.350000380000001
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2012,15.44999981
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IE,2013,13.72999954
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2004,7.8699998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2005,7.730000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2006,6.78000021
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2007,6.079999924
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2008,6.71999979
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2009,7.75
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2010,8.359999657
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2011,8.359999657
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2012,10.649999619999999
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,IT,2013,12.149999619999999
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2004,10.68000031
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2005,8.319999695
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2006,5.78000021
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2007,4.25
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2008,5.829999924
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2009,13.78999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2010,17.80999947
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2011,15.39000034
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2012,13.35999966
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LT,2013,11.77000046
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2004,5.110000134
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2005,4.489999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2006,4.730000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2007,4.070000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2008,5.059999943
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2009,5.1199998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2010,4.360000134
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2011,4.900000095
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2012,5.139999866
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LU,2013,5.849999905
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2004,11.71000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2005,10.02999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2006,7.03000021
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2007,6.050000191
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2008,7.739999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2009,17.51000023
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2010,19.47999954
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2011,16.20999908
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2012,15.05000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,LV,2013,11.86999989
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2004,7.320000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2005,6.920000076
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2006,6.800000191
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2007,6.46999979
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2008,5.980000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2009,6.889999866
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2010,6.849999905
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2011,6.3800001140000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2012,6.199999809
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,MT,2013,6.110000134
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2004,4.650000095
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2005,5.8699998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2006,5
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2007,4.150000095
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2008,3.6500000950000002
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2009,4.349999905
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2010,4.989999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2011,4.980000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2012,5.820000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,NL,2013,7.239999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2004,19.06999969
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2005,17.75
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2006,13.84000015
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2007,9.600000381
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2008,7.1199998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2009,8.1700000760000009
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2010,9.640000343
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2011,9.630000114
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2012,10.09000015
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PL,2013,10.32999992
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2004,6.320000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2005,7.579999924
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2006,7.650000095
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2007,7.96999979
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2008,7.550000191
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2009,9.430000305
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2010,10.77000046
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2011,12.68000031
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2012,15.52999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,PT,2013,16.19000053
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2004,7.71999979
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2005,7.170000076
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2006,7.269999981
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2007,6.409999847
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2008,5.7899999619999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2009,6.860000134
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2010,6.9600000380000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2011,7.179999828
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2012,6.7899999619999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,RO,2013,7.099999905
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2004,6.690000057
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2005,7.489999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2006,7.070000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2007,6.159999847
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2008,6.230000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2009,8.350000381
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2010,8.609999657
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2011,7.800000191
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2012,7.980000019
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SE,2013,8.050000191
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2004,6.010000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2005,6.510000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2006,5.949999809
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2007,4.820000172
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2008,4.3699998859999996
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2009,5.860000134
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2010,7.239999771
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2011,8.1700000760000009
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2012,8.840000153
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SI,2013,10.100000380000001
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2004,18.60000038
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2005,16.26000023
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2006,13.36999989
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2007,11.14000034
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2008,9.510000229
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2009,12.02999973
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2010,14.38000011
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2011,13.61999989
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2012,13.96000004
C6HJR,World Bank SL.UEM.TOTL.NE.ZS,SK,2013,14.22000027
KEVF1,tipsun20 Y15-74 PC_ACT T,AT,2009,5.7
KEVF1,tipsun20 Y15-74 PC_ACT T,AT,2010,5.2
KEVF1,tipsun20 Y15-74 PC_ACT T,AT,2011,4.9
KEVF1,tipsun20 Y15-74 PC_ACT T,AT,2012,5.2
KEVF1,tipsun20 Y15-74 PC_ACT T,AT,2013,5.7
KEVF1,tipsun20 Y15-74 PC_ACT T,BE,2009,8
KEVF1,tipsun20 Y15-74 PC_ACT T,BE,2010,8.4
KEVF1,tipsun20 Y15-74 PC_ACT T,BE,2011,7.2
KEVF1,tipsun20 Y15-74 PC_ACT T,BE,2012,7.6
KEVF1,tipsun20 Y15-74 PC_ACT T,BE,2013,8.6
KEVF1,tipsun20 Y15-74 PC_ACT T,BG,2009,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,BG,2010,11.3
KEVF1,tipsun20 Y15-74 PC_ACT T,BG,2011,12.3
KEVF1,tipsun20 Y15-74 PC_ACT T,BG,2012,13.3
KEVF1,tipsun20 Y15-74 PC_ACT T,BG,2013,13.9
KEVF1,tipsun20 Y15-74 PC_ACT T,CY,2009,5.4
KEVF1,tipsun20 Y15-74 PC_ACT T,CY,2010,6.3
KEVF1,tipsun20 Y15-74 PC_ACT T,CY,2011,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,CY,2012,11.9
KEVF1,tipsun20 Y15-74 PC_ACT T,CY,2013,15.9
KEVF1,tipsun20 Y15-74 PC_ACT T,CZ,2009,6.7
KEVF1,tipsun20 Y15-74 PC_ACT T,CZ,2010,7.3
KEVF1,tipsun20 Y15-74 PC_ACT T,CZ,2011,6.7
KEVF1,tipsun20 Y15-74 PC_ACT T,CZ,2012,7
KEVF1,tipsun20 Y15-74 PC_ACT T,CZ,2013,7
KEVF1,tipsun20 Y15-74 PC_ACT T,DE,2009,7.3
KEVF1,tipsun20 Y15-74 PC_ACT T,DE,2010,6.6
KEVF1,tipsun20 Y15-74 PC_ACT T,DE,2011,5.5
KEVF1,tipsun20 Y15-74 PC_ACT T,DE,2012,5.1
KEVF1,tipsun20 Y15-74 PC_ACT T,DE,2013,4.9
KEVF1,tipsun20 Y15-74 PC_ACT T,DK,2009,6.4
KEVF1,tipsun20 Y15-74 PC_ACT T,DK,2010,7.7
KEVF1,tipsun20 Y15-74 PC_ACT T,DK,2011,7.8
KEVF1,tipsun20 Y15-74 PC_ACT T,DK,2012,7.8
KEVF1,tipsun20 Y15-74 PC_ACT T,DK,2013,7.4
KEVF1,tipsun20 Y15-74 PC_ACT T,EE,2009,13.5
KEVF1,tipsun20 Y15-74 PC_ACT T,EE,2010,16.6
KEVF1,tipsun20 Y15-74 PC_ACT T,EE,2011,12.3
KEVF1,tipsun20 Y15-74 PC_ACT T,EE,2012,9.9
KEVF1,tipsun20 Y15-74 PC_ACT T,EE,2013,8.6
KEVF1,tipsun20 Y15-74 PC_ACT T,ES,2009,17.9
KEVF1,tipsun20 Y15-74 PC_ACT T,ES,2010,19.9
KEVF1,tipsun20 Y15-74 PC_ACT T,ES,2011,21.4
KEVF1,tipsun20 Y15-74 PC_ACT T,ES,2012,24.8
KEVF1,tipsun20 Y15-74 PC_ACT T,ES,2013,26.1
KEVF1,tipsun20 Y15-74 PC_ACT T,FI,2009,8.3
KEVF1,tipsun20 Y15-74 PC_ACT T,FI,2010,8.6
KEVF1,tipsun20 Y15-74 PC_ACT T,FI,2011,8
KEVF1,tipsun20 Y15-74 PC_ACT T,FI,2012,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,FI,2013,8.3
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2004,8.9
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2005,8.9
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2006,8.9
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2007,8
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2008,7.4
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2009,9.1
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2010,9.3
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2011,9.2
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2012,9.8
KEVF1,tipsun20 Y15-74 PC_ACT T,FR,2013,10.3
KEVF1,tipsun20 Y15-74 PC_ACT T,GR,2009,9.8
KEVF1,tipsun20 Y15-74 PC_ACT T,GR,2010,12.9
KEVF1,tipsun20 Y15-74 PC_ACT T,GR,2011,18.1
KEVF1,tipsun20 Y15-74 PC_ACT T,GR,2012,24.8
KEVF1,tipsun20 Y15-74 PC_ACT T,GR,2013,27.8
KEVF1,tipsun20 Y15-74 PC_ACT T,HU,2009,9.7
KEVF1,tipsun20 Y15-74 PC_ACT T,HU,2010,10.8
KEVF1,tipsun20 Y15-74 PC_ACT T,HU,2011,10.7
KEVF1,tipsun20 Y15-74 PC_ACT T,HU,2012,10.7
KEVF1,tipsun20 Y15-74 PC_ACT T,HU,2013,9.8
KEVF1,tipsun20 Y15-74 PC_ACT T,IE,2009,12.6
KEVF1,tipsun20 Y15-74 PC_ACT T,IE,2010,14.6
KEVF1,tipsun20 Y15-74 PC_ACT T,IE,2011,15.4
KEVF1,tipsun20 Y15-74 PC_ACT T,IE,2012,15.5
KEVF1,tipsun20 Y15-74 PC_ACT T,IE,2013,13.8
KEVF1,tipsun20 Y15-74 PC_ACT T,IT,2009,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,IT,2010,8.5
KEVF1,tipsun20 Y15-74 PC_ACT T,IT,2011,8.5
KEVF1,tipsun20 Y15-74 PC_ACT T,IT,2012,10.9
KEVF1,tipsun20 Y15-74 PC_ACT T,IT,2013,12.4
KEVF1,tipsun20 Y15-74 PC_ACT T,LT,2009,13.8
KEVF1,tipsun20 Y15-74 PC_ACT T,LT,2010,17.8
KEVF1,tipsun20 Y15-74 PC_ACT T,LT,2011,15.4
KEVF1,tipsun20 Y15-74 PC_ACT T,LT,2012,13.4
KEVF1,tipsun20 Y15-74 PC_ACT T,LT,2013,11.8
KEVF1,tipsun20 Y15-74 PC_ACT T,LU,2009,5.1
KEVF1,tipsun20 Y15-74 PC_ACT T,LU,2010,4.4
KEVF1,tipsun20 Y15-74 PC_ACT T,LU,2011,4.9
KEVF1,tipsun20 Y15-74 PC_ACT T,LU,2012,5.1
KEVF1,tipsun20 Y15-74 PC_ACT T,LU,2013,5.9
KEVF1,tipsun20 Y15-74 PC_ACT T,LV,2009,17.7
KEVF1,tipsun20 Y15-74 PC_ACT T,LV,2010,19.7
KEVF1,tipsun20 Y15-74 PC_ACT T,LV,2011,16.3
KEVF1,tipsun20 Y15-74 PC_ACT T,LV,2012,15.1
KEVF1,tipsun20 Y15-74 PC_ACT T,LV,2013,11.9
KEVF1,tipsun20 Y15-74 PC_ACT T,MT,2009,6.9
KEVF1,tipsun20 Y15-74 PC_ACT T,MT,2010,6.9
KEVF1,tipsun20 Y15-74 PC_ACT T,MT,2011,6.4
KEVF1,tipsun20 Y15-74 PC_ACT T,MT,2012,6.2
KEVF1,tipsun20 Y15-74 PC_ACT T,MT,2013,6.1
KEVF1,tipsun20 Y15-74 PC_ACT T,NL,2009,5.4
KEVF1,tipsun20 Y15-74 PC_ACT T,NL,2010,6.1
KEVF1,tipsun20 Y15-74 PC_ACT T,NL,2011,6
KEVF1,tipsun20 Y15-74 PC_ACT T,NL,2012,6.8
KEVF1,tipsun20 Y15-74 PC_ACT T,NL,2013,8.2
KEVF1,tipsun20 Y15-74 PC_ACT T,PL,2009,8.5
KEVF1,tipsun20 Y15-74 PC_ACT T,PL,2010,10
KEVF1,tipsun20 Y15-74 PC_ACT T,PL,2011,10
KEVF1,tipsun20 Y15-74 PC_ACT T,PL,2012,10.4
KEVF1,tipsun20 Y15-74 PC_ACT T,PL,2013,10.6
KEVF1,tipsun20 Y15-74 PC_ACT T,PT,2009,11.2
KEVF1,tipsun20 Y15-74 PC_ACT T,PT,2010,12.6
KEVF1,tipsun20 Y15-74 PC_ACT T,PT,2011,13.5
KEVF1,tipsun20 Y15-74 PC_ACT T,PT,2012,16.6
KEVF1,tipsun20 Y15-74 PC_ACT T,PT,2013,17.2
KEVF1,tipsun20 Y15-74 PC_ACT T,RO,2009,8.4
KEVF1,tipsun20 Y15-74 PC_ACT T,RO,2010,9
KEVF1,tipsun20 Y15-74 PC_ACT T,RO,2011,9.1
KEVF1,tipsun20 Y15-74 PC_ACT T,RO,2012,8.7
KEVF1,tipsun20 Y15-74 PC_ACT T,RO,2013,9
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2005,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2006,7.2
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2007,6.3
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2008,6.3
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2009,8.5
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2010,8.7
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2011,7.9
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2012,8.1
KEVF1,tipsun20 Y15-74 PC_ACT T,SE,2013,8.1
KEVF1,tipsun20 Y15-74 PC_ACT T,SI,2009,5.9
KEVF1,tipsun20 Y15-74 PC_ACT T,SI,2010,7.3
KEVF1,tipsun20 Y15-74 PC_ACT T,SI,2011,8.2
KEVF1,tipsun20 Y15-74 PC_ACT T,SI,2012,8.9
KEVF1,tipsun20 Y15-74 PC_ACT T,SI,2013,10.1
KEVF1,tipsun20 Y15-74 PC_ACT T,SK,2009,12
KEVF1,tipsun20 Y15-74 PC_ACT T,SK,2010,14.3
KEVF1,tipsun20 Y15-74 PC_ACT T,SK,2011,13.5
KEVF1,tipsun20 Y15-74 PC_ACT T,SK,2012,13.9
KEVF1,tipsun20 Y15-74 PC_ACT T,SK,2013,14.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2004,3.7
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2005,3.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2006,3.7
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2007,3.5
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2008,2.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2009,3.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2010,3.5
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2011,3.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2012,3.6
KQXUE,une_rt_a_h Y20-64 PC_POP T,AT,2013,4
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2004,5.8
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2005,5.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2006,5.8
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2007,5.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2008,4.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2009,5.6
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2010,5.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2011,5
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2012,5.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,BE,2013,6
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2004,8
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2005,6.7
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2006,6.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2007,4.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2008,4.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2009,4.8
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2010,7.2
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2011,7.8
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2012,8.6
KQXUE,une_rt_a_h Y20-64 PC_POP T,BG,2013,9.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2004,3.7
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2005,4.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2006,3.6
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2007,3.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2008,2.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2009,4.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2010,5
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2011,6.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2012,9.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,CY,2013,12.6
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2004,6.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2005,5.8
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2006,5.2
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2007,3.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2008,3.2
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2009,4.9
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2010,5.4
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2011,5
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2012,5.2
KQXUE,une_rt_a_h Y20-64 PC_POP T,CZ,2013,5.3
KQXUE,une_rt_a_h Y20-64 PC_POP T,DE,2004,8.4
KQXUE,une_rt_a_h Y20-64 PC_POP T,DE,2005,8.7
KQXUE,une_rt_a_h Y20-64 PC_POP T,DE,2006,8.1
KQXUE,une_rt_a_h Y20-64 PC_POP T,DE,2007,6.9
