measure,predictor,source,cntry,year,value
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2013,8.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2004,11
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2005,9.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2006,8.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2007,8.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2008,11.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2009,17.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2010,19.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2011,21.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2012,24.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,ES,2013,26.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2004,8.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2005,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2006,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2007,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2008,6.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2009,8.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2010,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2011,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2012,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FI,2013,8.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2004,8.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2005,8.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2006,8.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2007,8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2008,7.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2009,9.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2010,9.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2011,9.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2012,9.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,FR,2013,10.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2004,4.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2005,4.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2006,5.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2007,5.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2008,5.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2009,7.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2010,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2011,8.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2012,7.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GB,2013,7.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2004,10.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2005,10
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2006,9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2007,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2008,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2009,9.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2010,12.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2011,17.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2012,24.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,GR,2013,27.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2004,6.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2005,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2006,7.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2007,7.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2008,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2009,10
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2010,11.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2011,11
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2012,11
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,HU,2013,10.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2004,4.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2005,4.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2006,4.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2007,5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2008,6.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2009,12.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2010,14.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2011,15.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2012,15.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IE,2013,13.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2004,8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2005,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2006,6.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2007,6.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2008,6.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2009,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2010,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2011,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2012,10.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,IT,2013,12.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2004,10.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2005,8.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2006,5.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2007,4.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2008,5.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2009,13.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2010,17.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2011,15.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2012,13.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LT,2013,11.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2004,5.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2005,4.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2006,4.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2007,4.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2008,5.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2009,5.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2010,4.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2011,4.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2012,5.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LU,2013,5.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2004,11.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2005,10
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2006,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2007,6.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2008,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2009,17.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2010,19.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2011,16.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2012,15
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,LV,2013,11.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2004,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2005,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2006,6.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2007,6.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2008,6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2009,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2010,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2011,6.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2012,6.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,MT,2013,6.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2004,4.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2005,5.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2006,5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2007,4.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2008,3.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2009,4.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2010,5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2011,5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2012,5.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,NL,2013,7.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2004,19
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2005,17.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2006,13.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2007,9.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2008,7.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2009,8.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2010,9.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2011,9.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2012,10.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PL,2013,10.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2004,6.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2005,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2006,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2007,8.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2008,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2009,9.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2010,11
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2011,12.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2012,15.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,PT,2013,16.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2004,8.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2005,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2006,7.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2007,6.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2008,5.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2009,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2010,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2011,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2012,6.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,RO,2013,7.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2004,6.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2005,7.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2006,7.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2007,6.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2008,6.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2009,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2010,8.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2011,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2012,8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SE,2013,8.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2004,6.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2005,6.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2006,6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2007,4.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2008,4.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2009,5.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2010,7.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2011,8.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2012,8.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SI,2013,10.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2004,18.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2005,16.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2006,13.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2007,11.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2008,9.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2009,12
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2010,14.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2011,13.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2012,14
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,SK,2013,14.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,AT,2009,5.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,AT,2010,5.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,AT,2011,4.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,AT,2012,5.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,AT,2013,5.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BE,2009,8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BE,2010,8.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BE,2011,7.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BE,2012,7.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BE,2013,8.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BG,2009,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BG,2010,11.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BG,2011,12.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BG,2012,13.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,BG,2013,13.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CY,2009,5.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CY,2010,6.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CY,2011,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CY,2012,11.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CY,2013,15.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CZ,2009,6.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CZ,2010,7.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CZ,2011,6.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CZ,2012,7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,CZ,2013,7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DE,2009,7.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DE,2010,6.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DE,2011,5.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DE,2012,5.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DE,2013,4.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DK,2009,6.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DK,2010,7.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DK,2011,7.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DK,2012,7.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,DK,2013,7.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,EE,2009,13.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,EE,2010,16.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,EE,2011,12.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,EE,2012,9.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,EE,2013,8.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,ES,2009,17.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,ES,2010,19.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,ES,2011,21.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,ES,2012,24.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,ES,2013,26.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FI,2009,8.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FI,2010,8.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FI,2011,8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FI,2012,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FI,2013,8.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2004,8.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2005,8.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2006,8.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2007,8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2008,7.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2009,9.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2010,9.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2011,9.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2012,9.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,FR,2013,10.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,GR,2009,9.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,GR,2010,12.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,GR,2011,18.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,GR,2012,24.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,GR,2013,27.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,HU,2009,9.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,HU,2010,10.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,HU,2011,10.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,HU,2012,10.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,HU,2013,9.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IE,2009,12.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IE,2010,14.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IE,2011,15.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IE,2012,15.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IE,2013,13.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IT,2009,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IT,2010,8.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IT,2011,8.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IT,2012,10.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,IT,2013,12.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LT,2009,13.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LT,2010,17.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LT,2011,15.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LT,2012,13.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LT,2013,11.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LU,2009,5.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LU,2010,4.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LU,2011,4.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LU,2012,5.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LU,2013,5.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LV,2009,17.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LV,2010,19.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LV,2011,16.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LV,2012,15.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,LV,2013,11.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,MT,2009,6.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,MT,2010,6.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,MT,2011,6.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,MT,2012,6.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,MT,2013,6.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,NL,2009,5.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,NL,2010,6.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,NL,2011,6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,NL,2012,6.8
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,NL,2013,8.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PL,2009,8.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PL,2010,10
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PL,2011,10
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PL,2012,10.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PL,2013,10.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PT,2009,11.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PT,2010,12.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PT,2011,13.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PT,2012,16.6
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,PT,2013,17.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,RO,2009,8.4
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,RO,2010,9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,RO,2011,9.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,RO,2012,8.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,RO,2013,9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2005,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2006,7.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2007,6.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2008,6.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2009,8.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2010,8.7
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2011,7.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2012,8.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SE,2013,8.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SI,2009,5.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SI,2010,7.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SI,2011,8.2
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SI,2012,8.9
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SI,2013,10.1
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SK,2009,12
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SK,2010,14.3
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SK,2011,13.5
es_1574_tips,unemp,tipsun20 Y15-74 PC_ACT T,SK,2012,13.9
