measure,predictor,source,cntry,year,value
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2005,4.853003838
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2006,4.713828666
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2007,5.098068453
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2008,3.646811991
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2009,-2.015262359
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2010,2.014695707
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2011,0.401437941
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2012,-3.446822086
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CY,2013,-6.553078255
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2004,4.814261001
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2005,6.60161753
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2006,6.766932681
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2007,5.570338859
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2008,2.686411951
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2009,-4.657331092
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2010,2.434902159
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2011,1.760359624
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2012,-0.785004299
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,CZ,2013,-0.045903674
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2004,1.175088132
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2005,0.731707164
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2006,3.816441913
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2007,2.976455131
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2008,0.959879134
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2009,-5.693836336
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2010,4.179882499
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2011,3.925192705
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2012,0.418497594
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DE,2013,0.437591303
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2004,2.668219267
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2005,2.336641308
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2006,3.913007978
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2007,0.909238928
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2008,-0.512016745
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2009,-4.90654773
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2010,1.870991147
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2011,1.336777767
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2012,0.226499792
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,DK,2013,0.933340972
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2004,6.804007771
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2005,9.526426972
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2006,9.76558337
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2007,7.57914052
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2008,-5.132000958
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2009,-14.62905503
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2010,2.444265118
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2011,7.263084581
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2012,3.228200494
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,EE,2013,1.458428636
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2004,3.122795242
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2005,3.652032674
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2006,4.102727115
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2007,3.604687971
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2008,0.887145182
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2009,-3.763231927
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2010,0.163010231
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2011,-0.814373455
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2012,-2.959441302
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,ES,2013,-1.435394259
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2004,3.99209129
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2005,2.779850556
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2006,4.027409658
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2007,5.299336507
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2008,0.783995061
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2009,-8.074447432
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2010,3.185958654
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2011,2.547664838
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2012,-1.397545728
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FI,2013,-0.901696316
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2004,2.829752929
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2005,1.66321998
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2006,2.449323601
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2007,2.424736243
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2008,0.25494596
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2009,-2.873313828
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2010,1.949437623
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2011,2.192700633
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2012,0.313134751
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,FR,2013,0.576326675
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2004,2.355629762
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2005,2.59328001
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2006,2.584104677
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2007,2.269486875
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2008,-0.239638085
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2009,-4.247356266
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2010,2.131438198
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2011,1.457563391
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2012,1.469887521
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GB,2013,1.890018342
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2004,5.060992902
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2005,0.59914188
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2006,5.652433708
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2007,3.273746933
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2008,-0.335172558
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2009,-4.300733458
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2010,-5.478627432
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2011,-10.14931483
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2012,-7.086696786
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,GR,2013,-2.515997222
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2004,5.000448324
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2005,4.295278477
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2006,3.947769723
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2007,0.276980757
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2008,1.006464779
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2009,-6.595474129
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2010,1.083118668
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2011,1.860155072
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2012,-1.257749507
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,HU,2013,1.806363928
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2004,6.785872817
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2005,5.73621145
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2006,4.980502016
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2007,5.30546835
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2008,-4.486599314
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2009,-5.100471121
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2010,1.755080743
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2011,1.068526654
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2012,-0.052354785
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IE,2013,1.267014661
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2004,1.423594158
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2005,0.817848974
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2006,1.790639681
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2007,1.48707298
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2008,-0.962012841
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2009,-5.280937208
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2010,1.713295839
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2011,0.707333347
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2012,-2.980905768
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,IT,2013,-1.841065451
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2004,6.569490118
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2005,7.732367604
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2006,7.414121335
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2007,11.10748014
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2008,2.614423033
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2009,-14.83860837
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2010,1.651240653
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2011,6.03900816
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2012,3.843864749
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LT,2013,3.550072843
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2004,4.231891307
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2005,2.482874748
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2006,6.016715044
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2007,8.098667607
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2008,-0.300176194
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2009,-3.238954027
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2010,3.760413593
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2011,1.044298695
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2012,1.64990203
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LU,2013,3.171790499
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2004,8.281972087
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2005,10.71522829
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2006,11.96520396
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2007,9.943002121
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2008,-3.242799942
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2009,-14.24828338
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2010,-4.470941885
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2011,2.564422968
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2012,7.037317185
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,LV,2013,2.010744815
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2004,0.140268127
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2005,3.383593576
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2006,2.510142345
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2007,4.7747056
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2008,3.826359416
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2009,-1.133873468
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2010,5.543639385
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2011,0.467050856
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2012,4.117707299
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,MT,2013,5.473355695
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2004,1.984945714
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2005,2.050876108
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2006,3.460988954
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2007,3.772842521
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2008,2.170324851
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2009,-3.666883937
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2010,1.342739336
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2011,1.551189312
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2012,-1.030353991
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,NL,2013,-0.130175288
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2004,4.982825593
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2005,3.506849729
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2006,6.131138073
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2007,7.061543459
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2008,4.19996859
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2009,2.832178037
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2010,3.740521281
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2011,4.757635638
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2012,1.324896305
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PL,2013,1.125763386
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2004,1.788735682
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2005,0.781848216
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2006,1.625034176
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2007,2.506579646
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2008,0.319247925
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2009,-3.12207942
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2010,1.737625476
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2011,-1.696164781
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2012,-4.057293608
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,PT,2013,-0.922644675
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2004,10.42811302
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2005,4.668148051
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2006,8.028811076
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2007,7.233807744
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2008,9.307467171
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2009,-5.517394408
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2010,-3.90123628
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2011,1.906067707
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2012,2.040665131
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,RO,2013,3.770962304
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2004,4.336856154
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2005,2.85880324
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2006,4.662773552
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2007,3.439221776
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2008,-0.450559257
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2009,-4.339790575
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2010,5.952107008
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2011,3.195333235
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2012,-0.588304569
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SE,2013,1.187775716
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2004,4.359192778
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2005,3.797972642
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2006,5.746396901
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2007,6.980160755
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2008,3.509841517
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2009,-7.548437791
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2010,1.343748472
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2011,0.861327733
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2012,-2.639438757
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SI,2013,-1.029282772
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2004,5.278879546
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2005,6.623462407
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2006,8.49317632
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2007,10.83202895
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2008,5.574887267
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2009,-5.455533722
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2010,6.293285967
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2011,2.637398428
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2012,1.358226806
wb_growth,growth,World Bank NY.GDP.MKTP.KD.ZG,SK,2013,0.654765294
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2004,5.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2005,5.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2006,5.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2007,4.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2008,4.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2009,5.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2010,4.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2011,4.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2012,4.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,AT,2013,5.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2004,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2005,8.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2006,8.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2007,7.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2008,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2009,7.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2010,8.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2011,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2012,7.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BE,2013,8.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2004,12.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2005,10.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2006,9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2007,6.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2008,5.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2009,6.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2010,10.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2011,11.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2012,12.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,BG,2013,13
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2004,4.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2005,5.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2006,4.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2007,3.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2008,3.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2009,5.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2010,6.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2011,7.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2012,11.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CY,2013,15.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2004,8.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2005,7.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2006,7.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2007,5.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2008,4.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2009,6.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2010,7.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2011,6.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2012,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,CZ,2013,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2004,10.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2005,11.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2006,10.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2007,8.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2008,7.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2009,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2010,7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2011,5.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2012,5.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DE,2013,5.2
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2004,5.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2005,4.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2006,3.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2007,3.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2008,3.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2009,6.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2010,7.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2011,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2012,7.8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,DK,2013,7.4
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2004,10.1
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2005,8
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2006,5.9
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2007,4.6
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2008,5.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2009,13.5
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2010,16.7
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2011,12.3
es_1574_act,unemp,une_rt_a_h Y15-74 PC_ACT T,EE,2012,10
