cell,rows,fitted,derived,has_mi,has_beta,bytes
mneg__unemp__none__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,41747
mneg__unemp__none__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,41135
mneg__unemp__none__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,41090
mneg__unemp__none__fe_twoway__all__none,732,492,240,TRUE,TRUE,40838
mneg__unemp__none__fe_twoway__all__pop,732,492,240,TRUE,TRUE,41404
mneg__unemp__none__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41183
mneg__unemp__none__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41212
mneg__unemp__none__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,41158
mneg__unemp__none__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,41247
mneg__unemp__none__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,40991
mneg__unemp__none__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,41070
mneg__unemp__none__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,40902
mneg__unemp__none__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,41348
mneg__unemp__none__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,33797
mneg__unemp__none__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,33817
mneg__unemp__none__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,33541
mneg__unemp__none__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,33995
mneg__unemp__none__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,40855
mneg__unemp__none__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,40985
mneg__unemp__none__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,40746
mneg__unemp__none__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,41672
mneg__unemp__none__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,41236
mneg__unemp__none__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,41336
mneg__unemp__none__pooled_cl__all__none,732,492,240,TRUE,TRUE,41265
mneg__unemp__none__pooled_cl__all__pop,732,492,240,TRUE,TRUE,41189
mneg__unemp__none__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41234
mneg__unemp__none__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41341
mneg__unemp__none__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,41318
mneg__unemp__none__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,41497
mneg__unemp__none__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,41374
mneg__unemp__none__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,41418
mneg__unemp__none__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,41242
mneg__unemp__none__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,41606
mneg__unemp__none__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,33964
mneg__unemp__none__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,33981
mneg__unemp__none__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,34013
mneg__unemp__none__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,34322
mneg__unemp__none__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,41278
mneg__unemp__none__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,41362
mneg__unemp__none__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,41415
mneg__unemp__none__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,41315
mneg__unemp__none__re__all__none,732,492,240,TRUE,TRUE,40808
mneg__unemp__none__re__no_GR_ES__none,732,492,240,TRUE,TRUE,40845
mneg__unemp__none__re__no_bailout__none,732,492,240,TRUE,TRUE,40686
mneg__unemp__none__re__y2004_2008__none,732,396,240,TRUE,TRUE,33653
mneg__unemp__none__re__y2009_2013__none,732,492,240,TRUE,TRUE,40708
mneg__unemp__other__fe_country__all__n_cell,732,492,240,TRUE,TRUE,41042
mneg__unemp__other__fe_country__all__n_eff,732,492,240,TRUE,TRUE,40998
mneg__unemp__other__fe_country__all__none,732,492,240,TRUE,TRUE,41037
mneg__unemp__other__fe_country__all__pop,732,492,240,TRUE,TRUE,41424
mneg__unemp__other__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41300
mneg__unemp__other__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41251
mneg__unemp__other__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,41155
mneg__unemp__other__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,41620
mneg__unemp__other__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,41211
mneg__unemp__other__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,41188
mneg__unemp__other__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,41185
mneg__unemp__other__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,41528
mneg__unemp__other__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,34113
mneg__unemp__other__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,34071
mneg__unemp__other__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,33953
mneg__unemp__other__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,34072
mneg__unemp__other__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,41215
mneg__unemp__other__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,41249
mneg__unemp__other__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,41209
mneg__unemp__other__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,41783
mneg__unemp__other__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,40970
mneg__unemp__other__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,41028
mneg__unemp__other__fe_twoway__all__none,732,492,240,TRUE,TRUE,40999
mneg__unemp__other__fe_twoway__all__pop,732,492,240,TRUE,TRUE,41320
mneg__unemp__other__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41191
mneg__unemp__other__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41168
mneg__unemp__other__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,40988
mneg__unemp__other__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,41437
mneg__unemp__other__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,40966
mneg__unemp__other__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,41055
mneg__unemp__other__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,40913
mneg__unemp__other__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,41390
mneg__unemp__other__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,33882
mneg__unemp__other__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,33814
mneg__unemp__other__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,33603
mneg__unemp__other__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,33889
mneg__unemp__other__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,41029
mneg__unemp__other__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,40999
mneg__unemp__other__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,40833
mneg__unemp__other__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,41506
mneg__unemp__other__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,41293
mneg__unemp__other__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,41249
mneg__unemp__other__pooled_cl__all__none,732,492,240,TRUE,TRUE,41259
mneg__unemp__other__pooled_cl__all__pop,732,492,240,TRUE,TRUE,41245
mneg__unemp__other__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41323
mneg__unemp__other__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41361
mneg__unemp__other__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,41264
mneg__unemp__other__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,41530
mneg__unemp__other__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,41395
mneg__unemp__other__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,41464
mneg__unemp__other__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,41333
mneg__unemp__other__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,41604
mneg__unemp__other__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,34031
mneg__unemp__other__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,34099
mneg__unemp__other__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,34066
mneg__unemp__other__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,34202
mneg__unemp__other__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,41330
mneg__unemp__other__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,41393
mneg__unemp__other__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,41435
mneg__unemp__other__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,41208
mneg__unemp__other__re__all__none,732,492,240,TRUE,TRUE,40813
mneg__unemp__other__re__no_GR_ES__none,732,492,240,TRUE,TRUE,40841
mneg__unemp__other__re__no_bailout__none,732,492,240,TRUE,TRUE,40759
mneg__unemp__other__re__y2004_2008__none,732,396,240,TRUE,TRUE,33675
mneg__unemp__other__re__y2009_2013__none,732,492,240,TRUE,TRUE,40719
mpos__growth__none__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6710
mpos__growth__none__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6710
mpos__growth__none__fe_country__all__none,148,100,48,FALSE,TRUE,6751
mpos__growth__none__fe_country__all__pop,148,100,48,FALSE,TRUE,6674
mpos__growth__none__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6741
mpos__growth__none__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6735
mpos__growth__none__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6716
mpos__growth__none__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6748
mpos__growth__none__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6829
mpos__growth__none__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6795
mpos__growth__none__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6754
mpos__growth__none__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6689
mpos__growth__none__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6709
mpos__growth__none__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6715
mpos__growth__none__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6667
mpos__growth__none__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6688
mpos__growth__none__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6830
mpos__growth__none__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6863
mpos__growth__none__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6692
mpos__growth__none__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6703
mpos__growth__none__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6774
mpos__growth__none__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6736
mpos__growth__none__fe_twoway__all__none,148,100,48,FALSE,TRUE,6740
mpos__growth__none__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6721
mpos__growth__none__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6778
mpos__growth__none__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6755
mpos__growth__none__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6723
mpos__growth__none__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6733
mpos__growth__none__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6832
mpos__growth__none__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6816
mpos__growth__none__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6851
mpos__growth__none__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6780
mpos__growth__none__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6697
mpos__growth__none__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6688
mpos__growth__none__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6781
mpos__growth__none__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6624
mpos__growth__none__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6637
mpos__growth__none__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6663
mpos__growth__none__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6696
mpos__growth__none__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6721
mpos__growth__none__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6679
mpos__growth__none__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6674
mpos__growth__none__pooled_cl__all__none,148,100,48,FALSE,TRUE,6645
mpos__growth__none__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6754
mpos__growth__none__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6702
mpos__growth__none__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6710
mpos__growth__none__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6674
mpos__growth__none__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6732
mpos__growth__none__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6655
mpos__growth__none__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6644
mpos__growth__none__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6644
mpos__growth__none__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6722
mpos__growth__none__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6765
mpos__growth__none__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6772
mpos__growth__none__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6730
mpos__growth__none__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6713
mpos__growth__none__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6840
mpos__growth__none__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6819
mpos__growth__none__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6876
mpos__growth__none__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6777
mpos__growth__none__re__all__none,148,100,48,FALSE,TRUE,6592
mpos__growth__none__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6600
mpos__growth__none__re__no_bailout__none,148,100,48,FALSE,TRUE,6601
mpos__growth__none__re__y2004_2008__none,148,100,48,FALSE,TRUE,6502
mpos__growth__none__re__y2009_2013__none,148,100,48,FALSE,TRUE,6577
mpos__growth__other__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6696
mpos__growth__other__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6677
mpos__growth__other__fe_country__all__none,148,100,48,FALSE,TRUE,6699
mpos__growth__other__fe_country__all__pop,148,100,48,FALSE,TRUE,6719
mpos__growth__other__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6765
mpos__growth__other__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6733
mpos__growth__other__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6747
mpos__growth__other__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6742
mpos__growth__other__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6802
mpos__growth__other__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6828
mpos__growth__other__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6825
mpos__growth__other__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6700
mpos__growth__other__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6735
mpos__growth__other__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6761
mpos__growth__other__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6752
mpos__growth__other__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6636
mpos__growth__other__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6794
mpos__growth__other__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6820
mpos__growth__other__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6741
mpos__growth__other__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6764
mpos__growth__other__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6670
mpos__growth__other__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6700
mpos__growth__other__fe_twoway__all__none,148,100,48,FALSE,TRUE,6671
mpos__growth__other__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6701
mpos__growth__other__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6740
mpos__growth__other__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6696
mpos__growth__other__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6670
mpos__growth__other__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6748
mpos__growth__other__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6839
mpos__growth__other__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6806
mpos__growth__other__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6863
mpos__growth__other__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6771
mpos__growth__other__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6681
mpos__growth__other__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6665
mpos__growth__other__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6682
mpos__growth__other__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6598
mpos__growth__other__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6707
mpos__growth__other__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6732
mpos__growth__other__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6564
mpos__growth__other__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6716
mpos__growth__other__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6721
mpos__growth__other__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6718
mpos__growth__other__pooled_cl__all__none,148,100,48,FALSE,TRUE,6697
mpos__growth__other__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6703
mpos__growth__other__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6746
mpos__growth__other__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6734
mpos__growth__other__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6742
mpos__growth__other__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6724
mpos__growth__other__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6690
mpos__growth__other__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6673
mpos__growth__other__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6666
mpos__growth__other__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6743
mpos__growth__other__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6777
mpos__growth__other__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6794
mpos__growth__other__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6714
mpos__growth__other__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6717
mpos__growth__other__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6774
mpos__growth__other__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6781
mpos__growth__other__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6819
mpos__growth__other__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6706
mpos__growth__other__re__all__none,148,100,48,FALSE,TRUE,6625
mpos__growth__other__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6649
mpos__growth__other__re__no_bailout__none,148,100,48,FALSE,TRUE,6688
mpos__growth__other__re__y2004_2008__none,148,100,48,FALSE,TRUE,6523
mpos__growth__other__re__y2009_2013__none,148,100,48,FALSE,TRUE,6583
mpos__unemp__none__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36544
mpos__unemp__none__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36655
mpos__unemp__none__fe_country__all__none,732,492,240,TRUE,TRUE,36565
mpos__unemp__none__fe_country__all__pop,732,492,240,TRUE,TRUE,37135
mpos__unemp__none__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36946
mpos__unemp__none__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36891
mpos__unemp__none__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36697
mpos__unemp__none__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,37008
mpos__unemp__none__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36763
mpos__unemp__none__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36836
mpos__unemp__none__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36762
mpos__unemp__none__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36945
mpos__unemp__none__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30187
mpos__unemp__none__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30150
mpos__unemp__none__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,29870
mpos__unemp__none__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30408
mpos__unemp__none__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36451
mpos__unemp__none__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36535
mpos__unemp__none__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36461
mpos__unemp__none__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,37110
mpos__unemp__none__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36589
mpos__unemp__none__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36541
mpos__unemp__none__fe_twoway__all__none,732,492,240,TRUE,TRUE,36685
mpos__unemp__none__fe_twoway__all__pop,732,492,240,TRUE,TRUE,36756
mpos__unemp__none__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36971
mpos__unemp__none__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36947
mpos__unemp__none__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36801
mpos__unemp__none__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36819
mpos__unemp__none__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36735
mpos__unemp__none__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36725
mpos__unemp__none__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36684
mpos__unemp__none__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36837
mpos__unemp__none__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30495
mpos__unemp__none__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30410
mpos__unemp__none__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30432
mpos__unemp__none__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30315
mpos__unemp__none__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36369
mpos__unemp__none__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36407
mpos__unemp__none__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,36543
mpos__unemp__none__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36631
mpos__unemp__none__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36734
mpos__unemp__none__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36801
mpos__unemp__none__pooled_cl__all__none,732,492,240,TRUE,TRUE,36701
mpos__unemp__none__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36844
mpos__unemp__none__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36765
mpos__unemp__none__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36677
mpos__unemp__none__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36693
mpos__unemp__none__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36876
mpos__unemp__none__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36865
mpos__unemp__none__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36853
mpos__unemp__none__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36868
mpos__unemp__none__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36862
mpos__unemp__none__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30493
mpos__unemp__none__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30417
mpos__unemp__none__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30366
mpos__unemp__none__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30432
mpos__unemp__none__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36974
mpos__unemp__none__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36939
mpos__unemp__none__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36981
mpos__unemp__none__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37083
mpos__unemp__none__re__all__none,732,492,240,TRUE,TRUE,36307
mpos__unemp__none__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36299
mpos__unemp__none__re__no_bailout__none,732,492,240,TRUE,TRUE,36251
mpos__unemp__none__re__y2004_2008__none,732,396,240,TRUE,TRUE,29913
mpos__unemp__none__re__y2009_2013__none,732,492,240,TRUE,TRUE,36155
mpos__unemp__other__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36661
mpos__unemp__other__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36628
mpos__unemp__other__fe_country__all__none,732,492,240,TRUE,TRUE,36558
mpos__unemp__other__fe_country__all__pop,732,492,240,TRUE,TRUE,36994
mpos__unemp__other__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36858
mpos__unemp__other__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36977
mpos__unemp__other__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36946
mpos__unemp__other__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,36941
mpos__unemp__other__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36812
mpos__unemp__other__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36753
