cell,rows,fitted,derived,has_mi,has_beta,bytes
mcosmo__growth__none__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6636
mcosmo__growth__none__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6713
mcosmo__growth__none__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6629
mcosmo__growth__none__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6658
mcosmo__growth__none__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6662
mcosmo__growth__none__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6682
mcosmo__growth__none__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6791
mcosmo__growth__none__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6815
mcosmo__growth__none__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6758
mcosmo__growth__none__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6758
mcosmo__growth__none__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6749
mcosmo__growth__none__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6776
mcosmo__growth__none__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6738
mcosmo__growth__none__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6821
mcosmo__growth__none__re__all__none,148,100,48,FALSE,TRUE,6589
mcosmo__growth__none__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6656
mcosmo__growth__none__re__no_bailout__none,148,100,48,FALSE,TRUE,6569
mcosmo__growth__none__re__y2004_2008__none,148,100,48,FALSE,TRUE,6554
mcosmo__growth__none__re__y2009_2013__none,148,100,48,FALSE,TRUE,6699
mcosmo__growth__other__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6754
mcosmo__growth__other__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6758
mcosmo__growth__other__fe_country__all__none,148,100,48,FALSE,TRUE,6684
mcosmo__growth__other__fe_country__all__pop,148,100,48,FALSE,TRUE,6804
mcosmo__growth__other__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6779
mcosmo__growth__other__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6715
mcosmo__growth__other__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6720
mcosmo__growth__other__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6820
mcosmo__growth__other__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6713
mcosmo__growth__other__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6740
mcosmo__growth__other__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6737
mcosmo__growth__other__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6729
mcosmo__growth__other__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6711
mcosmo__growth__other__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6736
mcosmo__growth__other__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6703
mcosmo__growth__other__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6725
mcosmo__growth__other__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6777
mcosmo__growth__other__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6799
mcosmo__growth__other__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6758
mcosmo__growth__other__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6831
mcosmo__growth__other__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6752
mcosmo__growth__other__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6769
mcosmo__growth__other__fe_twoway__all__none,148,100,48,FALSE,TRUE,6756
mcosmo__growth__other__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6754
mcosmo__growth__other__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6830
mcosmo__growth__other__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6813
mcosmo__growth__other__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6748
mcosmo__growth__other__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6771
mcosmo__growth__other__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6667
mcosmo__growth__other__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6658
mcosmo__growth__other__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6666
mcosmo__growth__other__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6778
mcosmo__growth__other__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6660
mcosmo__growth__other__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6654
mcosmo__growth__other__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6673
mcosmo__growth__other__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6690
mcosmo__growth__other__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6760
mcosmo__growth__other__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6796
mcosmo__growth__other__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6651
mcosmo__growth__other__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6743
mcosmo__growth__other__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6653
mcosmo__growth__other__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6696
mcosmo__growth__other__pooled_cl__all__none,148,100,48,FALSE,TRUE,6700
mcosmo__growth__other__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6666
mcosmo__growth__other__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6689
mcosmo__growth__other__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6672
mcosmo__growth__other__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6724
mcosmo__growth__other__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6697
mcosmo__growth__other__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6686
mcosmo__growth__other__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6679
mcosmo__growth__other__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6681
mcosmo__growth__other__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6709
mcosmo__growth__other__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6792
mcosmo__growth__other__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6801
mcosmo__growth__other__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6739
mcosmo__growth__other__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6756
mcosmo__growth__other__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6762
mcosmo__growth__other__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6778
mcosmo__growth__other__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6810
mcosmo__growth__other__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6742
mcosmo__growth__other__re__all__none,148,100,48,FALSE,TRUE,6615
mcosmo__growth__other__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6622
mcosmo__growth__other__re__no_bailout__none,148,100,48,FALSE,TRUE,6616
mcosmo__growth__other__re__y2004_2008__none,148,100,48,FALSE,TRUE,6543
mcosmo__growth__other__re__y2009_2013__none,148,100,48,FALSE,TRUE,6637
mcosmo__unemp__none__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36467
mcosmo__unemp__none__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36471
mcosmo__unemp__none__fe_country__all__none,732,492,240,TRUE,TRUE,36412
mcosmo__unemp__none__fe_country__all__pop,732,492,240,TRUE,TRUE,37038
mcosmo__unemp__none__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36854
mcosmo__unemp__none__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36900
mcosmo__unemp__none__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36842
mcosmo__unemp__none__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,36944
mcosmo__unemp__none__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36763
mcosmo__unemp__none__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36772
mcosmo__unemp__none__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36528
mcosmo__unemp__none__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36821
mcosmo__unemp__none__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30139
mcosmo__unemp__none__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30078
mcosmo__unemp__none__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30246
mcosmo__unemp__none__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30351
mcosmo__unemp__none__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36456
mcosmo__unemp__none__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36535
mcosmo__unemp__none__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36393
mcosmo__unemp__none__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,37114
mcosmo__unemp__none__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36684
mcosmo__unemp__none__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36647
mcosmo__unemp__none__fe_twoway__all__none,732,492,240,TRUE,TRUE,36600
mcosmo__unemp__none__fe_twoway__all__pop,732,492,240,TRUE,TRUE,36818
mcosmo__unemp__none__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36657
mcosmo__unemp__none__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36695
mcosmo__unemp__none__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36871
mcosmo__unemp__none__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36829
mcosmo__unemp__none__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36476
mcosmo__unemp__none__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36478
mcosmo__unemp__none__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36408
mcosmo__unemp__none__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36903
mcosmo__unemp__none__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30334
mcosmo__unemp__none__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30245
mcosmo__unemp__none__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30279
mcosmo__unemp__none__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30288
mcosmo__unemp__none__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36257
mcosmo__unemp__none__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36226
mcosmo__unemp__none__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,36517
mcosmo__unemp__none__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36710
mcosmo__unemp__none__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36636
mcosmo__unemp__none__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36743
mcosmo__unemp__none__pooled_cl__all__none,732,492,240,TRUE,TRUE,36687
mcosmo__unemp__none__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36811
mcosmo__unemp__none__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36663
mcosmo__unemp__none__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36653
mcosmo__unemp__none__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36569
mcosmo__unemp__none__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36759
mcosmo__unemp__none__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36844
mcosmo__unemp__none__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36868
mcosmo__unemp__none__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36844
mcosmo__unemp__none__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36791
mcosmo__unemp__none__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30320
mcosmo__unemp__none__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30318
mcosmo__unemp__none__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30405
mcosmo__unemp__none__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30594
mcosmo__unemp__none__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37038
mcosmo__unemp__none__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37015
mcosmo__unemp__none__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36929
mcosmo__unemp__none__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37089
mcosmo__unemp__none__re__all__none,732,492,240,TRUE,TRUE,36156
mcosmo__unemp__none__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36135
mcosmo__unemp__none__re__no_bailout__none,732,492,240,TRUE,TRUE,36223
mcosmo__unemp__none__re__y2004_2008__none,732,396,240,TRUE,TRUE,29906
mcosmo__unemp__none__re__y2009_2013__none,732,492,240,TRUE,TRUE,36156
mcosmo__unemp__other__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36740
mcosmo__unemp__other__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36762
mcosmo__unemp__other__fe_country__all__none,732,492,240,TRUE,TRUE,36512
mcosmo__unemp__other__fe_country__all__pop,732,492,240,TRUE,TRUE,37112
mcosmo__unemp__other__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36754
mcosmo__unemp__other__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36714
mcosmo__unemp__other__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36828
mcosmo__unemp__other__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,36932
mcosmo__unemp__other__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36687
mcosmo__unemp__other__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36704
mcosmo__unemp__other__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36709
mcosmo__unemp__other__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36874
mcosmo__unemp__other__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30179
mcosmo__unemp__other__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30213
mcosmo__unemp__other__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30304
mcosmo__unemp__other__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30274
mcosmo__unemp__other__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36367
mcosmo__unemp__other__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36363
mcosmo__unemp__other__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36415
mcosmo__unemp__other__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,36992
mcosmo__unemp__other__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36602
mcosmo__unemp__other__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36723
mcosmo__unemp__other__fe_twoway__all__none,732,492,240,TRUE,TRUE,36557
mcosmo__unemp__other__fe_twoway__all__pop,732,492,240,TRUE,TRUE,36795
mcosmo__unemp__other__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36627
mcosmo__unemp__other__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36533
mcosmo__unemp__other__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36764
mcosmo__unemp__other__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36829
mcosmo__unemp__other__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36463
mcosmo__unemp__other__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36420
mcosmo__unemp__other__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36472
mcosmo__unemp__other__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36966
mcosmo__unemp__other__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30360
mcosmo__unemp__other__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30403
mcosmo__unemp__other__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30236
mcosmo__unemp__other__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30344
mcosmo__unemp__other__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36288
mcosmo__unemp__other__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36285
mcosmo__unemp__other__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,36388
mcosmo__unemp__other__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36880
mcosmo__unemp__other__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36654
mcosmo__unemp__other__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36672
mcosmo__unemp__other__pooled_cl__all__none,732,492,240,TRUE,TRUE,36721
mcosmo__unemp__other__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36804
mcosmo__unemp__other__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36673
mcosmo__unemp__other__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36601
mcosmo__unemp__other__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36507
mcosmo__unemp__other__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36770
mcosmo__unemp__other__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36823
mcosmo__unemp__other__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36860
mcosmo__unemp__other__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36968
mcosmo__unemp__other__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36756
mcosmo__unemp__other__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30332
mcosmo__unemp__other__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30350
mcosmo__unemp__other__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30379
mcosmo__unemp__other__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30609
mcosmo__unemp__other__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36912
mcosmo__unemp__other__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36951
mcosmo__unemp__other__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36925
mcosmo__unemp__other__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37132
mcosmo__unemp__other__re__all__none,732,492,240,TRUE,TRUE,36207
mcosmo__unemp__other__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36368
mcosmo__unemp__other__re__no_bailout__none,732,492,240,TRUE,TRUE,36208
mcosmo__unemp__other__re__y2004_2008__none,732,396,240,TRUE,TRUE,29986
mcosmo__unemp__other__re__y2009_2013__none,732,492,240,TRUE,TRUE,36155
mlib__growth__none__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6573
mlib__growth__none__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6558
mlib__growth__none__fe_country__all__none,148,100,48,FALSE,TRUE,6587
mlib__growth__none__fe_country__all__pop,148,100,48,FALSE,TRUE,6581
mlib__growth__none__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6704
mlib__growth__none__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6695
mlib__growth__none__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6701
mlib__growth__none__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6623
mlib__growth__none__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6667
mlib__growth__none__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6680
mlib__growth__none__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6652
mlib__growth__none__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6731
mlib__growth__none__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6627
mlib__growth__none__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6630
mlib__growth__none__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6608
mlib__growth__none__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6567
mlib__growth__none__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6635
mlib__growth__none__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6670
mlib__growth__none__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6432
mlib__growth__none__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6438
mlib__growth__none__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6607
mlib__growth__none__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6614
mlib__growth__none__fe_twoway__all__none,148,100,48,FALSE,TRUE,6639
mlib__growth__none__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6659
mlib__growth__none__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6699
mlib__growth__none__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6657
mlib__growth__none__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6682
mlib__growth__none__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6669
mlib__growth__none__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6680
mlib__growth__none__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6685
mlib__growth__none__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6724
mlib__growth__none__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6505
mlib__growth__none__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6598
mlib__growth__none__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6592
mlib__growth__none__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6670
mlib__growth__none__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6659
mlib__growth__none__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6568
mlib__growth__none__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6566
mlib__growth__none__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6554
mlib__growth__none__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6561
mlib__growth__none__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6426
mlib__growth__none__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6449
mlib__growth__none__pooled_cl__all__none,148,100,48,FALSE,TRUE,6396
mlib__growth__none__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6508
mlib__growth__none__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6445
mlib__growth__none__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6456
mlib__growth__none__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6433
mlib__growth__none__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6545
mlib__growth__none__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6492
mlib__growth__none__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6506
mlib__growth__none__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6478
mlib__growth__none__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6696
mlib__growth__none__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6539
mlib__growth__none__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6571
mlib__growth__none__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6520
mlib__growth__none__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6574
mlib__growth__none__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6461
mlib__growth__none__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6457
mlib__growth__none__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6462
mlib__growth__none__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6414
mlib__growth__none__re__all__none,148,100,48,FALSE,TRUE,6469
mlib__growth__none__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6542
mlib__growth__none__re__no_bailout__none,148,100,48,FALSE,TRUE,6467
mlib__growth__none__re__y2004_2008__none,148,100,48,FALSE,TRUE,6447
mlib__growth__none__re__y2009_2013__none,148,100,48,FALSE,TRUE,6347
mlib__growth__other__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6634
mlib__growth__other__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6627
mlib__growth__other__fe_country__all__none,148,100,48,FALSE,TRUE,6536
mlib__growth__other__fe_country__all__pop,148,100,48,FALSE,TRUE,6661
mlib__growth__other__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6702
mlib__growth__other__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6705
mlib__growth__other__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6635
mlib__growth__other__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6673
mlib__growth__other__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6658
mlib__growth__other__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6644
mlib__growth__other__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6656
mlib__growth__other__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6730
mlib__growth__other__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6711
mlib__growth__other__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6690
mlib__growth__other__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6628
mlib__growth__other__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6553
mlib__growth__other__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6651
mlib__growth__other__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6674
mlib__growth__other__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6528
mlib__growth__other__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6586
mlib__growth__other__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6627
mlib__growth__other__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6617
mlib__growth__other__fe_twoway__all__none,148,100,48,FALSE,TRUE,6680
mlib__growth__other__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6561
mlib__growth__other__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6691
mlib__growth__other__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6662
mlib__growth__other__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6643
mlib__growth__other__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6630
