outcome,predictor,copredictor,estimator,sample,reg_weight,construction,variants,fitted,median_rca,min_rca,max_rca,share_claim,share_sig,share_both
mcosmo,growth,other,pooled_cl,y2004_2008,n_cell,rate,50,50,-0.019309262377162694,-0.05234849760424637,0.01375093493509164,0.64,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,n_cell,share,50,50,-0.06955645001084942,-0.12610716383988732,-0.03062033573063226,1,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,n_eff,count,48,48,-0.01254059323310043,-0.04717450673803498,0.01375093493509164,0.7083333333333334,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,n_eff,rate,50,50,-0.019309262377162694,-0.05523450655945066,0.01375093493509164,0.72,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,n_eff,share,50,50,-0.06784543435971072,-0.12665651752381019,-0.02855573205141699,1,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,none,count,48,48,-0.0356883556877574,-0.06777444090184162,-0.01332219532894962,1,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,none,rate,50,50,-0.04045905497569304,-0.0725392566077878,-0.01332219532894962,1,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,none,share,50,50,-0.0891045488341064,-0.15383085849494949,-0.04506950019015247,1,0,0
mcosmo,growth,other,pooled_cl,y2004_2008,pop,count,48,48,-0.12992078198334725,-0.2095495817250373,-0.07540784853372455,1,0.2916666666666667,0.2916666666666667
mcosmo,growth,other,pooled_cl,y2004_2008,pop,rate,50,50,-0.12992078198334725,-0.2095495817250373,-0.07540784853372455,1,0.3,0.3
mcosmo,growth,other,pooled_cl,y2004_2008,pop,share,50,50,-0.20111902051404024,-0.3120373731068795,-0.11146961701522452,1,0.5,0.5
mcosmo,growth,other,pooled_cl,y2009_2013,n_cell,count,48,48,0.0703049561176302,0.04353386144555928,0.09040840116000992,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,n_cell,rate,50,50,0.0703049561176302,0.04353386144555928,0.09040840116000992,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,n_cell,share,50,50,-0.1575835098962764,-0.23513558616150948,-0.08097136240869354,1,0.36,0.36
mcosmo,growth,other,pooled_cl,y2009_2013,n_eff,count,48,48,0.07188775022438983,0.04872745183535477,0.09040840116000992,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,n_eff,rate,50,50,0.07317789023295426,0.04872745183535477,0.09040840116000992,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,n_eff,share,50,50,-0.16466311678898143,-0.24467598017681677,-0.08097136240869354,1,0.36,0.36
mcosmo,growth,other,pooled_cl,y2009_2013,none,count,48,48,0.14307262631533008,0.09525248221932736,0.1961053245721205,0,0.2916666666666667,0
mcosmo,growth,other,pooled_cl,y2009_2013,none,rate,50,50,0.14307262631533008,0.09525248221932736,0.19814379392126932,0,0.3,0
mcosmo,growth,other,pooled_cl,y2009_2013,none,share,50,50,-0.098680291344902,-0.16960398979414304,-0.02178479839522879,1,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,pop,count,48,48,0.12382341158955566,0.06319622068997154,0.15307850326684874,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,pop,rate,50,50,0.12494105604677111,0.06319622068997154,0.15735969414105233,0,0,0
mcosmo,growth,other,pooled_cl,y2009_2013,pop,share,50,50,0.021255008707839574,-0.03438518582208403,0.08323955907223438,0.24,0,0
mcosmo,growth,other,re,all,none,count,48,48,-0.18401389672243706,-0.24580227366121415,-0.13517352244718872,1,1,1
mcosmo,growth,other,re,all,none,rate,50,49,-0.21317270336572247,-0.24580227366121415,-0.13517352244718872,1,1,1
mcosmo,growth,other,re,all,none,share,50,49,0.04234122670584225,0.02270536404401157,0.07896618481995622,0,0,0
mcosmo,growth,other,re,no_GR_ES,none,count,48,48,-0.17766504825171603,-0.2367144827241904,-0.13142490812626845,1,1,1
mcosmo,growth,other,re,no_GR_ES,none,rate,50,49,-0.2031406241021111,-0.2367144827241904,-0.13142490812626845,1,1,1
mcosmo,growth,other,re,no_GR_ES,none,share,50,49,0.05204276259792923,0.03137124220924147,0.08825129877373046,0,0,0
mcosmo,growth,other,re,no_bailout,none,count,48,48,-0.1591481806865399,-0.20110129565795437,-0.12941461349604044,1,0.5416666666666666,0.5416666666666666
mcosmo,growth,other,re,no_bailout,none,rate,50,49,-0.17498498693823106,-0.20110129565795437,-0.12941461349604044,1,0.5510204081632653,0.5510204081632653
mcosmo,growth,other,re,no_bailout,none,share,50,49,0.13067570812013518,0.07487128073067573,0.17405391876985293,0,0.4489795918367347,0
mcosmo,growth,other,re,y2004_2008,none,count,48,48,-0.15906570169553225,-0.18723193378983227,-0.13511863349085196,1,0.2708333333333333,0.2708333333333333
mcosmo,growth,other,re,y2004_2008,none,rate,50,49,-0.1662164851686131,-0.19297766920362852,-0.13511863349085196,1,0.2857142857142857,0.2857142857142857
mcosmo,growth,other,re,y2004_2008,none,share,50,49,0.03976659180441751,0.01815494049117345,0.08870470122849852,0,0,0
mcosmo,growth,other,re,y2009_2013,none,count,48,48,0.2643507738471726,0.21567293683975905,0.3305191437448462,0,1,0
mcosmo,growth,other,re,y2009_2013,none,rate,50,49,0.2627255876923892,0.21567293683975905,0.3305191437448462,0,1,0
mcosmo,growth,other,re,y2009_2013,none,share,50,49,0.13919255441766065,0.08073368640711409,0.2091508127374795,0,0.22448979591836735,0
mcosmo,unemp,none,fe_country,all,n_cell,count,240,240,-0.26855919477618206,-0.36869579379604056,-0.143782307715106,1,1,1
mcosmo,unemp,none,fe_country,all,n_cell,rate,244,244,-0.26855919477618206,-0.36869579379604056,-0.143782307715106,1,1,1
mcosmo,unemp,none,fe_country,all,n_cell,share,248,248,-0.29646244368761265,-0.4823333696005976,-0.14580492636427267,1,1,1
mcosmo,unemp,none,fe_country,all,n_eff,count,240,240,-0.2697339160227591,-0.37978672759969434,-0.14477715613878386,1,1,1
mcosmo,unemp,none,fe_country,all,n_eff,rate,244,244,-0.2697339160227591,-0.37978672759969434,-0.14477715613878386,1,1,1
mcosmo,unemp,none,fe_country,all,n_eff,share,248,248,-0.29823560806640675,-0.49524964494615814,-0.14722161440867623,1,1,1
mcosmo,unemp,none,fe_country,all,none,count,240,240,-0.3154745690688848,-0.48588199774631974,-0.19115757020832536,1,1,1
mcosmo,unemp,none,fe_country,all,none,rate,244,244,-0.3154745690688848,-0.48588199774631974,-0.19115757020832536,1,1,1
mcosmo,unemp,none,fe_country,all,none,share,248,248,-0.3558423106814252,-0.5658510077501029,-0.1834546918017714,1,1,1
mcosmo,unemp,none,fe_country,all,pop,count,240,240,-0.13310413190048676,-0.4680522671333529,-0.02627026391003725,1,0.48333333333333334,0.48333333333333334
mcosmo,unemp,none,fe_country,all,pop,rate,244,244,-0.13240400073330502,-0.4680522671333529,-0.02627026391003725,1,0.47950819672131145,0.47950819672131145
mcosmo,unemp,none,fe_country,all,pop,share,248,248,-0.3145583132105451,-0.6218145577613902,-0.10417802617421792,1,0.8911290322580645,0.8911290322580645
mcosmo,unemp,none,fe_country,no_GR_ES,n_cell,count,240,240,-0.14383034112214638,-0.2665468879081074,-0.07838453543167835,1,0.5166666666666667,0.5166666666666667
mcosmo,unemp,none,fe_country,no_GR_ES,n_cell,rate,244,244,-0.14383034112214638,-0.2665468879081074,-0.07838453543167835,1,0.5163934426229508,0.5163934426229508
mcosmo,unemp,none,fe_country,no_GR_ES,n_cell,share,248,248,-0.17120123842603302,-0.32354562673057996,-0.0654634928697324,1,0.6854838709677419,0.6854838709677419
mcosmo,unemp,none,fe_country,no_GR_ES,n_eff,count,240,240,-0.14567806529704652,-0.27605503307447415,-0.07906580411414531,1,0.55,0.55
mcosmo,unemp,none,fe_country,no_GR_ES,n_eff,rate,244,244,-0.14567806529704652,-0.27605503307447415,-0.07906580411414531,1,0.5491803278688525,0.5491803278688525
mcosmo,unemp,none,fe_country,no_GR_ES,n_eff,share,248,248,-0.17304540190077783,-0.3440365147244006,-0.06561216568865584,1,0.6814516129032258,0.6814516129032258
mcosmo,unemp,none,fe_country,no_GR_ES,none,count,240,240,-0.22032973242184067,-0.4043372129529574,-0.12098551666264984,1,0.875,0.875
mcosmo,unemp,none,fe_country,no_GR_ES,none,rate,244,244,-0.22032973242184067,-0.4043372129529574,-0.12098551666264984,1,0.8729508196721312,0.8729508196721312
mcosmo,unemp,none,fe_country,no_GR_ES,none,share,248,248,-0.22378146310077726,-0.4358823946375868,-0.10414075047085256,1,0.8991935483870968,0.8991935483870968
mcosmo,unemp,none,fe_country,no_GR_ES,pop,count,240,240,0.013918343562567775,-0.3822113308908522,0.09657102198724084,0.3,0.11666666666666667,0.11666666666666667
mcosmo,unemp,none,fe_country,no_GR_ES,pop,rate,244,244,0.01450020198040107,-0.3822113308908522,0.09657102198724084,0.29508196721311475,0.11475409836065574,0.11475409836065574
mcosmo,unemp,none,fe_country,no_GR_ES,pop,share,248,248,-0.17451551027989987,-0.4571316791391395,-0.05087775717456734,1,0.5,0.5
mcosmo,unemp,none,fe_country,no_bailout,n_cell,count,240,240,-0.03014012211789831,-0.1395164823798583,0.02427396655085155,0.6833333333333333,0,0
mcosmo,unemp,none,fe_country,no_bailout,n_cell,rate,244,244,-0.03009388311299,-0.1395164823798583,0.02427396655085155,0.680327868852459,0,0
mcosmo,unemp,none,fe_country,no_bailout,n_cell,share,248,248,-0.09394397625334354,-0.2274754733550779,-0.01559135129035981,1,0.11290322580645161,0.11290322580645161
mcosmo,unemp,none,fe_country,no_bailout,n_eff,count,240,240,-0.034802774356392396,-0.1451801323189772,0.02427396655085155,0.7333333333333333,0,0
mcosmo,unemp,none,fe_country,no_bailout,n_eff,rate,244,244,-0.03384436296693636,-0.1451801323189772,0.02427396655085155,0.7295081967213115,0,0
mcosmo,unemp,none,fe_country,no_bailout,n_eff,share,248,248,-0.09718337285648562,-0.2274754733550779,-0.01559135129035981,1,0.11693548387096774,0.11693548387096774
mcosmo,unemp,none,fe_country,no_bailout,none,count,240,240,-0.08659708683697714,-0.2037048554286482,-0.02182274661199201,1,0.041666666666666664,0.041666666666666664
mcosmo,unemp,none,fe_country,no_bailout,none,rate,244,244,-0.08609365704837513,-0.2037048554286482,-0.02182274661199201,1,0.040983606557377046,0.040983606557377046
mcosmo,unemp,none,fe_country,no_bailout,none,share,248,248,-0.11800911245412704,-0.2352632298148581,-0.0353968359718761,1,0.23387096774193547,0.23387096774193547
mcosmo,unemp,none,fe_country,no_bailout,pop,count,240,240,0.043672080710727354,-0.3651358070082452,0.18692426686135777,0.2,0.2,0.1
mcosmo,unemp,none,fe_country,no_bailout,pop,rate,244,244,0.04448560948715221,-0.3651358070082452,0.18692426686135777,0.19672131147540983,0.20081967213114754,0.09836065573770492
mcosmo,unemp,none,fe_country,no_bailout,pop,share,248,248,-0.1339162176711901,-0.42826193869063733,-0.03549811674135127,1,0.43951612903225806,0.43951612903225806
mcosmo,unemp,none,fe_country,y2004_2008,n_cell,count,240,192,0.27620611605494694,0.19931723459577863,0.32536965542574686,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,n_cell,rate,244,196,0.27620611605494694,0.19931723459577863,0.34114792793279863,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,n_cell,share,248,200,-0.3927757965467822,-0.583690000680288,-0.2585849958562163,1,1,1
mcosmo,unemp,none,fe_country,y2004_2008,n_eff,count,240,192,0.27557153790483235,0.19867243545386337,0.319062505304925,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,n_eff,rate,244,196,0.2766602011974648,0.19867243545386337,0.3321892977054284,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,n_eff,share,248,200,-0.3935702483177581,-0.5894751393623451,-0.2585849958562163,1,1,1
mcosmo,unemp,none,fe_country,y2004_2008,none,count,240,192,0.20619326450361233,0.14006257761535457,0.24472682405993712,0,0.7239583333333334,0
mcosmo,unemp,none,fe_country,y2004_2008,none,rate,244,196,0.20661074802134102,0.14006257761535457,0.254916670750089,0,0.7244897959183674,0
mcosmo,unemp,none,fe_country,y2004_2008,none,share,248,200,-0.4011533128970929,-0.575625941595553,-0.269968909305097,1,1,1
mcosmo,unemp,none,fe_country,y2004_2008,pop,count,240,192,0.3480418190101232,0.20669855314558216,0.4763886953179253,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,pop,rate,244,196,0.3480418190101232,0.20669855314558216,0.4877482197234111,0,1,0
mcosmo,unemp,none,fe_country,y2004_2008,pop,share,248,200,-0.3677955774198933,-0.6184835667060531,-0.18688816784179885,1,0.995,0.995
mcosmo,unemp,none,fe_country,y2009_2013,n_cell,count,240,240,-0.3050019105657864,-0.42284676911113434,-0.18993902912108343,1,0.9958333333333333,0.9958333333333333
mcosmo,unemp,none,fe_country,y2009_2013,n_cell,rate,244,244,-0.3050019105657864,-0.4262430546301005,-0.18993902912108343,1,0.9959016393442623,0.9959016393442623
mcosmo,unemp,none,fe_country,y2009_2013,n_cell,share,248,248,-0.3611436897416153,-0.5057499682891636,-0.2123631152814637,1,1,1
mcosmo,unemp,none,fe_country,y2009_2013,n_eff,count,240,240,-0.3066004313369799,-0.43843029657779814,-0.18993902912108343,1,0.9958333333333333,0.9958333333333333
mcosmo,unemp,none,fe_country,y2009_2013,n_eff,rate,244,244,-0.3066004313369799,-0.4437353422576931,-0.18993902912108343,1,0.9959016393442623,0.9959016393442623
mcosmo,unemp,none,fe_country,y2009_2013,n_eff,share,248,248,-0.36577533452211486,-0.5186714947149584,-0.2123631152814637,1,1,1
mcosmo,unemp,none,fe_country,y2009_2013,none,count,240,240,-0.37856926754509324,-0.5303754908875177,-0.2525756194229785,1,1,1
mcosmo,unemp,none,fe_country,y2009_2013,none,rate,244,244,-0.37856926754509324,-0.5439962117136209,-0.2525756194229785,1,1,1
mcosmo,unemp,none,fe_country,y2009_2013,none,share,248,248,-0.43583768171326287,-0.5865142810712888,-0.30711195200230657,1,1,1
mcosmo,unemp,none,fe_country,y2009_2013,pop,count,240,240,-0.37737545724978744,-0.5525478953617116,-0.12410240639772584,1,0.775,0.775
mcosmo,unemp,none,fe_country,y2009_2013,pop,rate,244,244,-0.37737545724978744,-0.5670707629533344,-0.12410240639772584,1,0.7745901639344263,0.7745901639344263
mcosmo,unemp,none,fe_country,y2009_2013,pop,share,248,248,-0.3328631595738638,-0.6266562767619276,-0.1086395558755656,1,0.7540322580645161,0.7540322580645161
mcosmo,unemp,none,fe_twoway,all,n_cell,count,240,240,-0.02800064775662934,-0.29436723537670484,0.00820278029693977,0.9666666666666667,0.17916666666666667,0.17916666666666667
mcosmo,unemp,none,fe_twoway,all,n_cell,rate,244,244,-0.02821881576506045,-0.29436723537670484,0.00820278029693977,0.9672131147540983,0.1762295081967213,0.1762295081967213
mcosmo,unemp,none,fe_twoway,all,n_cell,share,248,248,-0.1460432764868103,-0.42361837636711847,-0.06147230830367963,1,0.6411290322580645,0.6411290322580645
mcosmo,unemp,none,fe_twoway,all,n_eff,count,240,240,-0.02766544188475349,-0.30097349052957456,0.00820278029693977,0.9666666666666667,0.17916666666666667,0.17916666666666667
mcosmo,unemp,none,fe_twoway,all,n_eff,rate,244,244,-0.02827874962585305,-0.30097349052957456,0.00820278029693977,0.9672131147540983,0.1762295081967213,0.1762295081967213
mcosmo,unemp,none,fe_twoway,all,n_eff,share,248,248,-0.14763040975821062,-0.4344885668722366,-0.0620912415486263,1,0.6532258064516129,0.6532258064516129
mcosmo,unemp,none,fe_twoway,all,none,count,240,240,-0.07301566428888837,-0.3856986492501457,-0.02916746815154687,1,0.1875,0.1875
mcosmo,unemp,none,fe_twoway,all,none,rate,244,244,-0.07301566428888837,-0.3856986492501457,-0.02916746815154687,1,0.18442622950819673,0.18442622950819673
mcosmo,unemp,none,fe_twoway,all,none,share,248,248,-0.2031589975434871,-0.49354839229684744,-0.09024597556892534,1,0.8629032258064516,0.8629032258064516
mcosmo,unemp,none,fe_twoway,all,pop,count,240,240,0.04700764973512668,-0.6215259587218392,0.1412883858104029,0.2833333333333333,0.24583333333333332,0.2
mcosmo,unemp,none,fe_twoway,all,pop,rate,244,244,0.04494799521556209,-0.6215259587218392,0.1412883858104029,0.29508196721311475,0.24180327868852458,0.19672131147540983
mcosmo,unemp,none,fe_twoway,all,pop,share,248,248,-0.26343734696107457,-0.5083937253957842,-0.11858612403337432,1,0.967741935483871,0.967741935483871
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_cell,count,240,240,0.043809077516493836,-0.2203288041219877,0.10856371956187053,0.20833333333333334,0.03333333333333333,0.03333333333333333
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_cell,rate,244,244,0.043809077516493836,-0.2203288041219877,0.10856371956187053,0.20491803278688525,0.03278688524590164,0.03278688524590164
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_cell,share,248,248,-0.04499682176591647,-0.3047563552696172,0.05577476758341854,0.782258064516129,0.07258064516129033,0.07258064516129033
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_eff,count,240,240,0.04529255840950433,-0.2313451820083984,0.10856371956187053,0.2,0.041666666666666664,0.041666666666666664
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_eff,rate,244,244,0.04529255840950433,-0.2313451820083984,0.10856371956187053,0.19672131147540983,0.040983606557377046,0.040983606557377046
mcosmo,unemp,none,fe_twoway,no_GR_ES,n_eff,share,248,248,-0.044894925065297145,-0.31939234866186267,0.05577476758341854,0.7903225806451613,0.0846774193548387,0.0846774193548387
mcosmo,unemp,none,fe_twoway,no_GR_ES,none,count,240,240,-0.02701780569266092,-0.326469746424785,0.01806698507421679,0.8833333333333333,0.1,0.1
mcosmo,unemp,none,fe_twoway,no_GR_ES,none,rate,244,244,-0.02709393509287894,-0.326469746424785,0.01806698507421679,0.8852459016393442,0.09836065573770492,0.09836065573770492
mcosmo,unemp,none,fe_twoway,no_GR_ES,none,share,248,248,-0.10227758946083094,-0.38313051324132935,-0.01435008307798411,1,0.32661290322580644,0.32661290322580644
mcosmo,unemp,none,fe_twoway,no_GR_ES,pop,count,240,240,0.13042322074973786,-0.3591223770253688,0.29996928923970057,0.2,0.6333333333333333,0.15
mcosmo,unemp,none,fe_twoway,no_GR_ES,pop,rate,244,244,0.1297597810241341,-0.3591223770253688,0.29996928923970057,0.20491803278688525,0.6229508196721312,0.14754098360655737
mcosmo,unemp,none,fe_twoway,no_GR_ES,pop,share,248,248,-0.13683658106379445,-0.3197676529652799,-0.0197771757225925,1,0.5080645161290323,0.5080645161290323
mcosmo,unemp,none,fe_twoway,no_bailout,n_cell,count,240,240,0.09625465826490923,-0.02236983460682631,0.20725479261411012,0.05,0.13333333333333333,0
mcosmo,unemp,none,fe_twoway,no_bailout,n_cell,rate,244,244,0.09625465826490923,-0.02236983460682631,0.20725479261411012,0.04918032786885246,0.13114754098360656,0
mcosmo,unemp,none,fe_twoway,no_bailout,n_cell,share,248,248,0.08381396198543596,-0.0812939137964145,0.2015406622794007,0.11290322580645161,0.07661290322580645,0
mcosmo,unemp,none,fe_twoway,no_bailout,n_eff,count,240,240,0.09638047458738275,-0.02472684266465045,0.20725479261411012,0.06666666666666667,0.13333333333333333,0
mcosmo,unemp,none,fe_twoway,no_bailout,n_eff,rate,244,244,0.09638047458738275,-0.02472684266465045,0.20725479261411012,0.06557377049180328,0.13114754098360656,0
mcosmo,unemp,none,fe_twoway,no_bailout,n_eff,share,248,248,0.0838320989193486,-0.08858745517282048,0.2015406622794007,0.12096774193548387,0.07661290322580645,0
mcosmo,unemp,none,fe_twoway,no_bailout,none,count,240,240,0.06604871881757104,-0.02711313858648723,0.16034364262790302,0.058333333333333334,0.016666666666666666,0
mcosmo,unemp,none,fe_twoway,no_bailout,none,rate,244,244,0.06604871881757104,-0.02711313858648723,0.16034364262790302,0.05737704918032787,0.01639344262295082,0
mcosmo,unemp,none,fe_twoway,no_bailout,none,share,248,248,0.06446101126709275,-0.10130519361005164,0.18148134772227617,0.12903225806451613,0.024193548387096774,0
mcosmo,unemp,none,fe_twoway,no_bailout,pop,count,240,240,0.13399479608360365,-0.3646063213316508,0.33350366248083724,0.2,0.45416666666666666,0.07916666666666666
mcosmo,unemp,none,fe_twoway,no_bailout,pop,rate,244,244,0.13276024954206123,-0.3646063213316508,0.33350366248083724,0.20491803278688525,0.44672131147540983,0.0778688524590164
mcosmo,unemp,none,fe_twoway,no_bailout,pop,share,248,248,-0.1250993314325055,-0.31675708936168795,-0.00469437615424587,1,0.3024193548387097,0.3024193548387097
mcosmo,unemp,none,fe_twoway,y2004_2008,n_cell,count,240,192,0.01575123285064811,-0.04848132504620802,0.07895752856368407,0.28125,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,n_cell,rate,244,196,0.015761203740920368,-0.04848132504620802,0.07895752856368407,0.2755102040816326,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,n_cell,share,248,200,-0.2931782029338639,-0.42387948556846794,-0.20396918792910104,1,1,1
mcosmo,unemp,none,fe_twoway,y2004_2008,n_eff,count,240,192,0.015789126489262815,-0.04848132504620802,0.08524746348985024,0.2708333333333333,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,n_eff,rate,244,196,0.01618908503182945,-0.04848132504620802,0.08524746348985024,0.2653061224489796,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,n_eff,share,248,200,-0.2933358703232558,-0.42978700376179646,-0.20396918792910104,1,1,1
mcosmo,unemp,none,fe_twoway,y2004_2008,none,count,240,192,-0.04311768087287532,-0.11275917904182615,-0.00271824650351825,1,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,none,rate,244,196,-0.042937263994755226,-0.11275917904182615,-0.00271824650351825,1,0,0
mcosmo,unemp,none,fe_twoway,y2004_2008,none,share,248,200,-0.29686165768388995,-0.41842364953353056,-0.21583524389082545,1,1,1
mcosmo,unemp,none,fe_twoway,y2004_2008,pop,count,240,192,0.1191076795329235,0.05649398742107263,0.20681601777553585,0,0.03125,0
mcosmo,unemp,none,fe_twoway,y2004_2008,pop,rate,244,196,0.1189144550763219,0.05649398742107263,0.20681601777553585,0,0.030612244897959183,0
mcosmo,unemp,none,fe_twoway,y2004_2008,pop,share,248,200,-0.36100348437013596,-0.5767303276565763,-0.2019429526873069,1,1,1
mcosmo,unemp,none,fe_twoway,y2009_2013,n_cell,count,240,240,-0.2503335604739534,-0.3226225084679183,-0.15789880810603912,1,0.9166666666666666,0.9166666666666666
mcosmo,unemp,none,fe_twoway,y2009_2013,n_cell,rate,244,244,-0.25076287154282695,-0.3445837337780361,-0.15789880810603912,1,0.9180327868852459,0.9180327868852459
mcosmo,unemp,none,fe_twoway,y2009_2013,n_cell,share,248,248,-0.32019874625512296,-0.4499511083726578,-0.1776395018793828,1,0.9798387096774194,0.9798387096774194
mcosmo,unemp,none,fe_twoway,y2009_2013,n_eff,count,240,240,-0.2512653194056853,-0.3316770090293244,-0.15789880810603912,1,0.9208333333333333,0.9208333333333333
mcosmo,unemp,none,fe_twoway,y2009_2013,n_eff,rate,244,244,-0.2520999840373667,-0.35094016671252487,-0.15789880810603912,1,0.9221311475409836,0.9221311475409836
mcosmo,unemp,none,fe_twoway,y2009_2013,n_eff,share,248,248,-0.332450075726454,-0.46066085419078623,-0.1776395018793828,1,0.9798387096774194,0.9798387096774194
mcosmo,unemp,none,fe_twoway,y2009_2013,none,count,240,240,-0.28351680787289296,-0.4125593795187141,-0.16235576757133632,1,0.9125,0.9125
mcosmo,unemp,none,fe_twoway,y2009_2013,none,rate,244,244,-0.28351680787289296,-0.4436415606946951,-0.16235576757133632,1,0.9139344262295082,0.9139344262295082
mcosmo,unemp,none,fe_twoway,y2009_2013,none,share,248,248,-0.3755669071154804,-0.5141520867754595,-0.22936893087918153,1,1,1
mcosmo,unemp,none,fe_twoway,y2009_2013,pop,count,240,240,-0.38728980887032555,-0.6387669092091143,-0.19868909482855587,1,1,1
mcosmo,unemp,none,fe_twoway,y2009_2013,pop,rate,244,244,-0.3888892564771747,-0.6387669092091143,-0.19868909482855587,1,1,1
mcosmo,unemp,none,fe_twoway,y2009_2013,pop,share,248,248,-0.27509134583041034,-0.5712852648746177,-0.1235370461807644,1,0.8629032258064516,0.8629032258064516
mcosmo,unemp,none,pooled_cl,all,n_cell,count,240,240,-0.32545277905279313,-0.6049202691850626,-0.16102009551265298,1,1,1
mcosmo,unemp,none,pooled_cl,all,n_cell,rate,244,244,-0.32545277905279313,-0.6049202691850626,-0.16102009551265298,1,1,1
mcosmo,unemp,none,pooled_cl,all,n_cell,share,248,248,0.06668769306825928,-0.08400175810737068,0.32712531519226296,0.04838709677419355,0.18951612903225806,0
mcosmo,unemp,none,pooled_cl,all,n_eff,count,240,240,-0.3333268815931325,-0.6072338967527234,-0.16170399719704326,1,1,1
mcosmo,unemp,none,pooled_cl,all,n_eff,rate,244,244,-0.3333268815931325,-0.6072338967527234,-0.16170399719704326,1,1,1
mcosmo,unemp,none,pooled_cl,all,n_eff,share,248,248,0.06477642950459445,-0.09004375781460869,0.32712531519226296,0.06451612903225806,0.18951612903225806,0
mcosmo,unemp,none,pooled_cl,all,none,count,240,240,-0.39019857308208017,-0.6215566232631211,-0.21934287156071156,1,1,1
mcosmo,unemp,none,pooled_cl,all,none,rate,244,244,-0.39019857308208017,-0.6215566232631211,-0.21934287156071156,1,1,1
mcosmo,unemp,none,pooled_cl,all,none,share,248,248,0.00518674903754974,-0.16376255069837956,0.19019058958952637,0.4274193548387097,0.056451612903225805,0
mcosmo,unemp,none,pooled_cl,all,pop,count,240,240,-0.1027181439216853,-0.6130390588676445,-0.01228671911515721,1,0.475,0.475
mcosmo,unemp,none,pooled_cl,all,pop,rate,244,244,-0.1027181439216853,-0.6130390588676445,-0.01228671911515721,1,0.47540983606557374,0.47540983606557374
mcosmo,unemp,none,pooled_cl,all,pop,share,248,248,0.06797377127382445,-0.2344206303447995,0.2959120098149951,0.0967741935483871,0.2903225806451613,0.016129032258064516
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_cell,count,240,240,-0.28409442676935426,-0.5659474958577689,-0.13320230898509272,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_cell,rate,244,244,-0.28409442676935426,-0.5659474958577689,-0.13320230898509272,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_cell,share,248,248,0.13730335371655447,0.0467452268556113,0.44151639545933696,0,0.5403225806451613,0
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_eff,count,240,240,-0.28910608916042746,-0.5677638092821434,-0.1346372278267649,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_eff,rate,244,244,-0.28910608916042746,-0.5677638092821434,-0.1346372278267649,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,n_eff,share,248,248,0.1379605630849136,0.0467452268556113,0.44128672043721545,0,0.5443548387096774,0
mcosmo,unemp,none,pooled_cl,no_GR_ES,none,count,240,240,-0.3582145615682767,-0.5913220564941121,-0.1870571604959168,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,none,rate,244,244,-0.3582145615682767,-0.5913220564941121,-0.1870571604959168,1,1,1
mcosmo,unemp,none,pooled_cl,no_GR_ES,none,share,248,248,0.07150471460174489,0.00668132872684515,0.2937600052905227,0,0.16532258064516128,0
mcosmo,unemp,none,pooled_cl,no_GR_ES,pop,count,240,240,0.03457655511089023,-0.5219075279702505,0.1463175943409264,0.2,0.325,0.2
mcosmo,unemp,none,pooled_cl,no_GR_ES,pop,rate,244,244,0.03395269966820628,-0.5219075279702505,0.1463175943409264,0.19672131147540983,0.319672131147541,0.19672131147540983
mcosmo,unemp,none,pooled_cl,no_GR_ES,pop,share,248,248,0.1822942538122167,0.04751042058170306,0.494713583718241,0,0.5887096774193549,0
