"outcome","pred_form","copredictor","estimator","sample","weights","family","predictor","estimate","se","statistic","df","n","r","conf_low","conf_high","positive_outcome","sig","supports_claim","baseline"
"mlib","log","growth","fe_country","y2004_2008","n_cy","gaussian","unemp",0.020096474005818,0.00823623077204302,2.44000861098177,106,135,0.230606872441791,0.00376734542989675,0.0364256025817393,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","fe_country","y2009_2013","none","gaussian","unemp",0.0391073864736528,0.0124263511852373,3.14713353024441,106,135,0.292324432906208,0.0144709366400648,0.0637438363072408,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","fe_country","y2009_2013","n_cy","gaussian","unemp",0.0300155412056144,0.0137613138042227,2.18115374975347,106,135,0.2072525305036,0.00273239813906681,0.0572986842721621,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","fe_country","no_bailout","none","gaussian","unemp",0.0250642158904309,0.00952732191719045,2.63077243618763,169,190,0.198346474393815,0.00625632543119118,0.0438721063496706,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","fe_country","no_bailout","n_cy","gaussian","unemp",0.0182407516986904,0.00956028933648085,1.90797067501775,169,190,0.145211341944586,-0.000632219757720077,0.0371137231551009,FALSE,FALSE,TRUE,FALSE
"mlib","log","growth","fe_country","no_GR_ES","none","gaussian","unemp",0.0289135226813244,0.00690413369112897,4.18785672103583,223,250,0.270022427362087,0.0153078297560927,0.0425192156065562,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","fe_country","no_GR_ES","n_cy","gaussian","unemp",0.0231583793929615,0.00705402039374104,3.28300431531354,223,250,0.214718529959215,0.00925731089411717,0.0370594478918059,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","re","all","none","gaussian","unemp",0.0321668833389026,0.00642563714476126,5.00602237789412,267,270,0.292925077080282,0.0195155194725946,0.0448182472052106,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","re","y2004_2008","none","gaussian","unemp",0.0239187319424709,0.00812073194700429,2.94539114190248,132,135,0.248332755014511,0.00785512148252554,0.0399823424024163,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","re","y2009_2013","none","gaussian","unemp",0.025307368827916,0.0116965975442869,2.1636521845002,132,135,0.185068605651681,0.0021703427711096,0.0484443948847224,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","re","no_bailout","none","gaussian","unemp",0.0213015547819003,0.00939043699843235,2.26843061568449,187,190,0.163647764709148,0.0027767482978216,0.039826361265979,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","re","no_GR_ES","none","gaussian","unemp",0.0269616891380398,0.0068359512067911,3.94410204555806,247,250,0.243409328388459,0.0134974987754312,0.0404258795006485,FALSE,TRUE,TRUE,FALSE
"mlib","log","growth","pooled_cl","all","none","gaussian","unemp",-0.014860397985256,0.0147039823594629,-1.01063763693191,267,270,-0.0617320559807177,-0.0438109015574976,0.0140901055869856,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","all","n_cy","gaussian","unemp",-0.0258670475132805,0.0140416142492669,-1.84217049792769,267,270,-0.112029300730122,-0.053513422049484,0.00177932702292298,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","y2004_2008","none","gaussian","unemp",-0.00953082921368833,0.0200583750735557,-0.475154601443936,132,135,-0.0413215766448141,-0.0492082777175685,0.0301466192901918,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","y2004_2008","n_cy","gaussian","unemp",-0.0162100266717603,0.0209607102108001,-0.773352930732664,132,135,-0.067159758607114,-0.0576723832656511,0.0252523299221304,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","y2009_2013","none","gaussian","unemp",-0.0363901502805176,0.0201109204805522,-1.80947213807085,132,135,-0.155576655193143,-0.0761715387931258,0.0033912382320907,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","y2009_2013","n_cy","gaussian","unemp",-0.0552951119613294,0.0210054545593999,-2.63241682320961,132,135,-0.22333523004288,-0.0968459772993682,-0.0137442466232907,FALSE,TRUE,FALSE,FALSE
"mlib","log","growth","pooled_cl","no_bailout","none","gaussian","unemp",-0.0243726125981823,0.0183356219762286,-1.32924929570322,187,190,-0.0967483379056307,-0.0605438630875429,0.0117986378911782,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","no_bailout","n_cy","gaussian","unemp",-0.0336591463301927,0.0159529183455036,-2.10990526004163,187,190,-0.152487182864548,-0.0651299634238059,-0.00218832923657948,FALSE,TRUE,FALSE,FALSE
"mlib","log","growth","pooled_cl","no_GR_ES","none","gaussian","unemp",-0.0112456327944047,0.0153515807787709,-0.732539075712376,247,250,-0.0465597965114678,-0.0414823328116599,0.0189910672228504,FALSE,FALSE,FALSE,FALSE
"mlib","log","growth","pooled_cl","no_GR_ES","n_cy","gaussian","unemp",-0.0223839654882383,0.014144870849747,-1.58247931183045,247,250,-0.100184163251247,-0.0502439118240617,0.00547598084758514,FALSE,FALSE,FALSE,FALSE
"mpos","raw","none","fe_twoway","all","none","gaussian","unemp",-0.00484687731273698,0.000972003026457412,-4.9864837668274,233,270,-0.310526159946424,-0.00676191534165741,-0.00293183928381656,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","all","n_cy","gaussian","unemp",-0.00412170054698967,0.000918411749808387,-4.48785694199754,233,270,-0.282070636838857,-0.00593115317133031,-0.00231224792264903,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","y2004_2008","none","gaussian","unemp",-0.00709633986757962,0.00211586102164852,-3.35387806428358,103,135,-0.313777659573593,-0.0112926511671389,-0.00290002856802037,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","y2004_2008","n_cy","gaussian","unemp",-0.00611204442000147,0.00207237727656697,-2.94929137136963,103,135,-0.279057924890211,-0.01022211596706,-0.00200197287294292,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","y2009_2013","none","gaussian","unemp",-0.00835897994563732,0.00143881217804523,-5.8096394186723,103,135,-0.496801018600711,-0.0112125245494178,-0.00550543534185681,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","y2009_2013","n_cy","gaussian","unemp",-0.0069418491101793,0.00140852517464327,-4.92845228125752,103,135,-0.436831576172706,-0.00973532658606009,-0.00414837163429852,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","no_bailout","none","gaussian","unemp",0.000274373879451736,0.0014112066924445,0.194425012948644,161,190,0.0153210390909414,-0.00251248851592194,0.00306123627482541,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","fe_twoway","no_bailout","n_cy","gaussian","unemp",0.000522886913136973,0.00132986030907151,0.393189351971894,161,190,0.0309727949753255,-0.00210333198611699,0.00314910581239093,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","fe_twoway","no_GR_ES","none","gaussian","unemp",-0.00364995423807413,0.00116748389555765,-3.12634225787817,215,250,-0.2085275633016,-0.00595113402035717,-0.00134877445579108,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_twoway","no_GR_ES","n_cy","gaussian","unemp",-0.00232654152064241,0.00108766030641476,-2.13903321369827,215,250,-0.144352936991619,-0.00447038428938392,-0.000182698751900917,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","all","none","gaussian","unemp",-0.00877319173909961,0.000951234224463858,-9.22295635866595,242,270,-0.509981587017925,-0.0106469473105561,-0.00689943616764311,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","all","n_cy","gaussian","unemp",-0.00794133570955187,0.000912230628339474,-8.70540350525987,242,270,-0.488340628745757,-0.00973826140707685,-0.0061444100120269,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","y2004_2008","none","gaussian","unemp",-0.00764886243734944,0.00173191240177334,-4.41642569769557,107,135,-0.392660665835935,-0.0110821767812259,-0.00421554809347293,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","y2004_2008","n_cy","gaussian","unemp",-0.00693827856049676,0.00170443722211919,-4.07071523107793,107,135,-0.366195437632411,-0.0103171265651343,-0.00355943055585922,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","y2009_2013","none","gaussian","unemp",-0.0122972156415858,0.00172457077820084,-7.13059492659085,107,135,-0.567557442221814,-0.0157159760729821,-0.00887845521018947,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","y2009_2013","n_cy","gaussian","unemp",-0.0101621325337177,0.00172798348764017,-5.88091993147205,107,135,-0.494238198230617,-0.0135876582635537,-0.0067366068038816,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","no_bailout","none","gaussian","unemp",-0.00485912123092596,0.00150097452050574,-3.2373109366898,170,190,-0.240973704534898,-0.00782207001213267,-0.00189617244971925,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","no_bailout","n_cy","gaussian","unemp",-0.0043199330866033,0.00142872695714934,-3.02362397866604,170,190,-0.225906488819842,-0.00714026397065886,-0.00149960220254775,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","no_GR_ES","none","gaussian","unemp",-0.00806928221339277,0.00116049143370922,-6.95333199281042,224,250,-0.421337595068717,-0.0103561593529256,-0.00578240507385998,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","fe_country","no_GR_ES","n_cy","gaussian","unemp",-0.00663465779628648,0.0011055881301686,-6.0010211897578,224,250,-0.372158764362192,-0.00881334188406139,-0.00445597370851156,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","re","all","none","gaussian","unemp",-0.00835919031316102,0.000948375588555704,-8.81421919125034,268,270,-0.474067462972371,-0.0102264044969965,-0.00649197612932559,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","re","y2004_2008","none","gaussian","unemp",-0.00668833487496871,0.00170584195660269,-3.92084087806647,133,135,-0.321885777932732,-0.0100624241879209,-0.00331424556201652,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","re","y2009_2013","none","gaussian","unemp",-0.0101511285968542,0.00164155536229927,-6.18384784941756,133,135,-0.472559195551096,-0.013398061516469,-0.00690419567723946,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","re","no_bailout","none","gaussian","unemp",-0.0041279217001652,0.00149966638823302,-2.75255999104501,188,190,-0.196824139804128,-0.0070862576352507,-0.00116958576507969,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","re","no_GR_ES","none","gaussian","unemp",-0.00761140245545286,0.00115929189510411,-6.56556169123331,248,250,-0.384809566488172,-0.00989471554749599,-0.00532808936340973,TRUE,TRUE,TRUE,FALSE
"mpos","raw","none","pooled_cl","all","none","gaussian","unemp",-0.00176147142629146,0.00264747716360665,-0.665339611047601,268,270,-0.0406085609468871,-0.00697397053626447,0.00345102768368155,TRUE,FALSE,TRUE,FALSE
"mpos","raw","none","pooled_cl","all","n_cy","gaussian","unemp",-0.00018029700765148,0.00286971789618102,-0.0628274325819354,268,270,-0.00383776800190947,-0.00583035593368934,0.00546976191838637,TRUE,FALSE,TRUE,FALSE
"mpos","raw","none","pooled_cl","y2004_2008","none","gaussian","unemp",0.00359673523662884,0.0035969238200532,0.999947570915095,133,135,0.0863823471722685,-0.00351784074959855,0.0107113112228562,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","pooled_cl","y2004_2008","n_cy","gaussian","unemp",0.00421278812482806,0.0044165598237996,0.953861895434207,133,135,0.0824288487395179,-0.00452299612752694,0.0129485723771831,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","pooled_cl","y2009_2013","none","gaussian","unemp",-0.000948287671655279,0.00299447582573685,-0.316679020583488,133,135,-0.0274492068160997,-0.00687124486144941,0.00497466951813885,TRUE,FALSE,TRUE,FALSE
"mpos","raw","none","pooled_cl","y2009_2013","n_cy","gaussian","unemp",0.00109838539869749,0.00332447366575058,0.330393773310131,133,135,0.0286370239304593,-0.00547729473590281,0.00767406553329781,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","pooled_cl","no_bailout","none","gaussian","unemp",0.00730318763953519,0.00363824316706425,2.00733906563706,188,190,0.144856124796082,0.000126161078056347,0.014480214201014,TRUE,TRUE,FALSE,FALSE
"mpos","raw","none","pooled_cl","no_bailout","n_cy","gaussian","unemp",0.00895488065429517,0.00363537536874349,2.46326162940095,188,190,0.176821047719747,0.00178351129157298,0.0161262500170174,TRUE,TRUE,FALSE,FALSE
"mpos","raw","none","pooled_cl","no_GR_ES","none","gaussian","unemp",0.000670010980033109,0.00356826077144551,0.18776962305972,248,250,0.0119225355218779,-0.00635794856119505,0.00769797052126126,TRUE,FALSE,FALSE,FALSE
"mpos","raw","none","pooled_cl","no_GR_ES","n_cy","gaussian","unemp",0.00284956924014478,0.00356813736987522,0.798615340374195,248,250,0.0506470416480101,-0.0041781472523549,0.00987728573264448,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","fe_twoway","all","none","gaussian","unemp",-0.00423937648683602,0.0010414329858398,-4.0707146254038,232,270,-0.25819371984324,-0.00629125142928121,-0.00218750154439083,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","all","n_cy","gaussian","unemp",-0.00352795095740249,0.000973450993731093,-3.62416904407317,232,270,-0.231476090056667,-0.00544588492808858,-0.0016100169867164,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","y2004_2008","none","gaussian","unemp",-0.007725683363126,0.00219805619574386,-3.51477973042062,102,135,-0.328679825065118,-0.0120855174054387,-0.00336584932081328,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","y2004_2008","n_cy","gaussian","unemp",-0.0069378102294635,0.00213599575406377,-3.24804495339665,102,135,-0.306160864261044,-0.0111745476799594,-0.00270107277896756,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","y2009_2013","none","gaussian","unemp",-0.0070601047391446,0.00151202248232708,-4.66931201200046,102,135,-0.419650971018892,-0.0100591941636809,-0.00406101531460835,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","y2009_2013","n_cy","gaussian","unemp",-0.00580343585287148,0.00144593630360584,-4.01361791553266,102,135,-0.369312743439385,-0.0086714436552576,-0.00293542805048535,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","no_bailout","none","gaussian","unemp",2.20639653520091e-05,0.0014893349351726,0.0148146429865704,160,190,0.00117119956072207,-0.00291922592148405,0.00296335385218806,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","fe_twoway","no_bailout","n_cy","gaussian","unemp",0.000338215362023884,0.00139247378801149,0.242888135443375,160,190,0.0191984540482402,-0.00241178329418022,0.00308821401822799,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","fe_twoway","no_GR_ES","none","gaussian","unemp",-0.00317108383093478,0.00125929126096455,-2.51814963641206,214,250,-0.169642162191388,-0.00565328701209778,-0.000688880649771787,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_twoway","no_GR_ES","n_cy","gaussian","unemp",-0.00192741103564836,0.0011487521951207,-1.67783012196625,214,250,-0.113947082623492,-0.00419172941971505,0.000336907348418335,TRUE,FALSE,TRUE,FALSE
"mpos","raw","growth","fe_country","all","none","gaussian","unemp",-0.00858732685123635,0.00102889737223048,-8.34614518707579,241,270,-0.4735268034949,-0.0106141067320484,-0.00656054697042434,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","all","n_cy","gaussian","unemp",-0.00753524041170307,0.000971965171928832,-7.75258273580898,241,270,-0.446775347064622,-0.00944987204405411,-0.00562060877935202,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","y2004_2008","none","gaussian","unemp",-0.00764472001106424,0.00174232281873016,-4.38765992666952,106,135,-0.392049936854816,-0.0110990444605902,-0.00419039556153826,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","y2004_2008","n_cy","gaussian","unemp",-0.00692365738845734,0.00171238908199554,-4.04327349505688,106,135,-0.365539719452694,-0.0103186352934988,-0.00352867948341585,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","y2009_2013","none","gaussian","unemp",-0.0125888168591187,0.00167474752628437,-7.51684457599916,106,135,-0.589664446039598,-0.0159091667188786,-0.00926846699935875,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","y2009_2013","n_cy","gaussian","unemp",-0.0104342988433808,0.00170836073564741,-6.10778427860937,106,135,-0.510214708598789,-0.0138212901599831,-0.00704730752677856,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","no_bailout","none","gaussian","unemp",-0.00495914018413703,0.00154202251251513,-3.21599726585598,169,190,-0.240145190662874,-0.00800324751599244,-0.00191503285228162,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","no_bailout","n_cy","gaussian","unemp",-0.00431750386921967,0.00145237160940679,-2.97272670524254,169,190,-0.222917311087649,-0.00718463131313919,-0.00145037642530014,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","no_GR_ES","none","gaussian","unemp",-0.00782590304459108,0.00124105204954466,-6.30586206876849,223,250,-0.389010765664491,-0.0102715933868899,-0.00538021270229224,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","fe_country","no_GR_ES","n_cy","gaussian","unemp",-0.00631022511558335,0.00115480754978727,-5.4643088510685,223,250,-0.343634146544408,-0.0085859569616125,-0.0040344932695542,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","re","all","none","gaussian","unemp",-0.00787285552401991,0.00103576451943715,-7.6010090867933,267,270,-0.421773927003477,-0.00991216050187638,-0.00583355054616343,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","re","y2004_2008","none","gaussian","unemp",-0.00636997965299697,0.00175185705407837,-3.63612980760472,132,135,-0.30173383281121,-0.00983532606288601,-0.00290463324310793,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","re","y2009_2013","none","gaussian","unemp",-0.0104604974666588,0.00161176805471822,-6.49007618437228,132,135,-0.491840296517087,-0.0136487339891472,-0.00727226094417038,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","re","no_bailout","none","gaussian","unemp",-0.00406706094420808,0.00154305683694398,-2.63571687499397,187,190,-0.189259295935672,-0.00711109705276128,-0.00102302483565489,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","re","no_GR_ES","none","gaussian","unemp",-0.00703730318497431,0.00125229275080426,-5.61953519291293,247,250,-0.336686785155074,-0.00950383746476744,-0.00457076890518118,TRUE,TRUE,TRUE,FALSE
"mpos","raw","growth","pooled_cl","all","none","gaussian","unemp",-0.000228586687032243,0.0025376735876399,-0.0900772613726236,267,270,-0.0055125551110776,-0.00522498334122653,0.00476780996716204,TRUE,FALSE,TRUE,FALSE
"mpos","raw","growth","pooled_cl","all","n_cy","gaussian","unemp",0.00127211002240666,0.00270948702956456,0.469502163518792,267,270,0.0287212122727215,-0.00406256816277693,0.00660678820759026,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","y2004_2008","none","gaussian","unemp",0.00210767488845406,0.00317501738101124,0.663830976504063,132,135,0.0576828655528794,-0.00417282331601322,0.00838817309292135,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","y2004_2008","n_cy","gaussian","unemp",0.00257356804507286,0.00396083471754051,0.649753960617403,132,135,0.0564636005364619,-0.00526135452274687,0.0104084906128926,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","y2009_2013","none","gaussian","unemp",-0.000954857075096253,0.00299419786784023,-0.318902463111099,132,135,-0.0277462102175944,-0.00687767640996269,0.00496796225977018,TRUE,FALSE,TRUE,FALSE
"mpos","raw","growth","pooled_cl","y2009_2013","n_cy","gaussian","unemp",0.00135537079558162,0.00327711150551374,0.413587024213614,132,135,0.0359748281342482,-0.00512707967833132,0.00783782126949458,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","no_bailout","none","gaussian","unemp",0.00727686025613367,0.00363516727680409,2.00179515879974,187,190,0.144842090328711,0.000105652957549679,0.0144480675547177,TRUE,TRUE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","no_bailout","n_cy","gaussian","unemp",0.00860367396262001,0.00362387124537496,2.37416656941127,187,190,0.171057337422999,0.00145475069579063,0.0157525972294494,TRUE,TRUE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","no_GR_ES","none","gaussian","unemp",0.00183953925670229,0.00334095221269152,0.550603283014435,247,250,0.0350125675901447,-0.00474084951777712,0.00841992803118171,TRUE,FALSE,FALSE,FALSE
"mpos","raw","growth","pooled_cl","no_GR_ES","n_cy","gaussian","unemp",0.00353416462888365,0.00338955648507623,1.04266285115593,247,250,0.0661975275575842,-0.00314195583764963,0.0102102850954169,TRUE,FALSE,FALSE,FALSE
"mpos","log","none","fe_twoway","all","none","gaussian","unemp",-0.0530141985214178,0.0107490964313434,-4.93196789702556,233,270,-0.3074537785625,-0.0741920425015748,-0.0318363545412609,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","all","n_cy","gaussian","unemp",-0.0436819745683381,0.0101074490156029,-4.32176056499578,233,270,-0.27241963581496,-0.0635956463506162,-0.02376830278606,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","y2004_2008","none","gaussian","unemp",-0.0718780619295013,0.018936642593366,-3.79571307717885,103,135,-0.350304382766227,-0.109434426207314,-0.0343216976516887,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","y2004_2008","n_cy","gaussian","unemp",-0.0660608995770315,0.0183700597023045,-3.596117848694,103,135,-0.33398897613059,-0.10249358032196,-0.0296282188321033,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","y2009_2013","none","gaussian","unemp",-0.0953407068952558,0.0189741092266186,-5.02477906902229,103,135,-0.443701590555477,-0.132971377403424,-0.0577100363870879,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","y2009_2013","n_cy","gaussian","unemp",-0.0810638137979663,0.0190048961523537,-4.26541735077709,103,135,-0.387455077291441,-0.118755542912072,-0.0433720846838601,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","no_bailout","none","gaussian","unemp",-0.00440324859440271,0.0131458258380362,-0.334954125260227,161,190,-0.0263888901092337,-0.0303637318321163,0.0215572346433109,TRUE,FALSE,TRUE,FALSE
"mpos","log","none","fe_twoway","no_bailout","n_cy","gaussian","unemp",-0.00321045620979401,0.0123017678556138,-0.260975190515317,161,190,-0.0205633773246209,-0.0275040869139121,0.0210831744943241,TRUE,FALSE,TRUE,FALSE
"mpos","log","none","fe_twoway","no_GR_ES","none","gaussian","unemp",-0.0428968427722287,0.0109628296713089,-3.91293526018152,215,250,-0.257837014143671,-0.0645052282002595,-0.0212884573441979,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_twoway","no_GR_ES","n_cy","gaussian","unemp",-0.0306039809515423,0.0102242854772905,-2.99326354096019,215,250,-0.2000138587211,-0.0507566521088543,-0.0104513097942304,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","all","none","gaussian","unemp",-0.0939908542047511,0.00984430394158658,-9.54773996845965,242,270,-0.523087795068532,-0.113382313093917,-0.0745993953155847,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","all","n_cy","gaussian","unemp",-0.0841947367376192,0.00948360083408826,-8.8779291969972,242,270,-0.495658509045573,-0.102875677186706,-0.0655137962885327,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","y2004_2008","none","gaussian","unemp",-0.0730655131870508,0.0149452371948399,-4.88888280824861,107,135,-0.42730488155376,-0.102692702865433,-0.0434383235086689,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","y2004_2008","n_cy","gaussian","unemp",-0.0682172833013161,0.01460884620415,-4.66958734098639,107,135,-0.411445261021741,-0.0971776170738774,-0.0392569495287548,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","y2009_2013","none","gaussian","unemp",-0.149627437438301,0.0221335394635337,-6.76021282925944,107,135,-0.547066563072413,-0.193504597993937,-0.105750276882664,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","y2009_2013","n_cy","gaussian","unemp",-0.12569874485352,0.0229852063897062,-5.46868027732019,107,135,-0.467380465264432,-0.17126423576053,-0.0801332539465107,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","no_bailout","none","gaussian","unemp",-0.0558625154580689,0.0129827238209051,-4.30283476939699,170,190,-0.313388040669945,-0.0814906291910941,-0.0302344017250437,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","no_bailout","n_cy","gaussian","unemp",-0.0509306112378695,0.01232592661494,-4.1319904644035,170,190,-0.302101828909157,-0.0752621963127943,-0.0265990261629446,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","no_GR_ES","none","gaussian","unemp",-0.08320342764498,0.0102168008585216,-8.14378481064176,224,250,-0.477954869992109,-0.103336767404183,-0.0630700878857773,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","fe_country","no_GR_ES","n_cy","gaussian","unemp",-0.0704174772925215,0.00980930211061844,-7.17864293488274,224,250,-0.432469624457551,-0.0897477955524707,-0.0510871590325722,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","re","all","none","gaussian","unemp",-0.0888457641138011,0.00981979250396455,-9.04762132987345,268,270,-0.48371283377942,-0.108179513386752,-0.06951201484085,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","re","y2004_2008","none","gaussian","unemp",-0.0639696756168574,0.0146692528030446,-4.36079986320642,133,135,-0.353688291387793,-0.0929848894355633,-0.0349544617981514,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","re","y2009_2013","none","gaussian","unemp",-0.114774973680689,0.020676509934367,-5.55098389646111,133,135,-0.433705795760098,-0.155672309409046,-0.0738776379523323,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","re","no_bailout","none","gaussian","unemp",-0.0494388733508873,0.0129787642997438,-3.80921266532771,188,190,-0.267677504242216,-0.0750415974782022,-0.0238361492235723,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","re","no_GR_ES","none","gaussian","unemp",-0.0788769899946842,0.0102201941555133,-7.71775846862303,248,250,-0.440071837755982,-0.0990064355787149,-0.0587475444106535,TRUE,TRUE,TRUE,FALSE
"mpos","log","none","pooled_cl","all","none","gaussian","unemp",-0.0126951414755485,0.0285259940915415,-0.445037653545363,268,270,-0.0271749618015788,-0.068858692518494,0.043468409567397,TRUE,FALSE,TRUE,FALSE
"mpos","log","none","pooled_cl","all","n_cy","gaussian","unemp",0.004177983554567,0.030113049363688,0.138743290462142,268,270,0.00847479099699921,-0.0551102494713846,0.0634662165805187,TRUE,FALSE,FALSE,FALSE
"mpos","log","none","pooled_cl","y2004_2008","none","gaussian","unemp",0.0253221201770799,0.0340359717396389,0.743981114180716,133,135,0.0643775228077619,-0.0419997135122329,0.0926439538663927,TRUE,FALSE,FALSE,FALSE
"mpos","log","none","pooled_cl","y2004_2008","n_cy","gaussian","unemp",0.031606037090679,0.0412125751644763,0.76690274666268,133,135,0.0663523550560395,-0.0499108401812555,0.113122914362614,TRUE,FALSE,FALSE,FALSE
"mpos","log","none","pooled_cl","y2009_2013","none","gaussian","unemp",-0.000308087606247121,0.0378492901209566,-0.00813985163955657,133,135,-0.000705814474901374,-0.075172517341745,0.0745563421292507,TRUE,FALSE,TRUE,FALSE
