outcome_build,cell_weight,reg_weight,outcome,pred_form,copredictor,estimator,sample,estimate,se,statistic,df,n,r,positive_outcome,sig,supports_claim,r_ca,p
share,unweighted,n_eff,mcomm,raw,none,fe_country,y2009_2013,0.006557446428537855,7.81190366528001e-4,8.394172162775654,107,135,0.630122564513987,FALSE,TRUE,TRUE,-0.630122564513987,2.1175316622933987e-13
share,unweighted,n_eff,mcomm,raw,none,fe_country,no_bailout,0.0037600866188867515,7.455195659986752e-4,5.043578720633381,170,190,0.3607735147373438,FALSE,TRUE,TRUE,-0.3607735147373438,1.1635771578746655e-6
share,unweighted,n_eff,mcomm,raw,none,fe_country,no_GR_ES,0.0046977179307028955,6.29761861500474e-4,7.459514806930492,224,250,0.4460746538086525,FALSE,TRUE,TRUE,-0.4460746538086525,1.8940929309189956e-12
share,unweighted,n_eff,mcomm,raw,none,pooled_cl,all,7.338699263086113e-5,0.002568209615457393,0.028575156867711924,268,270,0.0017455028593734328,FALSE,FALSE,TRUE,-0.0017455028593734328,0.9772246929963795
share,unweighted,n_eff,mcomm,raw,none,pooled_cl,y2004_2008,-0.00106076433391189,0.0029496103883152203,-0.3596286269244478,133,135,-0.031168605863576872,FALSE,FALSE,FALSE,0.031168605863576872,0.719695252420167
share,unweighted,n_eff,mcomm,raw,none,pooled_cl,y2009_2013,-1.4921699229918095e-4,0.0033066139959245793,-0.045126825351580725,133,135,-0.003912962058975587,FALSE,FALSE,FALSE,0.003912962058975587,0.9640739045562918
share,unweighted,n_eff,mcomm,raw,none,pooled_cl,no_bailout,-0.004867066936848213,0.0029388333588909934,-1.6561221214274169,188,190,-0.11991357454893016,FALSE,FALSE,FALSE,0.11991357454893016,0.09936521384028661
share,unweighted,n_eff,mcomm,raw,none,pooled_cl,no_GR_ES,-0.0017843470677707252,0.002489134732045859,-0.7168543529598908,248,250,-0.0454732088537563,FALSE,FALSE,FALSE,0.0454732088537563,0.4741385361027126
share,unweighted,n_eff,mcomm,raw,growth,fe_twoway,all,0.004643732530826872,6.370014593276204e-4,7.289987272130445,232,270,0.4317125922868602,FALSE,TRUE,TRUE,-0.4317125922868602,4.841110619020302e-12
share,unweighted,n_eff,mcomm,raw,growth,fe_twoway,y2004_2008,0.005516348348325346,0.0013467955884876985,4.095906160874488,102,135,0.37582427878444075,FALSE,TRUE,TRUE,-0.37582427878444075,8.442203441349759e-5
share,unweighted,n_eff,mcomm,raw,growth,fe_twoway,y2009_2013,0.005323725015325532,8.302363824818916e-4,6.41230031308782,102,135,0.536003145851338,FALSE,TRUE,TRUE,-0.536003145851338,4.527495573303411e-9
share,unweighted,n_eff,mcomm,raw,growth,fe_twoway,no_bailout,0.002580122155897072,8.540210783832763e-4,3.0211457553031713,160,190,0.2323083352672745,FALSE,TRUE,TRUE,-0.2323083352672745,0.0029326357127371356
share,unweighted,n_eff,mcomm,raw,growth,fe_twoway,no_GR_ES,0.003995264467753166,7.718226535982513e-4,5.176402181417156,214,250,0.33358318684113913,FALSE,TRUE,TRUE,-0.33358318684113913,5.202221235517943e-7
share,unweighted,n_eff,mcomm,raw,growth,fe_country,all,0.005170188172804743,5.494986014172947e-4,9.408919621395816,241,270,0.5183149669586824,FALSE,TRUE,TRUE,-0.5183149669586824,4.151600751814883e-18
share,unweighted,n_eff,mcomm,raw,growth,fe_country,y2004_2008,0.006647013157327215,0.0010743724512286264,6.186879745218571,106,135,0.5150772865270501,FALSE,TRUE,TRUE,-0.5150772865270501,1.1737289432946383e-8
share,unweighted,n_eff,mcomm,raw,growth,fe_country,y2009_2013,0.006556649617662913,7.875963220198974e-4,8.324886028984363,106,135,0.6287568381977312,FALSE,TRUE,TRUE,-0.6287568381977312,3.1923424645647405e-13
share,unweighted,n_eff,mcomm,raw,growth,fe_country,no_bailout,0.004013336959640974,7.492880030425091e-4,5.35620074436623,169,190,0.38094801768110015,FALSE,TRUE,TRUE,-0.38094801768110015,2.7450635795135597e-7
share,unweighted,n_eff,mcomm,raw,growth,fe_country,no_GR_ES,0.004749602239437191,6.60043284480468e-4,7.1958951043274215,223,250,0.43410176146796203,FALSE,TRUE,TRUE,-0.43410176146796203,9.34866504133527e-12
share,unweighted,n_eff,mcomm,raw,growth,pooled_cl,all,-0.0010778601176678598,0.0022813432102476035,-0.47246732224515886,267,270,-0.02890245112921608,FALSE,FALSE,FALSE,0.02890245112921608,0.6369792082734574
share,unweighted,n_eff,mcomm,raw,growth,pooled_cl,y2004_2008,-7.141164344274913e-5,0.0030248570836469996,-0.023608270231613646,132,135,-0.0020548318334372368,FALSE,FALSE,FALSE,0.0020548318334372368,0.9812007266325137
share,unweighted,n_eff,mcomm,raw,growth,pooled_cl,y2009_2013,-0.0010732986918144279,0.0028372186662990947,-0.37829255269015016,132,135,-0.03290830679786527,FALSE,FALSE,FALSE,0.03290830679786527,0.7058209639943636
share,unweighted,n_eff,mcomm,raw,growth,pooled_cl,no_bailout,-0.0047324209131585394,0.0029714772497120073,-1.59261556305612,187,190,-0.11568168709279589,FALSE,FALSE,FALSE,0.11568168709279589,0.11293538526754082
share,unweighted,n_eff,mcomm,raw,growth,pooled_cl,no_GR_ES,-0.0022603425104620904,0.002473348195510506,-0.9138796205746313,247,250,-0.05805070777348845,FALSE,FALSE,FALSE,0.05805070777348845,0.36167131609921654
share,unweighted,n_eff,mcomm,log,none,fe_twoway,all,0.05914690987118612,0.006720437911549166,8.80104996871429,233,270,0.499496814541542,FALSE,TRUE,TRUE,-0.499496814541542,3.1075934467817967e-16
share,unweighted,n_eff,mcomm,log,none,fe_twoway,y2004_2008,0.05205747815099465,0.01153462204695167,4.513149883810213,103,135,0.40632877253063726,FALSE,TRUE,TRUE,-0.40632877253063726,1.701367949818082e-5
share,unweighted,n_eff,mcomm,log,none,fe_twoway,y2009_2013,0.07409057800478651,0.011218922512009358,6.604072532409047,103,135,0.5454116972832123,FALSE,TRUE,TRUE,-0.5454116972832123,1.784753207893194e-9
share,unweighted,n_eff,mcomm,log,none,fe_twoway,no_bailout,0.03122331097691117,0.007484253772269322,4.1718669525343826,161,190,0.3123399806950663,FALSE,TRUE,TRUE,-0.3123399806950663,4.9278333430815915e-5
share,unweighted,n_eff,mcomm,log,none,fe_twoway,no_GR_ES,0.048874201734641784,0.006855444204905329,7.1292538125641,215,250,0.43726542243515176,FALSE,TRUE,TRUE,-0.43726542243515176,1.510918591843267e-11
share,unweighted,n_eff,mcomm,log,none,fe_country,all,0.05511648505559549,0.005395602054983294,10.215075999663608,242,270,0.5488901021333118,FALSE,TRUE,TRUE,-0.5488901021333118,1.3388182331492727e-20
share,unweighted,n_eff,mcomm,log,none,fe_country,y2004_2008,0.06164420138189118,0.009173052526512893,6.720140455286919,107,135,0.5447881968377194,FALSE,TRUE,TRUE,-0.5447881968377194,9.11871372823413e-10
share,unweighted,n_eff,mcomm,log,none,fe_country,y2009_2013,0.08161617342947226,0.010686730770603415,7.63715070412164,107,135,0.5939647728507339,FALSE,TRUE,TRUE,-0.5939647728507339,9.913177946305028e-12
share,unweighted,n_eff,mcomm,log,none,fe_country,no_bailout,0.03693534882966669,0.006499161135480168,5.683094796346798,170,190,0.3995669615151954,FALSE,TRUE,TRUE,-0.3995669615151954,5.6367571900928666e-08
share,unweighted,n_eff,mcomm,log,none,fe_country,no_GR_ES,0.04717884884770198,0.005642714303220417,8.361020302016001,224,250,0.4877020306934334,FALSE,TRUE,TRUE,-0.4877020306934334,6.615212812664566e-15
share,unweighted,n_eff,mcomm,log,none,pooled_cl,all,-0.004248094465335139,0.025379236092449003,-0.1673846466402927,268,270,-0.010224110219470407,FALSE,FALSE,FALSE,0.010224110219470407,0.8671936370907403
share,unweighted,n_eff,mcomm,log,none,pooled_cl,y2004_2008,-0.008935019911120001,0.02574616757158808,-0.3470427156304285,133,135,-0.030078803952572897,FALSE,FALSE,FALSE,0.030078803952572897,0.7291077497738896
share,unweighted,n_eff,mcomm,log,none,pooled_cl,y2009_2013,-0.010728129792755947,0.0369284216538123,-0.2905114627786544,133,135,-0.025182549870640242,FALSE,FALSE,FALSE,0.025182549870640242,0.7718774781789353
share,unweighted,n_eff,mcomm,log,none,pooled_cl,no_bailout,-0.04206216357654746,0.027377929759732408,-1.5363529655340376,188,190,-0.11135320486601238,FALSE,FALSE,FALSE,0.11135320486601238,0.12613310625897334
share,unweighted,n_eff,mcomm,log,none,pooled_cl,no_GR_ES,-0.016336178521205724,0.02396055812526576,-0.6817945740579251,248,250,-0.043253481203166806,FALSE,FALSE,FALSE,0.043253481203166806,0.4960050757295278
share,unweighted,n_eff,mcomm,log,growth,fe_twoway,all,0.05232090647601104,0.00697771058287671,7.4982912883211945,232,270,0.44166903932215157,FALSE,TRUE,TRUE,-0.44166903932215157,1.3618407977979742e-12
share,unweighted,n_eff,mcomm,log,growth,fe_twoway,y2004_2008,0.054008746977032764,0.012074353070374773,4.473013722743192,102,135,0.40495460347665513,FALSE,TRUE,TRUE,-0.40495460347665513,2.008217511969679e-5
share,unweighted,n_eff,mcomm,log,growth,fe_twoway,y2009_2013,0.06336617696092368,0.011663355235750182,5.432928662474028,102,135,0.4737437878139701,FALSE,TRUE,TRUE,-0.4737437878139701,3.786183370872742e-7
share,unweighted,n_eff,mcomm,log,growth,fe_twoway,no_bailout,0.030126992215202573,0.00777921910436786,3.872752754616068,160,190,0.2927540847697773,FALSE,TRUE,TRUE,-0.2927540847697773,1.5653568454887894e-4
share,unweighted,n_eff,mcomm,log,growth,fe_twoway,no_GR_ES,0.04480377569851711,0.0071336762866941236,6.2806011792385386,214,250,0.3945104736427957,FALSE,TRUE,TRUE,-0.3945104736427957,1.8552685504938739e-9
share,unweighted,n_eff,mcomm,log,growth,fe_country,all,0.05465205929431513,0.0057600034736655864,9.48819901657721,241,270,0.52149816488549,FALSE,TRUE,TRUE,-0.52149816488549,2.389187497027049e-18
share,unweighted,n_eff,mcomm,log,growth,fe_country,y2004_2008,0.061453688049597846,0.009207322202811207,6.674436572973912,106,135,0.5439725261005459,FALSE,TRUE,TRUE,-0.5439725261005459,1.169517032687339e-9
share,unweighted,n_eff,mcomm,log,growth,fe_country,y2009_2013,0.08154779458688484,0.010770614229949802,7.571322567669839,106,135,0.5924415573898341,FALSE,TRUE,TRUE,-0.5924415573898341,1.43846825617395e-11
share,unweighted,n_eff,mcomm,log,growth,fe_country,no_bailout,0.03945981953546674,0.006526610302381158,6.0459898335082585,169,190,0.4217008279481867,FALSE,TRUE,TRUE,-0.4217008279481867,9.236143814403989e-9
share,unweighted,n_eff,mcomm,log,growth,fe_country,no_GR_ES,0.047970706132548266,0.005905701891297362,8.122778124516895,223,250,0.4778274051573701,FALSE,TRUE,TRUE,-0.4778274051573701,3.097747777613298e-14
share,unweighted,n_eff,mcomm,log,growth,pooled_cl,all,-0.014929990496886175,0.02304831332840811,-0.6477693306296852,267,270,-0.03961172546278405,FALSE,FALSE,FALSE,0.03961172546278405,0.5176907611032467
share,unweighted,n_eff,mcomm,log,growth,pooled_cl,y2004_2008,-0.0018667837495648237,0.025459785567405774,-0.07332283866344597,132,135,-0.006381803980093454,FALSE,FALSE,FALSE,0.006381803980093454,0.9416602094991657
share,unweighted,n_eff,mcomm,log,growth,pooled_cl,y2009_2013,-0.02008847736608452,0.03235654373142238,-0.6208474407164822,132,135,-0.05395910836442541,FALSE,FALSE,FALSE,0.05395910836442541,0.535770553547964
share,unweighted,n_eff,mcomm,log,growth,pooled_cl,no_bailout,-0.04121013001150498,0.02755433334453643,-1.4955952479857861,187,190,-0.10872045791778925,FALSE,FALSE,FALSE,0.10872045791778925,0.1364448737733745
share,unweighted,n_eff,mcomm,log,growth,pooled_cl,no_GR_ES,-0.02073925317853044,0.02357580432439105,-0.8796838017981863,247,250,-0.05588546465063486,FALSE,FALSE,FALSE,0.05588546465063486,0.37988566786301947
share,unweighted,n_eff,mlib,raw,none,fe_twoway,all,-2.837718290148248e-4,4.975042742578965e-4,-0.5703907357140072,233,270,-0.037341478051535454,FALSE,FALSE,FALSE,0.037341478051535454,0.5689623389744798
share,unweighted,n_eff,mlib,raw,none,fe_twoway,y2004_2008,0.0024749830826130597,0.001159608743708731,2.1343259923148032,103,135,0.2057997058004488,FALSE,TRUE,TRUE,-0.2057997058004488,0.03518899280468654
share,unweighted,n_eff,mlib,raw,none,fe_twoway,y2009_2013,4.3088108319834755e-5,7.53319856591766e-4,0.057197627200187784,103,135,0.005635760169131993,FALSE,FALSE,TRUE,-0.005635760169131993,0.9544985821379366
share,unweighted,n_eff,mlib,raw,none,fe_twoway,no_bailout,-0.002212530581429162,7.784265015259375e-4,-2.842311479750461,161,190,-0.21858843200057493,FALSE,TRUE,FALSE,0.21858843200057493,0.005058966145217695
share,unweighted,n_eff,mlib,raw,none,fe_twoway,no_GR_ES,-0.0013750264569811488,5.959703167564784e-4,-2.307206279105681,215,250,-0.15543768117806545,FALSE,TRUE,FALSE,0.15543768117806545,0.021995001406189332
share,unweighted,n_eff,mlib,raw,none,fe_country,all,0.003200430457340025,5.82711570524882e-4,5.4923063471302145,242,270,0.3329187638408837,FALSE,TRUE,TRUE,-0.3329187638408837,1.0019540211092716e-7
share,unweighted,n_eff,mlib,raw,none,fe_country,y2004_2008,0.0020396813517626375,9.469016855412786e-4,2.154058212069495,107,135,0.20386730711676695,FALSE,TRUE,TRUE,-0.20386730711676695,0.03347970331443963
share,unweighted,n_eff,mlib,raw,none,fe_country,y2009_2013,0.0022025483829758866,0.00103461567054939,2.1288565847899,107,135,0.20157961019890522,FALSE,TRUE,TRUE,-0.20157961019890522,0.03556048468760722
share,unweighted,n_eff,mlib,raw,none,fe_country,no_bailout,0.0015720904728518384,0.0010528168273220184,1.4932231629035246,170,190,0.11378124357802914,FALSE,FALSE,TRUE,-0.11378124357802914,0.13723241256100585
share,unweighted,n_eff,mlib,raw,none,fe_country,no_GR_ES,0.0023893848796527513,7.323639351290878e-4,3.2625649148487823,224,250,0.21298750668545124,FALSE,TRUE,TRUE,-0.21298750668545124,0.001276595343691182
share,unweighted,n_eff,mlib,raw,none,pooled_cl,all,-0.001978854353712159,0.0014201946977253667,-1.3933683577903515,268,270,-0.08480688960828803,FALSE,FALSE,FALSE,0.08480688960828803,0.16466293540526492
share,unweighted,n_eff,mlib,raw,none,pooled_cl,y2004_2008,-0.0024620153623489127,0.0022895935509110172,-1.0753067335332465,133,135,-0.0928382305250705,FALSE,FALSE,FALSE,0.0928382305250705,0.2841842581455525
share,unweighted,n_eff,mlib,raw,none,pooled_cl,y2009_2013,-0.004357329623645129,0.0020026934260983617,-2.175734721481589,133,135,-0.18538971792967374,FALSE,TRUE,FALSE,0.18538971792967374,0.03134219398868267
share,unweighted,n_eff,mlib,raw,none,pooled_cl,no_bailout,-0.004840992313053516,0.0015372476559347408,-3.1491297413037174,188,190,-0.22384581742859988,FALSE,TRUE,FALSE,0.22384581742859988,0.0019051517582117196
share,unweighted,n_eff,mlib,raw,none,pooled_cl,no_GR_ES,-0.0025549719228633166,0.0015630221214051746,-1.6346358044928806,248,250,-0.10324477083622029,FALSE,FALSE,FALSE,0.10324477083622029,0.10339408394822772
share,unweighted,n_eff,mlib,raw,growth,fe_twoway,all,-2.5001866255207995e-4,5.307430403659509e-4,-0.4710728988168934,232,270,-0.030912670417565742,FALSE,FALSE,FALSE,0.030912670417565742,0.6380313158563051
share,unweighted,n_eff,mlib,raw,growth,fe_twoway,y2004_2008,0.0029976204319693183,0.0011898475269545583,2.51933156481133,102,135,0.24203424586042072,FALSE,TRUE,TRUE,-0.24203424586042072,0.013310038818379822
share,unweighted,n_eff,mlib,raw,growth,fe_twoway,y2009_2013,-5.267850721747992e-4,7.801558632334895e-4,-0.6752305494333508,102,135,-0.06670886009453943,FALSE,FALSE,FALSE,0.06670886009453943,0.5010571410935465
share,unweighted,n_eff,mlib,raw,growth,fe_twoway,no_bailout,-0.001987273944480394,8.137390695418955e-4,-2.4421513220437534,160,190,-0.18956820108477987,FALSE,TRUE,FALSE,0.18956820108477987,0.015688831683663793
share,unweighted,n_eff,mlib,raw,growth,fe_twoway,no_GR_ES,-0.0013828521082382016,6.312657572545017e-4,-2.1906021233473774,214,250,-0.14809523945119252,FALSE,TRUE,FALSE,0.14809523945119252,0.02956050889466026
share,unweighted,n_eff,mlib,raw,growth,fe_country,all,0.0028580280726100134,6.207010884747284e-4,4.604515966990086,241,270,0.28435858315146983,FALSE,TRUE,TRUE,-0.28435858315146983,6.694918011621163e-6
share,unweighted,n_eff,mlib,raw,growth,fe_country,y2004_2008,0.0020374660244844387,9.51799985511355e-4,2.1406451518170693,106,135,0.2035643633130034,FALSE,TRUE,TRUE,-0.2035643633130034,0.034595210803416154
share,unweighted,n_eff,mlib,raw,growth,fe_country,y2009_2013,0.0023997681704913715,0.0010173701020178268,2.3587956494217104,106,135,0.2233204227473986,FALSE,TRUE,TRUE,-0.2233204227473986,0.020166776360775986
share,unweighted,n_eff,mlib,raw,growth,fe_country,no_bailout,0.0013730667074778934,0.0010669795280002082,1.2868725888784114,169,190,0.09850872930581646,FALSE,FALSE,TRUE,-0.09850872930581646,0.1998985620683987
share,unweighted,n_eff,mlib,raw,growth,fe_country,no_GR_ES,0.0020385418093132514,7.635043782690319e-4,2.669980510046193,223,250,0.17600402859570047,FALSE,TRUE,TRUE,-0.17600402859570047,0.008143929752498346
share,unweighted,n_eff,mlib,raw,growth,pooled_cl,all,-0.0024241785439887715,0.001452105620984449,-1.669423015073318,267,270,-0.10163795274507113,FALSE,FALSE,FALSE,0.10163795274507113,0.09620557441881497
share,unweighted,n_eff,mlib,raw,growth,pooled_cl,y2004_2008,-0.0019650865686542387,0.0021860821125776917,-0.8989079400760163,132,135,-0.078001515419272,FALSE,FALSE,FALSE,0.078001515419272,0.3703385266750051
share,unweighted,n_eff,mlib,raw,growth,pooled_cl,y2009_2013,-0.003946634591730534,0.002011493151266676,-1.9620422715559642,132,135,-0.16833683678251207,FALSE,FALSE,FALSE,0.16833683678251207,0.05186147037495148
share,unweighted,n_eff,mlib,raw,growth,pooled_cl,no_bailout,-0.004660840235854535,0.0014812121896697439,-3.1466391300045484,187,190,-0.22424491595866228,FALSE,TRUE,FALSE,0.22424491595866228,0.0019221242003339843
share,unweighted,n_eff,mlib,raw,growth,pooled_cl,no_GR_ES,-0.002822070703887297,0.0015225682019887514,-1.8534937877995603,247,250,-0.11712328420125001,FALSE,FALSE,FALSE,0.11712328420125001,0.06500400644410861
share,unweighted,n_eff,mlib,log,none,fe_twoway,all,-0.006318206828180334,0.005509815314774937,-1.146718441040599,233,270,-0.07491293026518414,FALSE,FALSE,FALSE,0.07491293026518414,0.252674217996973
share,unweighted,n_eff,mlib,log,none,fe_twoway,y2004_2008,0.026772357594941405,0.010354108334106573,2.585674857848734,103,135,0.24688737281679946,FALSE,TRUE,TRUE,-0.24688737281679946,0.011117229276877914
share,unweighted,n_eff,mlib,log,none,fe_twoway,y2009_2013,-0.0015830852520176332,0.010027279284108475,-0.15787784574092326,103,135,-0.015554284467862535,FALSE,FALSE,FALSE,0.015554284467862535,0.874862156981
share,unweighted,n_eff,mlib,log,none,fe_twoway,no_bailout,-0.020580362143103333,0.007269466210530058,-2.8310692349449273,161,190,-0.21776492289603025,FALSE,TRUE,FALSE,0.21776492289603025,0.005231336982173
share,unweighted,n_eff,mlib,log,none,fe_twoway,no_GR_ES,-0.011488589481595198,0.005720061391273462,-2.0084731081946456,215,250,-0.13570951223544464,FALSE,TRUE,FALSE,0.13570951223544464,0.045843981460285864
share,unweighted,n_eff,mlib,log,none,fe_country,all,0.034174859811222424,0.006128459141576984,5.576419622245944,242,270,0.3374406622509588,FALSE,TRUE,TRUE,-0.3374406622509588,6.54492227482831e-8
share,unweighted,n_eff,mlib,log,none,fe_country,y2004_2008,0.020504140834399394,0.008230680931085836,2.491184023056811,107,135,0.23413756173982686,FALSE,TRUE,TRUE,-0.23413756173982686,0.014267802929006004
share,unweighted,n_eff,mlib,log,none,fe_country,y2009_2013,0.028861065549199292,0.013665462470646098,2.111971373906583,107,135,0.20004499209560775,FALSE,TRUE,TRUE,-0.20004499209560775,0.03701640909914888
share,unweighted,n_eff,mlib,log,none,fe_country,no_bailout,0.0214982057950109,0.00925302883796329,2.32336958756771,170,190,0.175430832580594,FALSE,TRUE,TRUE,-0.175430832580594,0.021343188382868233
share,unweighted,n_eff,mlib,log,none,fe_country,no_GR_ES,0.02687846784527007,0.006646938726868848,4.043736364925335,224,250,0.2608309605514513,FALSE,TRUE,TRUE,-0.2608309605514513,7.238236908654897e-5
share,unweighted,n_eff,mlib,log,none,pooled_cl,all,-0.020959514897319176,0.013807900776872495,-1.5179363783106885,268,270,-0.09232668190032135,FALSE,FALSE,FALSE,0.09232668190032135,0.13020916409671401
share,unweighted,n_eff,mlib,log,none,pooled_cl,y2004_2008,-0.02023429279910305,0.021838501473883817,-0.9265421816282035,133,135,-0.08008335340700862,FALSE,FALSE,FALSE,0.08008335340700862,0.3558425506678573
share,unweighted,n_eff,mlib,log,none,pooled_cl,y2009_2013,-0.056306310516747615,0.020973050703914465,-2.6846981543909805,133,135,-0.2267303613067711,FALSE,TRUE,FALSE,0.2267303613067711,0.008183529101147908
share,unweighted,n_eff,mlib,log,none,pooled_cl,no_bailout,-0.03547144089605281,0.01604548866956321,-2.2106800002507128,188,190,-0.15917478927802128,FALSE,TRUE,FALSE,0.15917478927802128,0.028264225386083055
share,unweighted,n_eff,mlib,log,none,pooled_cl,no_GR_ES,-0.019662448734495186,0.01443819753225162,-1.3618354154369885,248,250,-0.08615509250741513,FALSE,FALSE,FALSE,0.08615509250741513,0.17448559909170042
share,unweighted,n_eff,mlib,log,growth,fe_twoway,all,-0.006315731306686244,0.005833151320241446,-1.0827305790559918,232,270,-0.07090582575725242,FALSE,FALSE,FALSE,0.07090582575725242,0.28005206208951555
share,unweighted,n_eff,mlib,log,growth,fe_twoway,y2004_2008,0.0326147915018485,0.01066448354166572,3.0582626316993022,102,135,0.28981701232234186,FALSE,TRUE,TRUE,-0.28981701232234186,0.002843515348203346
share,unweighted,n_eff,mlib,log,growth,fe_twoway,y2009_2013,-0.01037713474514047,0.010479438040463765,-0.9902377117047425,102,135,-0.09758022486352691,FALSE,FALSE,FALSE,0.09758022486352691,0.3244012064522285
share,unweighted,n_eff,mlib,log,growth,fe_twoway,no_bailout,-0.01853480767827031,0.007537987769257432,-2.4588535091369845,160,190,-0.19081763027309154,FALSE,TRUE,FALSE,0.19081763027309154,0.015003388789113706
share,unweighted,n_eff,mlib,log,growth,fe_twoway,no_GR_ES,-0.011280456800072777,0.006003284665181354,-1.879047459717955,214,250,-0.12740232438109456,FALSE,FALSE,FALSE,0.12740232438109456,0.06159730456117558
share,unweighted,n_eff,mlib,log,growth,fe_country,all,0.030628386458124254,0.006509520703476947,4.7051676848903226,241,270,0.290056647680239,FALSE,TRUE,TRUE,-0.290056647680239,4.277121724789862e-6
share,unweighted,n_eff,mlib,log,growth,fe_country,y2004_2008,0.020488161537308088,0.008274522269301405,2.476053706848969,106,135,0.23382854051390214,FALSE,TRUE,TRUE,-0.23382854051390214,0.014866827888327654
share,unweighted,n_eff,mlib,log,growth,fe_country,y2009_2013,0.031331194850369906,0.013436724186639687,2.3317584267691474,106,135,0.22088623832782503,FALSE,TRUE,TRUE,-0.22088623832782503,0.021603999575885078
share,unweighted,n_eff,mlib,log,growth,fe_country,no_bailout,0.019900446171524793,0.009399391584114677,2.11720577799496,169,190,0.16074414354241628,FALSE,TRUE,TRUE,-0.16074414354241628,0.035705767058176706
share,unweighted,n_eff,mlib,log,growth,fe_country,no_GR_ES,0.024127918385468815,0.006930951257755096,3.481184254249645,223,250,0.227030118843645,FALSE,TRUE,TRUE,-0.227030118843645,6.004735637612691e-4
share,unweighted,n_eff,mlib,log,growth,pooled_cl,all,-0.02491723867683994,0.014066816796717022,-1.7713487732814748,267,270,-0.10777337935555976,FALSE,FALSE,FALSE,0.10777337935555976,0.07764341811901868
share,unweighted,n_eff,mlib,log,growth,pooled_cl,y2004_2008,-0.01664337066232384,0.020775855688813415,-0.8010919459401772,132,135,-0.06955722488030626,FALSE,FALSE,FALSE,0.06955722488030626,0.42451803139214916
share,unweighted,n_eff,mlib,log,growth,pooled_cl,y2009_2013,-0.052267046889946586,0.020875309268071206,-2.503773535460337,132,135,-0.2129280217304348,FALSE,TRUE,FALSE,0.2129280217304348,0.013506653764788759
share,unweighted,n_eff,mlib,log,growth,pooled_cl,no_bailout,-0.03433193601963605,0.01544296805121334,-2.2231436279464827,187,190,-0.16046565670457896,FALSE,TRUE,FALSE,0.16046565670457896,0.027403847721987225
share,unweighted,n_eff,mlib,log,growth,pooled_cl,no_GR_ES,-0.02209219330849074,0.014138718725856444,-1.5625314950278508,247,250,-0.09893373864943826,FALSE,FALSE,FALSE,0.09893373864943826,0.11944312642302814
share,unweighted,n_eff,mpos,raw,none,fe_twoway,all,-0.004109361331904889,9.156814584722715e-4,-4.487762959360313,233,270,-0.28206519981476613,TRUE,TRUE,TRUE,-0.28206519981476613,1.1314411475917201e-5
share,unweighted,n_eff,mpos,raw,none,fe_twoway,y2004_2008,-0.006092706271929884,0.0020725710250285682,-2.939685153538177,103,135,-0.27821946017968396,TRUE,TRUE,TRUE,-0.27821946017968396,0.004056403381900614
share,unweighted,n_eff,mpos,raw,none,fe_twoway,y2009_2013,-0.0069798412167172315,0.0013869340399624431,-5.032568972714982,103,135,-0.44425378557220613,TRUE,TRUE,TRUE,-0.44425378557220613,2.061364851402393e-6
share,unweighted,n_eff,mpos,raw,none,fe_twoway,no_bailout,6.452172959762755e-4,0.0013166228729902878,0.49005475236114554,161,190,0.03859295237162805,TRUE,FALSE,FALSE,0.03859295237162805,0.6247622840750011
share,unweighted,n_eff,mpos,raw,none,fe_twoway,no_GR_ES,-0.0022480978796858364,0.0010851635899725733,-2.07166725870581,215,250,-0.13989712871429294,TRUE,TRUE,TRUE,-0.13989712871429294,0.03948970722942056
share,unweighted,n_eff,mpos,raw,none,fe_country,all,-0.00798901091096855,9.008624418401042e-4,-8.868180689884433,242,270,-0.4952477928167065,TRUE,TRUE,TRUE,-0.4952477928167065,1.668032770732318e-16
share,unweighted,n_eff,mpos,raw,none,fe_country,y2004_2008,-0.006947163695858007,0.0017145906546622498,-4.051791415617217,107,135,-0.36471998656410826,TRUE,TRUE,TRUE,-0.36471998656410826,9.65580281099774e-5
share,unweighted,n_eff,mpos,raw,none,fe_country,y2009_2013,-0.01023315236697673,0.0016888851291656762,-6.059116863698122,107,135,-0.5054305127145738,TRUE,TRUE,TRUE,-0.5054305127145738,2.0780060693795337e-8
share,unweighted,n_eff,mpos,raw,none,fe_country,no_bailout,-0.004337285871464448,0.001411215248185709,-3.073440339480858,170,190,-0.22943404037445858,TRUE,TRUE,TRUE,-0.22943404037445858,0.0024654497594815902
share,unweighted,n_eff,mpos,raw,none,fe_country,no_GR_ES,-0.00664308425973847,0.0010949176834148446,-6.067199717717523,224,250,-0.37568634651578203,TRUE,TRUE,TRUE,-0.37568634651578203,5.492857034183021e-9
share,unweighted,n_eff,mpos,raw,none,pooled_cl,all,-4.102049205670921e-4,0.0028543451171634984,-0.14371244671868297,268,270,-0.008778296640654605,TRUE,FALSE,TRUE,-0.008778296640654605,0.8858355428847483
share,unweighted,n_eff,mpos,raw,none,pooled_cl,y2004_2008,0.00423447653456277,0.004349446358492353,0.973566791160649,133,135,0.08411973708044787,TRUE,FALSE,FALSE,0.08411973708044787,0.33203903484687614
share,unweighted,n_eff,mpos,raw,none,pooled_cl,y2009_2013,8.951781365210687e-4,0.003338370310785269,0.2681482439587417,133,135,0.023245118936427396,TRUE,FALSE,FALSE,0.023245118936427396,0.7890006540973787
