engine,outcome,copredictor,sample,estimator,reg_weight,se,estimate,std_error,statistic,df,n,fmi,m,predictor,construction,item_set,noop,cell_weight,measure,pred_form,family,positive_outcome,p,sig,supports_claim,r,r_ca
mice_pmm,mneg,none,all,fe_twoway,none,conventional,0.005554572347172405,9.135219171414608e-4,6.080393084112801,227.78516638693196,270,0.013402555087787997,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,5.008001289672309e-9,TRUE,TRUE,0.37368741046222553,-0.37368741046222553
mice_pmm,mneg,none,all,fe_twoway,none,clustered,0.005554572347172405,0.0013448521401933041,4.130247616941749,228.51161165189438,270,0.01074840473222865,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,5.084150536070379e-5,TRUE,TRUE,0.2635651236947972,-0.2635651236947972
mice_pmm,mcosmo,none,all,fe_twoway,n_cell,conventional,-0.0031307200125305743,8.257556515469795e-4,-3.7913394920948464,227.52399276762026,270,0.01428898701881277,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.9197799768038966e-4,TRUE,TRUE,-0.24376778622575657,-0.24376778622575657
mice_pmm,mcosmo,none,all,fe_twoway,n_cell,clustered,-0.0031307200125305743,0.0014232938817243374,-2.1996300642687157,228.59272145750114,270,0.010431706175678483,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,0.028835012938128398,TRUE,TRUE,-0.14396943302840412,-0.14396943302840412
mice_pmm,mutil,none,all,fe_twoway,n_cell,conventional,-0.001549068509000879,3.917007313149428e-4,-3.9547245771041646,227.32724167615706,270,0.014936862363543853,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.0238181624148534e-4,TRUE,TRUE,-0.2537128818848915,-0.2537128818848915
mice_pmm,mutil,none,all,fe_twoway,n_cell,clustered,-0.001549068509000879,5.654533992639983e-4,-2.739515777988367,228.2941594253014,270,0.011575572993185637,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,0.006639048683229174,TRUE,TRUE,-0.17840323649472448,-0.17840323649472448
mice_pmm,mcomm,none,all,fe_twoway,n_cell,conventional,0.005196617524941473,6.165413718928757e-4,8.428659878877337,228.3822208529696,270,0.01124429696880092,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,3.952902829028377e-15,TRUE,TRUE,0.4870963129031874,-0.4870963129031874
mice_pmm,mcomm,none,all,fe_twoway,n_cell,clustered,0.005196617524941473,0.001230702365775833,4.222481137155801,228.90412740267382,270,0.009169687580515245,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,3.4872974836747066e-5,TRUE,TRUE,0.2688151127315296,-0.2688151127315296
mice_pmm,mlib,none,all,fe_twoway,n_cell,conventional,-5.169166230270646e-4,5.06246634681106e-4,-1.0210766602975638,224.30695443946675,270,0.023397736136205376,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,0.3083181134090512,FALSE,FALSE,-0.06801896194000302,0.06801896194000302
mice_pmm,mlib,none,all,fe_twoway,n_cell,clustered,-5.169166230270646e-4,0.0011781715243604602,-0.43874479423330093,228.38602612405847,270,0.011229870902774598,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,0.6612612281142125,FALSE,FALSE,-0.029019790000173816,0.029019790000173816
mice_pmm,mpos,none,all,fe_twoway,n_cell,conventional,-0.004679788521531453,8.583180710246334e-4,-5.45227775053701,227.60480065543766,270,0.014018063274024248,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.2912015715127436e-7,TRUE,TRUE,-0.3398841883806521,-0.3398841883806521
mice_pmm,mpos,none,all,fe_twoway,n_cell,clustered,-0.004679788521531453,0.0013268219460833431,-3.5270659603918677,228.49973393887973,270,0.010794396085545752,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,5.077449907572802e-4,TRUE,TRUE,-0.22722661208440553,-0.22722661208440553
mice_pmm,mneg,none,all,fe_twoway,n_cell,conventional,0.004679700901914408,8.583248195520928e-4,5.452132800210132,227.60406186785707,270,0.014020553423469901,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,1.2921365347927006e-7,TRUE,TRUE,0.339876684155937,-0.339876684155937
mice_pmm,mneg,none,all,fe_twoway,n_cell,clustered,0.004679700901914408,0.0013268496525076045,3.5269262746312453,228.49948014784843,270,0.010795377724610353,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,5.07999088152275e-4,TRUE,TRUE,0.22721819729450926,-0.22721819729450926
mice_pmm,mcosmo,none,all,fe_twoway,n_eff,conventional,-0.0031964227750306286,8.247066242505366e-4,-3.875830120723744,227.42653900250812,270,0.01461192642952334,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.390493620688157e-4,TRUE,TRUE,-0.24891719297849524,-0.24891719297849524
mice_pmm,mcosmo,none,all,fe_twoway,n_eff,clustered,-0.0031964227750306286,0.001419497605603447,-2.251798638062364,228.5635360047616,270,0.010546198390055108,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,0.025285423860790957,TRUE,TRUE,-0.1473198968679513,-0.1473198968679513
mice_pmm,mutil,none,all,fe_twoway,n_eff,conventional,-0.0014838193884527573,3.8909291530565045e-4,-3.8135348398393445,227.2167636495083,270,0.0152936954318059,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.7652835055793252e-4,TRUE,TRUE,-0.2452650488471458,-0.2452650488471458
mice_pmm,mutil,none,all,fe_twoway,n_eff,clustered,-0.0014838193884527573,5.52889890308344e-4,-2.6837520715476253,228.21974236557145,270,0.011851782861978627,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,0.007813506238381937,TRUE,TRUE,-0.17491160440941417,-0.17491160440941417
mice_pmm,mcomm,none,all,fe_twoway,n_eff,conventional,0.005106692615586961,6.149370425208952e-4,8.304415350638823,228.3356435208975,270,0.011420123971080188,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,8.862408308708589e-15,TRUE,TRUE,0.4816287119285636,-0.4816287119285636
mice_pmm,mcomm,none,all,fe_twoway,n_eff,clustered,0.005106692615586961,0.0012307692527750225,4.149187675978151,228.89449802341238,270,0.009209892402279199,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,4.705847777140105e-5,TRUE,TRUE,0.26448328040319763,-0.26448328040319763
mice_pmm,mlib,none,all,fe_twoway,n_eff,conventional,-4.265414142866469e-4,5.026257489110644e-4,-0.8486262695668622,223.90078829837967,270,0.024384535425500595,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,0.39699564390829933,FALSE,FALSE,-0.05662279940375287,0.05662279940375287
mice_pmm,mlib,none,all,fe_twoway,n_eff,clustered,-4.265414142866469e-4,0.0011667065522631324,-0.36559442771557105,228.3337122756057,270,0.01142738460101749,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,0.7150061899252727,FALSE,FALSE,-0.02418730466611892,0.02418730466611892
mice_pmm,mpos,none,all,fe_twoway,n_eff,conventional,-0.004680242163483386,8.562651628577902e-4,-5.465879457086691,227.54267944152252,270,0.014226593777932351,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,1.2069543162423497e-7,TRUE,TRUE,-0.340674915672134,-0.340674915672134
mice_pmm,mpos,none,all,fe_twoway,n_eff,clustered,-0.004680242163483386,0.0013288666876024673,-3.5219802009842303,228.48202315135987,270,0.010862794012886395,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,TRUE,5.170770822693634e-4,TRUE,TRUE,-0.2269241925201494,-0.2269241925201494
mice_pmm,mneg,none,all,fe_twoway,n_eff,conventional,0.0046801512013003145,8.562714792211584e-4,5.465732906994934,227.54200102914692,270,0.014228861625956086,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,1.2078391673604124e-7,TRUE,TRUE,0.34066729053247635,-0.34066729053247635
mice_pmm,mneg,none,all,fe_twoway,n_eff,clustered,0.0046801512013003145,0.0013288942110177857,3.521838805901515,228.48179547392158,270,0.010863671896950654,10,unemp,share,all,mi,unweighted,wb_nat,raw,gaussian,FALSE,5.173387094143443e-4,TRUE,TRUE,0.22691565865059238,-0.22691565865059238
