cntry,year,edu3,mcosmo,mutil,mcomm,mlib,mpos,mneg,n,growth,unemp,bailout
BE,2005,low,0.38964017118222727,0.07951915685560546,0.3401240936287665,0.1315265471807528,0.4691593280378327,0.4716506408095193,321,2.321737054,8.43999958,0
BE,2005,mid,0.4822875564754915,0.08891331342027398,0.27233840856230646,0.125138215741464,0.5712008698957655,0.39747662430377045,862,2.321737054,8.43999958,0
BE,2006,high,0.6261260786139426,0.10175398361077972,0.14020538522965706,0.11006989235144575,0.7278800622247225,0.2502752775811028,412,2.552349944,8.25,0
BE,2006,low,0.3705157636975819,0.08639052866325593,0.3265953911408457,0.12558922558922558,0.4569062923608378,0.45218461673007126,165,2.552349944,8.25,0
BE,2006,mid,0.4759669951085264,0.1024568689881915,0.2725866554172819,0.11882706749296076,0.578423864096718,0.3914137229102426,431,2.552349944,8.25,0
BE,2007,high,0.5985168190982144,0.13543786962391613,0.14292740205530904,0.10916442085046736,0.7339546887221305,0.2520918229057764,430,3.676881136,7.4600000380000004,0
BE,2007,low,0.40776542153787665,0.1077725501378196,0.30379954376960366,0.12078224503374203,0.5155379716756963,0.4245817888033457,167,3.676881136,7.4600000380000004,0
BE,2007,mid,0.4960840537908207,0.11681491023596287,0.23349374796743216,0.10097570905841582,0.6128989640267836,0.334469457025848,399,3.676881136,7.4600000380000004,0
BE,2008,high,0.6548023815265195,0.13234461898255,0.10987977539701678,0.09368940446526654,0.7871470005090695,0.20356917986228332,754,0.446928735,6.980000019,0
BE,2008,low,0.4248806514299472,0.15102022390754785,0.24094498615625376,0.14935132160484274,0.575900875337495,0.3902963077610965,355,0.446928735,6.980000019,0
BE,2008,mid,0.4819800307909028,0.14879778268792992,0.20920094125077138,0.12151614900765524,0.6307778134788328,0.3307170902584266,883,0.446928735,6.980000019,0
BE,2009,high,0.5711833984252462,0.09211711446765794,0.1698508767802246,0.13967469728339293,0.6633005128929041,0.3095255740636175,368,-2.020743062,7.909999847,0
BE,2009,low,0.33094488641933895,0.10256069964099161,0.3154046278133869,0.16349854525037005,0.43350558606033057,0.478903173063757,137,-2.020743062,7.909999847,0
BE,2009,mid,0.45016571656699045,0.10350409203912389,0.22448703690741906,0.16664145597266616,0.5536698086061144,0.3911284928800852,471,-2.020743062,7.909999847,0
BE,2010,high,0.5694284715982829,0.10516907620681205,0.16175823826767222,0.13722911958761017,0.674597547805095,0.29898735785528235,795,2.864292708,8.289999962,0
BE,2010,low,0.3558420115238297,0.07891161868434596,0.3262184784912058,0.16909782137054863,0.43475363020817565,0.4953162998617544,286,2.864292708,8.289999962,0
BE,2010,mid,0.4280804869288015,0.09639165453772196,0.2635467216927891,0.16816091212158626,0.5244721414665234,0.4317076338143754,890,2.864292708,8.289999962,0
BE,2011,high,0.5542842035621819,0.1022837972296456,0.16684053010767813,0.1501173415433343,0.6565680007918275,0.31695787165101247,831,1.694513899,7.139999866,0
BE,2011,low,0.35309820898056193,0.0966306665268603,0.2858190156633063,0.20562857941750676,0.44972887550742224,0.4914475950808131,289,1.694513899,7.139999866,0
BE,2011,mid,0.4391062385254863,0.10006718637802708,0.2462678791218614,0.17252329774453667,0.5391734249035134,0.4187911768663981,904,1.694513899,7.139999866,0
BE,2012,high,0.5069718421889914,0.08793659631632905,0.19671580584720896,0.16160515431116768,0.5949084385053205,0.3583209601583766,898,0.739217283,7.5399999619999996,0
BE,2012,low,0.3163164381914382,0.08180131339853562,0.33381533589866924,0.20788172732617177,0.3981177515899738,0.541697063224841,216,0.739217283,7.5399999619999996,0
BE,2012,mid,0.3841954017909432,0.08894620359588512,0.28556742856105916,0.18184298303725055,0.4731416053868283,0.4674104115983097,942,0.739217283,7.5399999619999996,0
BE,2013,high,0.5515824112723338,0.09382376882376882,0.17280708811716564,0.14561102119241653,0.6454061800961026,0.3184181093095822,387,0.459242193,8.430000305,0
BE,2013,low,0.3257936507936508,0.09887387387387388,0.2797940797940798,0.22346632346632347,0.42466752466752467,0.5032604032604032,111,0.459242193,8.430000305,0
BE,2013,mid,0.35986681212584826,0.09412186987488193,0.28049521317593606,0.17515465904020122,0.45398868200073017,0.4556498722161373,498,0.459242193,8.430000305,0
BG,2004,high,0.5595891868880375,0.2618880374627501,0.10500364896916621,0.04286778568387764,0.8214772243507875,0.14787143465304384,261,6.510426379,12.03999996,0
BG,2004,low,0.3970746845746846,0.2072903947903948,0.12646011396011395,0.0384055759055759,0.6043650793650793,0.16486568986568986,234,6.510426379,12.03999996,0
BG,2004,mid,0.5134391534391535,0.26293249959916626,0.10377104377104376,0.0572310405643739,0.7763716530383197,0.16100208433541766,495,6.510426379,12.03999996,0
BG,2005,high,0.5514697687547603,0.22929153009254188,0.1312363577962229,0.05764821182190491,0.7807612988473022,0.1888845696181278,593,7.056347526,10.07999992,0
BG,2005,low,0.42565704177379304,0.24940192351359863,0.09558181525186601,0.03646581844551387,0.6750589652873917,0.1320476336973799,394,7.056347526,10.07999992,0
BG,2005,mid,0.5099534266613475,0.25056081432319055,0.1303134406847278,0.05372677377627873,0.760514240984538,0.18404021446100655,1010,7.056347526,10.07999992,0
BG,2006,high,0.5610036997255042,0.2730964315550782,0.09272287862513426,0.04686120062059912,0.8341001312805824,0.13958407924573338,266,6.802589382,8.949999809,0
BG,2006,low,0.4021085050935797,0.21082681828950486,0.15371949774934848,0.044290452499407724,0.6129353233830845,0.19800995024875623,201,6.802589382,8.949999809,0
BG,2006,mid,0.5071717031347381,0.25529081813128507,0.13821672814863475,0.04679156770596459,0.7624625212660232,0.18500829585459935,514,6.802589382,8.949999809,0
BG,2007,high,0.6601609657947686,0.19439134808853117,0.07781410686340264,0.0429856919293539,0.8545523138832998,0.12079979879275654,284,6.591380837,6.8800001140000004,0
BG,2007,low,0.5676503465235859,0.2043371339145987,0.09420970266040689,0.02112676056338028,0.7719874804381847,0.11533646322378717,213,6.591380837,6.8800001140000004,0
BG,2007,mid,0.6175565416547381,0.18266055921366542,0.10212090848363393,0.05357381429525718,0.8002171008684035,0.15569472277889113,499,6.591380837,6.8800001140000004,0
BG,2008,high,0.6573707773707773,0.21836792836792837,0.05897232397232397,0.0311009361009361,0.8757387057387057,0.09007326007326007,585,6.116017964,5.610000134,0
BG,2008,low,0.4853303747534517,0.17440828402366865,0.10189842209072979,0.049013806706114396,0.6597386587771203,0.15091222879684418,338,6.116017964,5.610000134,0
BG,2008,mid,0.6043650793650793,0.19256706581267985,0.06325071939107027,0.05892044927132646,0.7969321451777592,0.12217116866239673,1026,6.116017964,5.610000134,0
BG,2009,high,0.6878186628186628,0.18051547218213884,0.08273208273208273,0.03546576879910213,0.8683341350008017,0.11819785153118487,297,-3.271854279,6.820000172,0
BG,2009,low,0.38817716333845365,0.234905273937532,0.1629390681003584,0.05913978494623656,0.6230824372759857,0.22207885304659497,155,-3.271854279,6.820000172,0
BG,2009,mid,0.6324426883389147,0.2039945955511993,0.07683227150208283,0.047107803098369136,0.8364372838901141,0.12394007460045196,530,-3.271854279,6.820000172,0
BG,2010,high,0.6676383002299232,0.17506163605640046,0.08688675586581346,0.059942103659381143,0.8426999362863237,0.14682885952519462,573,1.541801443,10.27999973,0
BG,2010,low,0.5079757698132257,0.17252229513713613,0.15418980312973246,0.05577149587750294,0.6804980649503618,0.2099612990072354,283,1.541801443,10.27999973,0
BG,2010,mid,0.5877224627224628,0.1668448554812191,0.14266255629891994,0.07246709519436792,0.7545673182036818,0.21512965149328786,1089,1.541801443,10.27999973,0
BG,2011,high,0.6691198304718713,0.17739849908217256,0.0712962962962963,0.06177721088435374,0.8465183295540438,0.13307350718065003,588,2.10120575,11.26000023,0
BG,2011,low,0.544500710732054,0.15692963752665245,0.16206467661691543,0.07307213930348258,0.7014303482587064,0.235136815920398,268,2.10120575,11.26000023,0
BG,2011,mid,0.6153067314660868,0.159962910858166,0.11453723835102528,0.06543036193886687,0.7752696423242529,0.17996760028989214,1117,2.10120575,11.26000023,0
BG,2012,high,0.6908547109123715,0.16519180983760884,0.06713932690044716,0.06528202714364165,0.8560465207499803,0.1324213540440888,607,0.754930386,12.27000046,0
BG,2012,low,0.5422988505747126,0.13298850574712642,0.11011494252873563,0.08356321839080459,0.6752873563218391,0.19367816091954024,290,0.754930386,12.27000046,0
BG,2012,mid,0.6108798600502636,0.16031308004402176,0.10947625618029205,0.08166264229044498,0.7711929400942854,0.19113889847073703,1115,0.754930386,12.27000046,0
BG,2013,high,0.6886260236578707,0.1502274795268426,0.0709660297239915,0.06470276008492569,0.8388535031847134,0.1356687898089172,314,-0.560493966,12.93999958,0
BG,2013,low,0.5595238095238095,0.12023809523809524,0.1156084656084656,0.06177248677248677,0.6797619047619048,0.1773809523809524,126,-0.560493966,12.93999958,0
BG,2013,mid,0.6103915157612341,0.12756120053655265,0.10050581265369998,0.08231611893583725,0.7379527162977867,0.18282193158953722,568,-0.560493966,12.93999958,0
CY,2004,high,0.6205459130692775,0.1791017653167186,0.14856475300400535,0.033095979824951785,0.7996476783859962,0.18166073282895712,107,5.026343926,4.329999924,0
CY,2004,low,0.5599953063662741,0.12426821983273596,0.1916730670762929,0.054170933606417476,0.6842635261990101,0.24584400068271037,186,5.026343926,4.329999924,0
CY,2004,mid,0.598456186861984,0.10017995960024946,0.1809057153260052,0.09147263096538459,0.6986361464622334,0.27237834629138974,207,5.026343926,4.329999924,0
CY,2005,high,0.5873952585325976,0.13706996389399823,0.2058450848150419,0.05681415627767559,0.7244652224265958,0.2626592410927175,233,4.853003838,5.300000191,0
CY,2005,low,0.5578191370444892,0.09657053431701319,0.26740442655935615,0.05567069081153588,0.6543896713615024,0.323075117370892,355,4.853003838,5.300000191,0
CY,2005,mid,0.5840809896433369,0.11132373467336792,0.2422956627724354,0.05985462513579873,0.6954047243167047,0.3021502879082341,409,4.853003838,5.300000191,0
CY,2006,high,0.6132554945054945,0.14853479853479853,0.17941849816849817,0.049175824175824175,0.761790293040293,0.22859432234432234,104,4.713828666,4.5399999619999996,0
CY,2006,low,0.5778753577933906,0.11157298985167838,0.20814467863648192,0.04776216497527973,0.6894483476450689,0.25590684361176164,183,4.713828666,4.5399999619999996,0
CY,2006,mid,0.5996464646464646,0.0957972582972583,0.2352849927849928,0.06472582972582973,0.6954437229437229,0.3000108225108225,220,4.713828666,4.5399999619999996,0
CY,2007,high,0.5906914893617021,0.15068389057750758,0.19254474839581223,0.05544157379263762,0.7413753799392098,0.24798632218844985,94,5.098068453,3.920000076,0
CY,2007,low,0.4885907335907336,0.08662805662805663,0.32193908193908194,0.0595988845988846,0.5752187902187902,0.3815379665379665,185,5.098068453,3.920000076,0
CY,2007,mid,0.5278479329170573,0.13568702163172208,0.2683625258510051,0.06349422466933988,0.6635349545487794,0.33185675052034497,217,5.098068453,3.920000076,0
CY,2008,high,0.5809694887014475,0.15665231103375432,0.19381722229660373,0.0427877820919058,0.7376217997352018,0.23660500438850954,194,3.646811991,3.6500000950000002,0
CY,2008,low,0.5569111255078557,0.08190159825037209,0.2654834871456125,0.060281445771908984,0.6388127237582278,0.32576493291752145,367,3.646811991,3.6500000950000002,0
CY,2008,mid,0.5712939901296066,0.1227731489717791,0.23345407763215983,0.0633463631751303,0.6940671391013856,0.2968004408072901,438,3.646811991,3.6500000950000002,0
CY,2009,high,0.5233623966018333,0.14038955957970042,0.26751900290632685,0.06872904091213951,0.6637519561815336,0.33624804381846635,142,-2.015262359,5.360000134,0
CY,2009,low,0.48147341406835076,0.09074241510950372,0.375322392094544,0.046132664803550875,0.5722158291778545,0.42145505689809487,158,-2.015262359,5.360000134,0
CY,2009,mid,0.5251596100376588,0.12253422729032484,0.2951881181149474,0.052239995776581144,0.6476938373279837,0.3474281138915285,205,-2.015262359,5.360000134,0
CY,2010,high,0.5249730136358043,0.12500936832332182,0.2863593017662785,0.05590637829009922,0.6499823819591262,0.34226568005637775,258,2.014695707,6.260000229,0
CY,2010,low,0.41552904510102956,0.07692806544946623,0.4079015882517828,0.08407709886309107,0.49245711055049574,0.49197868711487386,257,2.014695707,6.260000229,0
CY,2010,mid,0.47028492482574114,0.08415004496637149,0.35645702370192167,0.08298555752637385,0.5544349697921126,0.4394425812282955,490,2.014695707,6.260000229,0
CY,2011,high,0.5499011920698668,0.11758940524000765,0.2737760566073819,0.05471728182571556,0.6674905973098744,0.32849333843309747,249,0.401437941,7.860000134,0
CY,2011,low,0.37345571095571095,0.08662726162726163,0.44447358197358194,0.06747141747141747,0.4600829725829726,0.5119449994449995,286,0.401437941,7.860000134,0
CY,2011,mid,0.46683756158005085,0.11209788066011242,0.3462043976528955,0.06627646911981676,0.5789354422401632,0.4124808667727123,466,0.401437941,7.860000134,0
CY,2012,high,0.4690934997143051,0.09678302681658386,0.356011335793215,0.06804502358193633,0.5658765265308889,0.4240563593751513,298,-3.446822086,11.80000019,0
CY,2012,low,0.310836267061948,0.07631554567352232,0.5075350503366067,0.08585788400963498,0.38715181273547034,0.5933929343462417,257,-3.446822086,11.80000019,0
CY,2012,mid,0.34990145946521783,0.06623521891978268,0.4630233301374241,0.10965430915095345,0.4161366783850005,0.5726776392883776,447,-3.446822086,11.80000019,0
CY,2013,high,0.42251858549326904,0.0632861161342174,0.42513813542294554,0.06374070725336548,0.48580470162748646,0.48887884267631104,158,-6.553078255,15.86999989,1
CY,2013,low,0.29936036186036186,0.04422105672105672,0.5657148407148407,0.08312798312798313,0.34358141858141855,0.6488428238428239,132,-6.553078255,15.86999989,1
CY,2013,mid,0.37119492656875835,0.050667556742323094,0.4385699451120012,0.10218439400682391,0.42186248331108145,0.5407543391188251,214,-6.553078255,15.86999989,1
CZ,2004,high,0.565862154571832,0.11446570156247575,0.1789500224984096,0.13534577728126115,0.6803278561343078,0.31429579977967076,186,4.814261001,8.210000038,0
CZ,2004,low,0.4118119559651818,0.0743247567844342,0.2841749871991807,0.14904313876088068,0.48613671274961595,0.43321812596006143,124,4.814261001,8.210000038,0
CZ,2004,mid,0.4904730315797509,0.1071595693137195,0.23876660596028185,0.1491080395230593,0.5976326008934705,0.3878746454833411,759,4.814261001,8.210000038,0
CZ,2005,high,0.5864565925031041,0.12751115809255345,0.13380801369173462,0.13129400315446826,0.7139677505956575,0.2651020168462029,430,6.60161753,7.929999828,0
CZ,2005,low,0.45269926152279094,0.08466598760716408,0.24591927680162973,0.12580638315932433,0.537365249129955,0.3717256599609541,187,6.60161753,7.929999828,0
CZ,2005,mid,0.4855039124912942,0.1079759970138519,0.2113872842894925,0.1673725538394308,0.5934799095051461,0.3787598381289233,1585,6.60161753,7.929999828,0
CZ,2006,high,0.5781848306332842,0.1393163966617575,0.1516507118311242,0.12569342169857634,0.7175012272950417,0.27734413352970055,194,6.766932681,7.150000095,0
CZ,2006,low,0.42684240362811793,0.0703798185941043,0.23883219954648527,0.13299319727891157,0.49722222222222223,0.37182539682539684,84,6.766932681,7.150000095,0
CZ,2006,mid,0.513044967298214,0.10554168774947996,0.18999241018721538,0.15245989580405164,0.6185866550476941,0.342452305991267,770,6.766932681,7.150000095,0
CZ,2007,high,0.5273744824016563,0.12497412008281573,0.16838121118012422,0.1575310559006211,0.652348602484472,0.32591226708074533,184,5.570338859,5.320000172,0
CZ,2007,low,0.48430232558139535,0.07054263565891472,0.2593023255813953,0.150968992248062,0.5548449612403101,0.41027131782945736,86,5.570338859,5.320000172,0
CZ,2007,mid,0.5395236441262932,0.0937211574297667,0.1905275188387771,0.15636012993628887,0.6332448015560598,0.346887648775066,755,5.570338859,5.320000172,0
CZ,2008,high,0.5668728232209908,0.12367155096212688,0.16563956694846746,0.11240244630296986,0.6905443741831176,0.27804201325143735,382,2.686411951,4.389999866,0
CZ,2008,low,0.4103455541508639,0.08171091445427729,0.23558786346396965,0.19270965023177414,0.4920564686051412,0.42829751369574376,113,2.686411951,4.389999866,0
CZ,2008,mid,0.5092365737189891,0.08701255612337232,0.2043890655536309,0.15224833413287295,0.5962491298423614,0.3566373996865039,1507,2.686411951,4.389999866,0
CZ,2009,high,0.5345238095238095,0.12713808656431608,0.15678289530748546,0.17062624685575506,0.6616618960881256,0.3274091421632405,183,-4.657331092,6.659999847,0
CZ,2009,low,0.4368884540117417,0.07697325505544683,0.2423026744944553,0.18904109589041096,0.5138617090671885,0.43134377038486627,73,-4.657331092,6.659999847,0
CZ,2009,mid,0.5169312791563762,0.08221071367901898,0.21593527214484523,0.15646219168211406,0.5991419928353952,0.3723974638269593,773,-4.657331092,6.659999847,0
CZ,2010,high,0.546806635849457,0.06937616679430281,0.1696937193788579,0.18641566941315052,0.6161828026437598,0.35610938879200843,397,2.434902159,7.28000021,0
CZ,2010,low,0.3748389124626748,0.03815810152443816,0.3155979883702656,0.2020980669495521,0.41299701398711297,0.5176960553198177,101,2.434902159,7.28000021,0
CZ,2010,mid,0.4572935192173669,0.06449223603532221,0.24966795061985442,0.1978181712149648,0.5217857552526891,0.44748612183481923,1497,2.434902159,7.28000021,0
CZ,2011,high,0.5190838939453898,0.06416589719913819,0.18954843248472056,0.21612144396077915,0.583249791144528,0.40566987644549973,361,1.760359624,6.7100000380000004,0
CZ,2011,low,0.2799012158054711,0.06256332320162107,0.2803951367781155,0.270757345491388,0.3424645390070922,0.5511524822695035,94,1.760359624,6.7100000380000004,0
CZ,2011,mid,0.42024555464922436,0.05591149785120952,0.2645628308636172,0.22454879291379948,0.4761570525004339,0.4891116237774167,1526,1.760359624,6.7100000380000004,0
CZ,2012,high,0.5375396825396825,0.05833234126984127,0.1556359126984127,0.21099206349206348,0.5958720238095238,0.3666279761904762,400,-0.785004299,6.980000019,0
CZ,2012,low,0.26228070175438595,0.019517543859649124,0.26359649122807016,0.32302631578947366,0.2817982456140351,0.5866228070175439,76,-0.785004299,6.980000019,0
CZ,2012,mid,0.4167745799560959,0.045764205504896995,0.2275735604525498,0.2547014838736913,0.4625387854609929,0.48227504432624113,1504,-0.785004299,6.980000019,0
CZ,2013,high,0.5443337912087912,0.07269917582417583,0.12242826617826617,0.23169261294261295,0.6170329670329671,0.35412087912087914,208,-0.045903674,6.949999809,0
CZ,2013,low,0.4375968992248062,0.022093023255813953,0.1864341085271318,0.30736434108527133,0.4596899224806202,0.4937984496124031,43,-0.045903674,6.949999809,0
CZ,2013,mid,0.4304071641571642,0.044896368646368645,0.22787500787500786,0.24547010797010796,0.4753035328035328,0.47334511584511585,740,-0.045903674,6.949999809,0
DE,2004,high,0.5786036505226646,0.051392614948952975,0.20103237268730226,0.15371314587863882,0.6299962654716176,0.3547455185659411,852,1.175088132,10.72999954,0
DE,2004,low,0.3911198411198411,0.03695095216834347,0.3316718990632034,0.18502816546294806,0.4280707932881846,0.5167000645261515,851,1.175088132,10.72999954,0
DE,2004,mid,0.4279622011118074,0.04622642449414103,0.32083888406723055,0.17505123048430135,0.47418862560594843,0.49589011455153187,1905,1.175088132,10.72999954,0
DE,2005,high,0.5860136434210508,0.05576459548681771,0.19402139698435994,0.1567929567003641,0.6417782389078686,0.3508143536847241,810,0.731707164,11.17000008,0
DE,2005,low,0.41283061439911634,0.05180519437881794,0.3139933938589508,0.19064096381637996,0.46463580877793426,0.5046343576753308,781,0.731707164,11.17000008,0
DE,2005,mid,0.479200119391507,0.05662100108443239,0.2890466998635146,0.15941105867626715,0.5358211204759393,0.44845775853978176,1463,0.731707164,11.17000008,0
DE,2006,high,0.6127061087061088,0.05465329485329485,0.17126224146224145,0.15604502164502165,0.6673594035594036,0.3273072631072631,375,3.816441913,10.25,0
DE,2006,low,0.44165784444234807,0.04122005247913238,0.2906363007452596,0.2071153422848338,0.4828778969214805,0.4977516430300934,413,3.816441913,10.25,0
DE,2006,mid,0.486035125669272,0.03996178467723183,0.28422236450691735,0.1681005083444108,0.5259969103465039,0.4523228728513281,738,3.816441913,10.25,0
DE,2007,high,0.6071444116898662,0.060274614820069364,0.1330429807702535,0.18970998289180108,0.6674190265099356,0.3227529636620546,407,2.976455131,8.659999847,0
DE,2007,low,0.4392609799113864,0.034187206951434596,0.2824687056394373,0.20885275519421861,0.47344818686282103,0.49132146083365597,369,2.976455131,8.659999847,0
DE,2007,mid,0.48958328431833864,0.04758689378254596,0.2520750007842399,0.1944504732887885,0.5371701781008846,0.4465254740730284,736,2.976455131,8.659999847,0
DE,2008,high,0.5814794979233482,0.06024220506172378,0.15037986003895096,0.19319255462303592,0.6417217029850719,0.34357241466198685,748,0.959879134,7.519999981,0
DE,2008,low,0.4053926600318353,0.03343314403237083,0.27383932290504454,0.23321116169054312,0.4388258040642061,0.5070504845955877,776,0.959879134,7.519999981,0
DE,2008,mid,0.4797943208517621,0.05324253459044582,0.25522201906013914,0.19346436309556414,0.5330368554422079,0.4486863821557033,1532,0.959879134,7.519999981,0
DE,2009,high,0.5853656932386214,0.054235727440147326,0.1397669472945716,0.1847200298167149,0.6396014206787688,0.3244869771112865,362,-5.693836336,7.739999771,0
DE,2009,low,0.4616944616944617,0.0515984390984391,0.21323802323802324,0.24373934623934623,0.5132929007929008,0.4569773694773695,370,-5.693836336,7.739999771,0
DE,2009,mid,0.5122183728409659,0.058422072863664645,0.2103785175030361,0.18432121650991998,0.5706404457046306,0.3946997340129561,779,-5.693836336,7.739999771,0
DE,2010,high,0.5583431525739218,0.054108754493369875,0.13367312175004484,0.23020633212940905,0.6124519070672917,0.36387945387945386,845,4.179882499,6.96999979,0
DE,2010,low,0.36415058305469267,0.043869942842545584,0.2508986751452505,0.29313559347805923,0.4080205258972382,0.5440342686233097,730,4.179882499,6.96999979,0
DE,2010,mid,0.43786900621852076,0.03705114554629118,0.24122200884336806,0.25408437660864847,0.47492015176481195,0.4953063854520165,1545,4.179882499,6.96999979,0
DE,2011,high,0.5684907260317096,0.05665173320911026,0.1191516831680766,0.23931241496815267,0.6251424592408199,0.35846409813622926,915,3.925192705,5.820000172,0
DE,2011,low,0.35989520310507966,0.04160294057413399,0.2508670113608385,0.3119695500353937,0.40149814367921366,0.5628365613962322,729,3.925192705,5.820000172,0
DE,2011,mid,0.41092419943014763,0.050528003991964804,0.23167803349748767,0.2739796301202879,0.46145220342211246,0.5056576636177755,1429,3.925192705,5.820000172,0
DE,2012,high,0.5505418317456332,0.04847511985843559,0.14955076602383888,0.23559278923587265,0.5990169516040688,0.38514355525971156,947,0.418497594,5.3800001140000004,0
