measure,predictor,outcome,pred_form,copredictor,estimator,sample,weights,estimate,se,statistic,df,n,r,positive_outcome,sig,supports_claim,r_ca
es_growth,growth,mcosmo,raw,none,re,y2004_2008,none,-6.180576827871534e-4,0.0012999084597682556,-0.4754624667165711,128,130,-0.04198827979200515,TRUE,FALSE,FALSE,0.04198827979200515
es_growth,growth,mcosmo,raw,none,re,y2009_2013,none,-9.132367399981021e-4,8.559893051213539e-4,-1.0668786800655554,128,130,-0.09388314324574643,TRUE,FALSE,FALSE,0.09388314324574643
es_growth,growth,mcosmo,raw,none,re,no_bailout,none,-0.0014878071698001553,7.92739337664061e-4,-1.876792407179172,178,180,-0.13930002213365197,TRUE,FALSE,FALSE,0.13930002213365197
es_growth,growth,mcosmo,raw,none,re,no_GR_ES,none,1.6567633931382277e-4,6.934740581450954e-4,0.23890776787955686,238,240,0.015484233877083985,TRUE,FALSE,TRUE,-0.015484233877083985
es_growth,growth,mcosmo,raw,none,pooled_cl,all,none,0.002615446581269873,0.0015209025492722316,1.7196674320267216,258,260,0.10645345906963385,TRUE,FALSE,TRUE,-0.10645345906963385
es_growth,growth,mcosmo,raw,none,pooled_cl,all,n_cy,0.0029142641543593722,0.0015674540964467911,1.8592341306617013,258,260,0.11498313693983149,TRUE,FALSE,TRUE,-0.11498313693983149
es_growth,growth,mcosmo,raw,none,pooled_cl,y2004_2008,none,0.002189258097585689,0.0025345532137414674,0.8637648977801262,128,130,0.07612521409436634,TRUE,FALSE,TRUE,-0.07612521409436634
es_growth,growth,mcosmo,raw,none,pooled_cl,y2004_2008,n_cy,0.0016112114871651706,0.0026102592427567958,0.6172610983511001,128,130,0.05447766830906795,TRUE,FALSE,TRUE,-0.05447766830906795
es_growth,growth,mcosmo,raw,none,pooled_cl,y2009_2013,none,0.0015757435641688385,0.0013046109931772877,1.207826373079401,128,130,0.10615455766580377,TRUE,FALSE,TRUE,-0.10615455766580377
es_growth,growth,mcosmo,raw,none,pooled_cl,y2009_2013,n_cy,0.0026513183896084234,0.001406231471876719,1.8854068072235963,128,130,0.1643810648215526,TRUE,FALSE,TRUE,-0.1643810648215526
es_growth,growth,mcosmo,raw,none,pooled_cl,no_bailout,none,5.68377874459583e-4,0.0017093948290344946,0.33250239488592337,178,180,0.024914372063265883,TRUE,FALSE,TRUE,-0.024914372063265883
es_growth,growth,mcosmo,raw,none,pooled_cl,no_bailout,n_cy,8.710851908489414e-4,0.0018795382425881215,0.46345701891623037,178,180,0.03471663227028099,TRUE,FALSE,TRUE,-0.03471663227028099
es_growth,growth,mcosmo,raw,none,pooled_cl,no_GR_ES,none,0.0020275545799588943,0.0015735546586013423,1.2885186853064836,238,240,0.08323245205001985,TRUE,FALSE,TRUE,-0.08323245205001985
es_growth,growth,mcosmo,raw,none,pooled_cl,no_GR_ES,n_cy,0.002120374156475008,0.0016366019414044213,1.2955955280460232,238,240,0.08368639113363362,TRUE,FALSE,TRUE,-0.08368639113363362
es_growth,growth,mcosmo,raw,unemp,fe_twoway,all,none,3.518134026228364e-6,9.830136573987741e-4,0.0035789269047776626,223,260,2.3966266515126474e-4,TRUE,FALSE,TRUE,-2.3966266515126474e-4
es_growth,growth,mcosmo,raw,unemp,fe_twoway,all,n_cy,1.4940416331931479e-4,9.553232485024045e-4,0.15639121475744003,223,260,0.0104721560814523,TRUE,FALSE,TRUE,-0.0104721560814523
es_growth,growth,mcosmo,raw,unemp,fe_twoway,y2004_2008,none,-0.0027264598541483507,0.0015019762757945048,-1.8152482819384927,98,130,-0.18036063646442516,TRUE,FALSE,FALSE,0.18036063646442516
es_growth,growth,mcosmo,raw,unemp,fe_twoway,y2004_2008,n_cy,-0.0034131586355590528,0.0013599481053967353,-2.5097712346629124,98,130,-0.24575036175502438,TRUE,TRUE,FALSE,0.24575036175502438
es_growth,growth,mcosmo,raw,unemp,fe_twoway,y2009_2013,none,0.0018186316889459112,9.087921889833183e-4,2.0011524207535785,98,130,0.1981391367656886,TRUE,TRUE,TRUE,-0.1981391367656886
es_growth,growth,mcosmo,raw,unemp,fe_twoway,y2009_2013,n_cy,0.0018162947235413898,8.770426698401178e-4,2.070930852055915,98,130,0.2047630796137051,TRUE,TRUE,TRUE,-0.2047630796137051
es_growth,growth,mcosmo,raw,unemp,fe_twoway,no_bailout,none,-0.002224438742845219,0.0012301057956644326,-1.8083312432844076,151,180,-0.14559188165812098,TRUE,FALSE,FALSE,0.14559188165812098
es_growth,growth,mcosmo,raw,unemp,fe_twoway,no_bailout,n_cy,-0.002264608229240075,0.0012663769896751411,-1.7882575628770752,151,180,-0.14400941626042452,TRUE,FALSE,FALSE,0.14400941626042452
es_growth,growth,mcosmo,raw,unemp,fe_twoway,no_GR_ES,none,-6.280005218914057e-4,0.001031555399005917,-0.608789913267473,205,240,-0.04248134765913936,TRUE,FALSE,FALSE,0.04248134765913936
es_growth,growth,mcosmo,raw,unemp,fe_twoway,no_GR_ES,n_cy,-6.574231473539809e-4,9.878401000421434e-4,-0.6655157523226014,205,240,-0.046431504816418424,TRUE,FALSE,FALSE,0.046431504816418424
es_growth,growth,mcosmo,raw,unemp,fe_country,all,none,-0.0010503372908355789,6.815826798099582e-4,-1.541026968479361,232,260,-0.10065951072393711,TRUE,FALSE,FALSE,0.10065951072393711
es_growth,growth,mcosmo,raw,unemp,fe_country,all,n_cy,-7.08940706890114e-4,7.059416935480108e-4,-1.0042482451022696,232,260,-0.06578928793760737,TRUE,FALSE,FALSE,0.06578928793760737
es_growth,growth,mcosmo,raw,unemp,fe_country,y2004_2008,none,-0.001580045744973461,0.0011837943336329606,-1.3347299442838518,102,130,-0.13101874156028784,TRUE,FALSE,FALSE,0.13101874156028784
es_growth,growth,mcosmo,raw,unemp,fe_country,y2004_2008,n_cy,-0.002261290627026312,0.001080552190692246,-2.0927176368756757,102,130,-0.2028998515181203,TRUE,TRUE,FALSE,0.2028998515181203
es_growth,growth,mcosmo,raw,unemp,fe_country,y2009_2013,none,-0.0015432713310208222,7.084570970242455e-4,-2.178355383131982,102,130,-0.21084071977812952,TRUE,TRUE,FALSE,0.21084071977812952
es_growth,growth,mcosmo,raw,unemp,fe_country,y2009_2013,n_cy,-0.0011242522504578772,7.242968752837679e-4,-1.5521981232038495,102,130,-0.15190690745615826,TRUE,FALSE,FALSE,0.15190690745615826
es_growth,growth,mcosmo,raw,unemp,fe_country,no_bailout,none,-0.001956423078412337,7.986518036166388e-4,-2.4496571216052003,160,180,-0.1901297966686115,TRUE,TRUE,FALSE,0.1901297966686115
es_growth,growth,mcosmo,raw,unemp,fe_country,no_bailout,n_cy,-0.0019066700086750044,8.642112734256338e-4,-2.206254497372135,160,180,-0.17182565345047995,TRUE,TRUE,FALSE,0.17182565345047995
es_growth,growth,mcosmo,raw,unemp,fe_country,no_GR_ES,none,-0.0011539431863498114,6.96373615867471e-4,-1.6570748231354904,214,240,-0.11255548829579325,TRUE,FALSE,FALSE,0.11255548829579325
es_growth,growth,mcosmo,raw,unemp,fe_country,no_GR_ES,n_cy,-0.0010562383264528918,7.168269316731428e-4,-1.4734914102453298,214,240,-0.10021868846094008,TRUE,FALSE,FALSE,0.10021868846094008
es_growth,growth,mcosmo,raw,unemp,re,all,none,-5.97940423507314e-4,6.937688469617525e-4,-0.8618726916405898,257,260,-0.053684613229325266,TRUE,FALSE,FALSE,0.053684613229325266
es_growth,growth,mcosmo,raw,unemp,re,y2004_2008,none,-8.033143227479985e-4,0.0012074513147714522,-0.6652974848100197,127,130,-0.058932997986625886,TRUE,FALSE,FALSE,0.058932997986625886
es_growth,growth,mcosmo,raw,unemp,re,y2009_2013,none,-0.0013982334628607825,7.377110103573743e-4,-1.8953674856817264,127,130,-0.16585724407365865,TRUE,FALSE,FALSE,0.16585724407365865
es_growth,growth,mcosmo,raw,unemp,re,no_bailout,none,-0.0016449466337974882,8.071317060960347e-4,-2.0380151360350203,177,180,-0.15142027606749198,TRUE,TRUE,FALSE,0.15142027606749198
es_growth,growth,mcosmo,raw,unemp,re,no_GR_ES,none,-7.049663454638325e-4,7.091587050353003e-4,-0.994088263259408,237,240,-0.06443876727635822,TRUE,FALSE,FALSE,0.06443876727635822
es_growth,growth,mcosmo,raw,unemp,pooled_cl,all,none,0.0022812109900277044,0.0015291928530427369,1.491774556419504,257,260,0.09265405398907656,TRUE,FALSE,TRUE,-0.09265405398907656
es_growth,growth,mcosmo,raw,unemp,pooled_cl,all,n_cy,0.002820734076493747,0.0015469140307324788,1.8234588480383116,257,260,0.11301550402349461,TRUE,FALSE,TRUE,-0.11301550402349461
es_growth,growth,mcosmo,raw,unemp,pooled_cl,y2004_2008,none,0.0020777344456207186,0.0024403647842644732,0.851403224230245,127,130,0.07533512724801941,TRUE,FALSE,TRUE,-0.07533512724801941
es_growth,growth,mcosmo,raw,unemp,pooled_cl,y2004_2008,n_cy,0.0014481303605239082,0.0025665444395996414,0.5642335032974547,127,130,0.05000499098924067,TRUE,FALSE,TRUE,-0.05000499098924067
es_growth,growth,mcosmo,raw,unemp,pooled_cl,y2009_2013,none,0.0011068448601194644,0.0010087461658183482,1.0972481458916212,127,130,0.09690677632263592,TRUE,FALSE,TRUE,-0.09690677632263592
es_growth,growth,mcosmo,raw,unemp,pooled_cl,y2009_2013,n_cy,0.0025472585094287598,0.001114989627381127,2.2845580325367933,127,130,0.198680353065219,TRUE,TRUE,TRUE,-0.198680353065219
es_growth,growth,mcosmo,raw,unemp,pooled_cl,no_bailout,none,5.551258073755573e-4,0.001554777342246127,0.3570452130294029,177,180,0.026827502328507807,TRUE,FALSE,TRUE,-0.026827502328507807
es_growth,growth,mcosmo,raw,unemp,pooled_cl,no_bailout,n_cy,5.045982279889318e-4,0.0017220335500201817,0.2930246207938388,177,180,0.022019738947252957,TRUE,FALSE,TRUE,-0.022019738947252957
es_growth,growth,mcosmo,raw,unemp,pooled_cl,no_GR_ES,none,0.0021052417840256576,0.0015682863948168388,1.3423835027731208,237,240,0.08686756188365,TRUE,FALSE,TRUE,-0.08686756188365
es_growth,growth,mcosmo,raw,unemp,pooled_cl,no_GR_ES,n_cy,0.0022799284947400966,0.0016287090267765362,1.3998378207876843,237,240,0.09055564555411935,TRUE,FALSE,TRUE,-0.09055564555411935
es_growth,growth,mutil,raw,none,fe_twoway,all,none,0.002028945469584893,3.960950736840204e-4,5.122369866188888,224,260,0.3238125821029961,TRUE,TRUE,TRUE,-0.3238125821029961
es_growth,growth,mutil,raw,none,fe_twoway,all,n_cy,0.0021592312266326694,3.9491355387084637e-4,5.467604759240121,224,260,0.3431391678691245,TRUE,TRUE,TRUE,-0.3431391678691245
es_growth,growth,mutil,raw,none,fe_twoway,y2004_2008,none,0.0013402787153163193,7.250673573327396e-4,1.848488560079052,99,130,0.18265473411613678,TRUE,FALSE,TRUE,-0.18265473411613678
es_growth,growth,mutil,raw,none,fe_twoway,y2004_2008,n_cy,0.00154693983206884,6.930074318663069e-4,2.232212471232591,99,130,0.21890457273197858,TRUE,TRUE,TRUE,-0.21890457273197858
es_growth,growth,mutil,raw,none,fe_twoway,y2009_2013,none,0.00135838705246431,4.423076242712501e-4,3.0711364171087947,99,130,0.2949311309793109,TRUE,TRUE,TRUE,-0.2949311309793109
es_growth,growth,mutil,raw,none,fe_twoway,y2009_2013,n_cy,0.0012301506478550673,4.180656109980211e-4,2.9424822695136488,99,130,0.2835895957873613,TRUE,TRUE,TRUE,-0.2835895957873613
es_growth,growth,mutil,raw,none,fe_twoway,no_bailout,none,0.0021936121448246156,5.495109160416668e-4,3.9919355208191796,152,180,0.3080436057778996,TRUE,TRUE,TRUE,-0.3080436057778996
es_growth,growth,mutil,raw,none,fe_twoway,no_bailout,n_cy,0.002455936389853681,5.708853390633938e-4,4.301978386558219,152,180,0.3294557521530385,TRUE,TRUE,TRUE,-0.3294557521530385
es_growth,growth,mutil,raw,none,fe_twoway,no_GR_ES,none,0.002153508741228542,4.0579034289387085e-4,5.306949213899267,206,240,0.34680482931264156,TRUE,TRUE,TRUE,-0.34680482931264156
es_growth,growth,mutil,raw,none,fe_twoway,no_GR_ES,n_cy,0.002334303316012885,4.127192799904276e-4,5.655910516385437,206,240,0.36662644885724927,TRUE,TRUE,TRUE,-0.36662644885724927
es_growth,growth,mutil,raw,none,fe_country,all,none,0.0021327374725119397,3.454558751744515e-4,6.1736899725179955,233,260,0.3749457933596208,TRUE,TRUE,TRUE,-0.3749457933596208
es_growth,growth,mutil,raw,none,fe_country,all,n_cy,0.002405632424713966,3.5913663188416725e-4,6.698376637585266,233,260,0.4018371647048618,TRUE,TRUE,TRUE,-0.4018371647048618
es_growth,growth,mutil,raw,none,fe_country,y2004_2008,none,0.001519121006729058,6.073985583270357e-4,2.5010283378235028,103,130,0.23927518909839668,TRUE,TRUE,TRUE,-0.23927518909839668
es_growth,growth,mutil,raw,none,fe_country,y2004_2008,n_cy,0.0018204530081213676,5.612109017362073e-4,3.2437948059980077,103,130,0.30444788792872407,TRUE,TRUE,TRUE,-0.30444788792872407
es_growth,growth,mutil,raw,none,fe_country,y2009_2013,none,-8.312315367225158e-4,4.137960669548733e-4,-2.008795160474945,103,130,-0.19416557056403902,TRUE,TRUE,FALSE,0.19416557056403902
es_growth,growth,mutil,raw,none,fe_country,y2009_2013,n_cy,-5.323635833742065e-4,3.9327458927877057e-4,-1.3536689068838959,103,130,-0.13221010459974825,TRUE,FALSE,FALSE,0.13221010459974825
es_growth,growth,mutil,raw,none,fe_country,no_bailout,none,0.001971188779868322,4.268131274649649e-4,4.618388360208362,161,180,0.34202824051588004,TRUE,TRUE,TRUE,-0.34202824051588004
es_growth,growth,mutil,raw,none,fe_country,no_bailout,n_cy,0.002149460030153355,4.5815648551004865e-4,4.691541205098168,161,180,0.3467987004479265,TRUE,TRUE,TRUE,-0.3467987004479265
es_growth,growth,mutil,raw,none,fe_country,no_GR_ES,none,0.0021800418350566156,3.489623903558191e-4,6.247211433970688,215,240,0.391963573819138,TRUE,TRUE,TRUE,-0.391963573819138
es_growth,growth,mutil,raw,none,fe_country,no_GR_ES,n_cy,0.0023883997031386318,3.699953033190816e-4,6.4552162735938605,215,240,0.4029242412091503,TRUE,TRUE,TRUE,-0.4029242412091503
es_growth,growth,mutil,raw,none,re,all,none,0.002165624116751662,3.4540273403883457e-4,6.269852271951544,258,260,0.3636233677081829,TRUE,TRUE,TRUE,-0.3636233677081829
es_growth,growth,mutil,raw,none,re,y2004_2008,none,0.0018044913111292735,6.172687791897103e-4,2.923347773231026,128,130,0.25017335499179233,TRUE,TRUE,TRUE,-0.25017335499179233
es_growth,growth,mutil,raw,none,re,y2009_2013,none,-8.301221332024167e-4,4.095422996299879e-4,-2.026950900926261,128,130,-0.17635094810360893,TRUE,TRUE,FALSE,0.17635094810360893
es_growth,growth,mutil,raw,none,re,no_bailout,none,0.002010523160529993,4.275278617728283e-4,4.702671662597529,178,180,0.332433441014315,TRUE,TRUE,TRUE,-0.332433441014315
es_growth,growth,mutil,raw,none,re,no_GR_ES,none,0.0022135861033235676,3.498058510618404e-4,6.328041959859154,238,240,0.3795006258933859,TRUE,TRUE,TRUE,-0.3795006258933859
es_growth,growth,mutil,raw,none,pooled_cl,all,none,0.0029235693691691544,8.033858066266656e-4,3.639060268496554,258,260,0.22095822430273218,TRUE,TRUE,TRUE,-0.22095822430273218
es_growth,growth,mutil,raw,none,pooled_cl,all,n_cy,0.003089487104270724,8.996677804297224e-4,3.434031062883061,258,260,0.20906880035276182,TRUE,TRUE,TRUE,-0.20906880035276182
es_growth,growth,mutil,raw,none,pooled_cl,y2004_2008,none,0.006339153579962731,0.0024979856791160875,2.5377061337700866,128,130,0.21886542222876412,TRUE,TRUE,TRUE,-0.21886542222876412
es_growth,growth,mutil,raw,none,pooled_cl,y2004_2008,n_cy,0.006704016339658565,0.002461900761029335,2.723105839918412,128,130,0.2340079676300048,TRUE,TRUE,TRUE,-0.2340079676300048
es_growth,growth,mutil,raw,none,pooled_cl,y2009_2013,none,-8.15797925390859e-4,4.974522820019517e-4,-1.6399521218552944,128,130,-0.14345342301843028,TRUE,FALSE,FALSE,0.14345342301843028
es_growth,growth,mutil,raw,none,pooled_cl,y2009_2013,n_cy,-8.325104415966809e-4,5.082283441839727e-4,-1.6380637780708311,128,130,-0.14329163524308489,TRUE,FALSE,FALSE,0.14329163524308489
es_growth,growth,mutil,raw,none,pooled_cl,no_bailout,none,0.0030111157716152803,9.900138291157857e-4,3.0414885964821403,178,180,0.22226676172965834,TRUE,TRUE,TRUE,-0.22226676172965834
es_growth,growth,mutil,raw,none,pooled_cl,no_bailout,n_cy,0.003302445021531354,0.0012707131275851952,2.5988910870915207,178,180,0.19120131671270532,TRUE,TRUE,TRUE,-0.19120131671270532
es_growth,growth,mutil,raw,none,pooled_cl,no_GR_ES,none,0.003098710702989081,8.541704255786429e-4,3.6277429072657412,238,240,0.22890791841599128,TRUE,TRUE,TRUE,-0.22890791841599128
es_growth,growth,mutil,raw,none,pooled_cl,no_GR_ES,n_cy,0.003324537211893498,9.767614644852032e-4,3.4036326501124585,238,240,0.21544364516553954,TRUE,TRUE,TRUE,-0.21544364516553954
es_growth,growth,mutil,raw,unemp,fe_twoway,all,none,0.0017738015585767502,4.249289398998487e-4,4.174348678145614,223,260,0.26921468207074106,TRUE,TRUE,TRUE,-0.26921468207074106
es_growth,growth,mutil,raw,unemp,fe_twoway,all,n_cy,0.0018538564089064452,4.191844436269182e-4,4.422531506337127,223,260,0.2839634417319848,TRUE,TRUE,TRUE,-0.2839634417319848
es_growth,growth,mutil,raw,unemp,fe_twoway,y2004_2008,none,0.001383685419609197,7.565959929895631e-4,1.8288299600184168,98,130,0.18166571837151535,TRUE,FALSE,TRUE,-0.18166571837151535
es_growth,growth,mutil,raw,unemp,fe_twoway,y2004_2008,n_cy,0.0015910478198563741,7.226660582142421e-4,2.201636290748127,98,130,0.2170947565034741,TRUE,TRUE,TRUE,-0.2170947565034741
es_growth,growth,mutil,raw,unemp,fe_twoway,y2009_2013,none,8.164759573765066e-4,4.56921024853737e-4,1.7869082685303552,98,130,0.17763434316732785,TRUE,FALSE,TRUE,-0.17763434316732785
es_growth,growth,mutil,raw,unemp,fe_twoway,y2009_2013,n_cy,8.543641210749985e-4,4.2988666273026193e-4,1.9874171383890562,98,130,0.19683203578039124,TRUE,TRUE,TRUE,-0.19683203578039124
es_growth,growth,mutil,raw,unemp,fe_twoway,no_bailout,none,0.0019325492977412264,5.805162915930521e-4,3.329018195919923,151,180,0.2614859088652447,TRUE,TRUE,TRUE,-0.2614859088652447
es_growth,growth,mutil,raw,unemp,fe_twoway,no_bailout,n_cy,0.002177949423257051,5.994898124212202e-4,3.6330048953805343,151,180,0.283518298192123,TRUE,TRUE,TRUE,-0.283518298192123
es_growth,growth,mutil,raw,unemp,fe_twoway,no_GR_ES,none,0.0018249391046422036,4.353347699436066e-4,4.192036176845251,205,240,0.28098854721035543,TRUE,TRUE,TRUE,-0.28098854721035543
es_growth,growth,mutil,raw,unemp,fe_twoway,no_GR_ES,n_cy,0.0019746383931689383,4.321354741852646e-4,4.569489225321903,205,240,0.3040384748155071,TRUE,TRUE,TRUE,-0.3040384748155071
es_growth,growth,mutil,raw,unemp,fe_country,all,none,0.0014521564078720682,3.548456047011313e-4,4.092361265387933,232,260,0.2594744931353777,TRUE,TRUE,TRUE,-0.2594744931353777
es_growth,growth,mutil,raw,unemp,fe_country,all,n_cy,0.0017198139875392534,3.623635709915839e-4,4.746100671303951,232,260,0.29748927999308145,TRUE,TRUE,TRUE,-0.29748927999308145
es_growth,growth,mutil,raw,unemp,fe_country,y2004_2008,none,0.0015851753169714503,5.93640535203763e-4,2.6702612489683673,102,130,0.2556119117152933,TRUE,TRUE,TRUE,-0.2556119117152933
es_growth,growth,mutil,raw,unemp,fe_country,y2004_2008,n_cy,0.0017832773322270798,5.546986301060582e-4,3.2148580065649663,102,130,0.30332181629959737,TRUE,TRUE,TRUE,-0.30332181629959737
es_growth,growth,mutil,raw,unemp,fe_country,y2009_2013,none,-9.996340669200445e-4,3.558295896322311e-4,-2.8093056228213613,102,130,-0.26798813002021277,TRUE,TRUE,FALSE,0.26798813002021277
es_growth,growth,mutil,raw,unemp,fe_country,y2009_2013,n_cy,-7.090685014481558e-4,3.546779612125217e-4,-1.9991896283154864,102,130,-0.19418143067684032,TRUE,TRUE,FALSE,0.19418143067684032
es_growth,growth,mutil,raw,unemp,fe_country,no_bailout,none,0.001713687073147758,4.283975154824818e-4,4.000226451401618,160,180,0.3015268621094634,TRUE,TRUE,TRUE,-0.3015268621094634
es_growth,growth,mutil,raw,unemp,fe_country,no_bailout,n_cy,0.0019150510010959353,4.522177060949593e-4,4.23479880439224,160,180,0.31747087977443234,TRUE,TRUE,TRUE,-0.31747087977443234
es_growth,growth,mutil,raw,unemp,fe_country,no_GR_ES,none,0.0016040634762693605,3.555772709180674e-4,4.511153010786707,214,240,0.29468268229729877,TRUE,TRUE,TRUE,-0.29468268229729877
es_growth,growth,mutil,raw,unemp,fe_country,no_GR_ES,n_cy,0.0018519385944167494,3.6545599919462606e-4,5.067473508433191,214,240,0.3273227824181995,TRUE,TRUE,TRUE,-0.3273227824181995
es_growth,growth,mutil,raw,unemp,re,all,none,0.0015268773321681563,3.551936005224162e-4,4.298718585927325,257,260,0.25899702814455217,TRUE,TRUE,TRUE,-0.25899702814455217
