construction,item_set,noop,cell_weight,cntry,year,n_cell,n_eff_cell,outcome,value
share,all,split,unweighted,LV,2011,1874,1874,mneg,0.3200895378189935
share,all,split,unweighted,LV,2012,1850,1850,mneg,0.2833037323037323
share,all,split,unweighted,LV,2013,929,929,mneg,0.2753378782442292
share,all,split,unweighted,MT,2004,484,484,mneg,0.2661594546408596
share,all,split,unweighted,MT,2005,948,948,mneg,0.25775639913298143
share,all,split,unweighted,MT,2006,480,480,mneg,0.28635333994708995
share,all,split,unweighted,MT,2007,470,470,mneg,0.2291227625802094
share,all,split,unweighted,MT,2008,916,916,mneg,0.21785930893463643
share,all,split,unweighted,MT,2009,459,459,mneg,0.2763888374999486
share,all,split,unweighted,MT,2010,941,941,mneg,0.26976792542679895
share,all,split,unweighted,MT,2011,901,901,mneg,0.2848608507043579
share,all,split,unweighted,MT,2012,924,924,mneg,0.27876355546810094
share,all,split,unweighted,MT,2013,446,446,mneg,0.24199053313403088
share,all,split,unweighted,NL,2004,1962,1962,mneg,0.3752118846155544
share,all,split,unweighted,NL,2005,2001,2001,mneg,0.3644631688484762
share,all,split,unweighted,NL,2006,985,985,mneg,0.3477020638695765
share,all,split,unweighted,NL,2007,971,971,mneg,0.32779115266241937
share,all,split,unweighted,NL,2008,2008,2008,mneg,0.3026904259971989
share,all,split,unweighted,NL,2009,967,967,mneg,0.3153744566360906
share,all,split,unweighted,NL,2010,1982,1982,mneg,0.3436008127985928
share,all,split,unweighted,NL,2011,1948,1948,mneg,0.3739209156688623
share,all,split,unweighted,NL,2012,1976,1976,mneg,0.3617615669867694
share,all,split,unweighted,NL,2013,987,987,mneg,0.43512793634374186
share,all,split,unweighted,PL,2004,955,955,mneg,0.25893002576248647
share,all,split,unweighted,PL,2005,1893,1893,mneg,0.26394766089694777
share,all,split,unweighted,PL,2006,957,957,mneg,0.2368234894096963
share,all,split,unweighted,PL,2007,957,957,mneg,0.19161773730739248
share,all,split,unweighted,PL,2008,1840,1840,mneg,0.1945613354037267
share,all,split,unweighted,PL,2009,902,902,mneg,0.2483964206525182
share,all,split,unweighted,PL,2010,1805,1805,mneg,0.248054177278554
share,all,split,unweighted,PL,2011,1812,1812,mneg,0.28488812358845467
share,all,split,unweighted,PL,2012,1831,1831,mneg,0.3109843263720926
share,all,split,unweighted,PL,2013,922,922,mneg,0.3039910980800352
share,all,split,unweighted,PT,2004,1724,1724,mneg,0.3198202190951611
share,all,split,unweighted,PT,2005,1786,1786,mneg,0.333061050558251
share,all,split,unweighted,PT,2006,843,843,mneg,0.4131100019000375
share,all,split,unweighted,PT,2007,898,898,mneg,0.33160064694029057
share,all,split,unweighted,PT,2008,1771,1771,mneg,0.3603172362489133
share,all,split,unweighted,PT,2009,941,941,mneg,0.36198672622689626
share,all,split,unweighted,PT,2010,1812,1812,mneg,0.43423013245033115
share,all,split,unweighted,PT,2011,1831,1831,mneg,0.48527159320441676
share,all,split,unweighted,PT,2012,1765,1765,mneg,0.49393902603534334
share,all,split,unweighted,PT,2013,894,894,mneg,0.5086302865665282
share,all,split,unweighted,RO,2004,977,977,mneg,0.10733106027374195
share,all,split,unweighted,RO,2005,1907,1907,mneg,0.1559029474865867
share,all,split,unweighted,RO,2006,906,906,mneg,0.14074555870913488
share,all,split,unweighted,RO,2007,967,967,mneg,0.1287025166032405
share,all,split,unweighted,RO,2008,1964,1964,mneg,0.17366160231486097
share,all,split,unweighted,RO,2009,959,959,mneg,0.16191469288445304
share,all,split,unweighted,RO,2010,1906,1906,mneg,0.22673213169015896
share,all,split,unweighted,RO,2011,1883,1883,mneg,0.1955871752605688
share,all,split,unweighted,RO,2012,1972,1972,mneg,0.223544613770273
share,all,split,unweighted,RO,2013,1030,1030,mneg,0.2416889771501422
share,all,split,unweighted,SE,2004,1984,1984,mneg,0.47193330163340247
share,all,split,unweighted,SE,2005,2044,2044,mneg,0.4509225051421724
share,all,split,unweighted,SE,2006,1005,1005,mneg,0.4001124193661507
share,all,split,unweighted,SE,2007,992,992,mneg,0.3967499206662513
share,all,split,unweighted,SE,2008,1973,1973,mneg,0.3653854972532114
share,all,split,unweighted,SE,2009,1021,1021,mneg,0.3453598827986683
share,all,split,unweighted,SE,2010,2028,2028,mneg,0.38971246948317956
share,all,split,unweighted,SE,2011,2036,2036,mneg,0.3814076694970605
share,all,split,unweighted,SE,2012,2006,2006,mneg,0.4175619757997624
share,all,split,unweighted,SE,2013,993,993,mneg,0.429390068362878
share,all,split,unweighted,SI,2004,967,967,mneg,0.2963605766863264
share,all,split,unweighted,SI,2005,1994,1994,mneg,0.3453108131142233
share,all,split,unweighted,SI,2006,985,985,mneg,0.3201469004768497
share,all,split,unweighted,SI,2007,970,970,mneg,0.3202385672746498
share,all,split,unweighted,SI,2008,1944,1944,mneg,0.34752805350799176
share,all,split,unweighted,SI,2009,989,989,mneg,0.3870489470085021
share,all,split,unweighted,SI,2010,1952,1952,mneg,0.40306846358332016
share,all,split,unweighted,SI,2011,1979,1979,mneg,0.4161660948674592
share,all,split,unweighted,SI,2012,1949,1949,mneg,0.41184131130257345
share,all,split,unweighted,SI,2013,979,979,mneg,0.4502712019565952
share,all,split,unweighted,SK,2004,1215,1215,mneg,0.306296533827398
share,all,split,unweighted,SK,2005,2155,2155,mneg,0.3292335661245174
share,all,split,unweighted,SK,2006,1060,1060,mneg,0.29016529330208574
share,all,split,unweighted,SK,2007,1093,1093,mneg,0.2580842736606689
share,all,split,unweighted,SK,2008,2011,2011,mneg,0.2864151374345308
share,all,split,unweighted,SK,2009,1000,1000,mneg,0.28825649350649346
share,all,split,unweighted,SK,2010,1970,1970,mneg,0.33541950857940706
share,all,split,unweighted,SK,2011,1919,1919,mneg,0.4025804084167815
share,all,split,unweighted,SK,2012,1896,1896,mneg,0.42623815471916743
share,all,split,unweighted,SK,2013,950,950,mneg,0.4312906508695982
share,all,split,unweighted,AT,2004,1975,1975,mpos,0.45516672919204565
share,all,split,unweighted,AT,2005,1989,1989,mpos,0.4558263868972768
share,all,split,unweighted,AT,2006,998,998,mpos,0.45500911635681174
share,all,split,unweighted,AT,2007,992,992,mpos,0.4861992985732905
share,all,split,unweighted,AT,2008,1947,1947,mpos,0.47353101016429217
share,all,split,unweighted,AT,2009,1017,1017,mpos,0.47583352406361257
share,all,split,unweighted,AT,2010,1975,1975,mpos,0.42615321106460347
share,all,split,unweighted,AT,2011,1976,1976,mpos,0.44341676373558964
share,all,split,unweighted,AT,2012,1970,1970,mpos,0.44062161329927824
share,all,split,unweighted,AT,2013,983,983,mpos,0.47401685011044115
share,all,split,unweighted,BE,2004,1877,1877,mpos,0.6129694685235442
share,all,split,unweighted,BE,2005,1980,1980,mpos,0.6243823937005755
share,all,split,unweighted,BE,2006,996,996,mpos,0.6344957446614072
share,all,split,unweighted,BE,2007,978,978,mpos,0.6692634592174469
share,all,split,unweighted,BE,2008,1958,1958,mpos,0.6967554265051711
share,all,split,unweighted,BE,2009,965,965,mpos,0.6017707652163611
share,all,split,unweighted,BE,2010,1937,1937,mpos,0.5928725908978878
share,all,split,unweighted,BE,2011,1979,1979,mpos,0.5941304176145005
share,all,split,unweighted,BE,2012,1999,1999,mpos,0.5444408559591152
share,all,split,unweighted,BE,2013,949,949,mpos,0.5613768709922555
share,all,split,unweighted,BG,2004,919,919,mpos,0.8126198248613917
share,all,split,unweighted,BG,2005,1875,1875,mpos,0.8061752055352055
share,all,split,unweighted,BG,2006,946,946,mpos,0.8042826330352757
share,all,split,unweighted,BG,2007,979,979,mpos,0.8496096600029184
share,all,split,unweighted,BG,2008,1836,1836,mpos,0.8663495953937131
share,all,split,unweighted,BG,2009,959,959,mpos,0.8485764091082131
share,all,split,unweighted,BG,2010,1929,1929,mpos,0.797445217935109
share,all,split,unweighted,BG,2011,1928,1928,mpos,0.8165866017914772
share,all,split,unweighted,BG,2012,1959,1959,mpos,0.8092566103285858
share,all,split,unweighted,BG,2013,960,960,mpos,0.8117609126984127
share,all,split,unweighted,CY,2004,485,485,mpos,0.7370164943876284
share,all,split,unweighted,CY,2005,1001,1001,mpos,0.6917541748960331
share,all,split,unweighted,CY,2006,495,495,mpos,0.7240259740259741
share,all,split,unweighted,CY,2007,494,494,mpos,0.6545381519065729
share,all,split,unweighted,CY,2008,987,987,mpos,0.695586935860492
share,all,split,unweighted,CY,2009,503,503,mpos,0.6310936688670288
share,all,split,unweighted,CY,2010,1003,1003,mpos,0.5667298775224997
share,all,split,unweighted,CY,2011,994,994,mpos,0.5734132846808903
share,all,split,unweighted,CY,2012,998,998,mpos,0.4563216259358544
share,all,split,unweighted,CY,2013,503,503,mpos,0.4235688433501555
share,all,split,unweighted,CZ,2004,1053,1053,mpos,0.6097737363406879
share,all,split,unweighted,CZ,2005,2183,2183,mpos,0.626405141659379
share,all,split,unweighted,CZ,2006,1031,1031,mpos,0.6523453672095767
share,all,split,unweighted,CZ,2007,1019,1019,mpos,0.6442740935871456
share,all,split,unweighted,CZ,2008,1949,1949,mpos,0.6369585505424398
share,all,split,unweighted,CZ,2009,1026,1026,mpos,0.621328257512468
share,all,split,unweighted,CZ,2010,1986,1986,mpos,0.551099637466707
share,all,split,unweighted,CZ,2011,1960,1960,mpos,0.5051329098905629
share,all,split,unweighted,CZ,2012,1913,1913,mpos,0.5039678390959103
share,all,split,unweighted,CZ,2013,953,953,mpos,0.5274579972901065
share,all,split,unweighted,DE,2004,3503,3503,mpos,0.5161217228231216
share,all,split,unweighted,DE,2005,3008,3008,mpos,0.5540649067244812
share,all,split,unweighted,DE,2006,1503,1503,mpos,0.557467776180351
share,all,split,unweighted,DE,2007,1486,1486,mpos,0.5670923121293242
share,all,split,unweighted,DE,2008,2986,2986,mpos,0.5482749900616611
share,all,split,unweighted,DE,2009,1469,1469,mpos,0.5904127488879021
share,all,split,unweighted,DE,2010,3030,3030,mpos,0.5118025786095093
share,all,split,unweighted,DE,2011,2989,2989,mpos,0.5099072250377035
share,all,split,unweighted,DE,2012,2997,2997,mpos,0.5149678529308159
share,all,split,unweighted,DE,2013,1512,1512,mpos,0.49805071471738144
share,all,split,unweighted,DK,2004,1967,1967,mpos,0.591738248194781
share,all,split,unweighted,DK,2005,2037,2037,mpos,0.6207975859301338
share,all,split,unweighted,DK,2006,982,982,mpos,0.6416059783167726
share,all,split,unweighted,DK,2007,984,984,mpos,0.6715069962783378
share,all,split,unweighted,DK,2008,1994,1994,mpos,0.6371635608345738
share,all,split,unweighted,DK,2009,985,985,mpos,0.5799925708808957
share,all,split,unweighted,DK,2010,2006,2006,mpos,0.5861169585371978
share,all,split,unweighted,DK,2011,1972,1972,mpos,0.6082974159039067
share,all,split,unweighted,DK,2012,1959,1959,mpos,0.5981613658872464
share,all,split,unweighted,DK,2013,992,992,mpos,0.5893321592162317
share,all,split,unweighted,EE,2004,956,956,mpos,0.5792396527229163
share,all,split,unweighted,EE,2005,1870,1870,mpos,0.5594987944319495
share,all,split,unweighted,EE,2006,925,925,mpos,0.5733637593637594
share,all,split,unweighted,EE,2007,946,946,mpos,0.7498625258931814
share,all,split,unweighted,EE,2008,1844,1844,mpos,0.7390025225437373
share,all,split,unweighted,EE,2009,943,943,mpos,0.726047400225555
share,all,split,unweighted,EE,2010,1850,1850,mpos,0.7051341991341992
share,all,split,unweighted,EE,2011,1866,1866,mpos,0.6361963881658416
share,all,split,unweighted,EE,2012,1874,1874,mpos,0.6530619342118809
share,all,split,unweighted,EE,2013,904,904,mpos,0.65377331923239
share,all,split,unweighted,ES,2004,1815,1815,mpos,0.7938492850889545
share,all,split,unweighted,ES,2005,1677,1677,mpos,0.7625996130021175
share,all,split,unweighted,ES,2006,819,819,mpos,0.7693912043728893
share,all,split,unweighted,ES,2007,868,868,mpos,0.7299543742228074
share,all,split,unweighted,ES,2008,1726,1726,mpos,0.704828808696132
share,all,split,unweighted,ES,2009,948,948,mpos,0.8456148282097649
share,all,split,unweighted,ES,2010,1732,1732,mpos,0.6525232529851467
share,all,split,unweighted,ES,2011,1764,1764,mpos,0.6182528088565503
share,all,split,unweighted,ES,2012,1733,1733,mpos,0.5841267551452202
share,all,split,unweighted,ES,2013,881,881,mpos,0.51285210879422
share,all,split,unweighted,FI,2004,1960,1960,mpos,0.5555761330506228
share,all,split,unweighted,FI,2005,1997,1997,mpos,0.5361961440328992
share,all,split,unweighted,FI,2006,975,975,mpos,0.5264760054760055
share,all,split,unweighted,FI,2007,995,995,mpos,0.572067480258435
share,all,split,unweighted,FI,2008,1917,1917,mpos,0.5730307772561294
share,all,split,unweighted,FI,2009,983,983,mpos,0.576088684684819
share,all,split,unweighted,FI,2010,1939,1939,mpos,0.5455377869508865
share,all,split,unweighted,FI,2011,1944,1944,mpos,0.5671269602596763
share,all,split,unweighted,FI,2012,1932,1932,mpos,0.5322252052065717
share,all,split,unweighted,FI,2013,925,925,mpos,0.5465953865953866
share,all,split,unweighted,FR,2004,1977,1977,mpos,0.6413283058199599
share,all,split,unweighted,FR,2005,1977,1977,mpos,0.62134292392259
share,all,split,unweighted,FR,2006,998,998,mpos,0.6291261816562418
share,all,split,unweighted,FR,2007,993,993,mpos,0.638036675196796
share,all,split,unweighted,FR,2008,1994,1994,mpos,0.657690028126337
share,all,split,unweighted,FR,2009,973,973,mpos,0.630216643012121
share,all,split,unweighted,FR,2010,1980,1980,mpos,0.6133149888831707
share,all,split,unweighted,FR,2011,1975,1975,mpos,0.5738034806262655
share,all,split,unweighted,FR,2012,1965,1965,mpos,0.5946437320101442
share,all,split,unweighted,FR,2013,974,974,mpos,0.5640716031629789
share,all,split,unweighted,GB,2004,2332,2332,mpos,0.5256495458039198
share,all,split,unweighted,GB,2005,2313,2313,mpos,0.5010517920375249
share,all,split,unweighted,GB,2006,1157,1157,mpos,0.5088232976089502
share,all,split,unweighted,GB,2007,1144,1144,mpos,0.5118960318042486
share,all,split,unweighted,GB,2008,2198,2198,mpos,0.47745441799126964
share,all,split,unweighted,GB,2009,1140,1140,mpos,0.48169018359807836
share,all,split,unweighted,GB,2010,2252,2252,mpos,0.43601551152616874
share,all,split,unweighted,GB,2011,2274,2274,mpos,0.41315007429783157
share,all,split,unweighted,GB,2012,2248,2248,mpos,0.40850472431878126
share,all,split,unweighted,GB,2013,1151,1151,mpos,0.44536478580787875
share,all,split,unweighted,GR,2004,1926,1926,mpos,0.7250444965787646
share,all,split,unweighted,GR,2005,1972,1972,mpos,0.6675151434659548
share,all,split,unweighted,GR,2006,989,989,mpos,0.649928980692378
share,all,split,unweighted,GR,2007,990,990,mpos,0.6876002084335417
share,all,split,unweighted,GR,2008,1967,1967,mpos,0.6609190716079378
share,all,split,unweighted,GR,2009,970,970,mpos,0.6939515181267758
share,all,split,unweighted,GR,2010,1909,1909,mpos,0.5750912552903124
share,all,split,unweighted,GR,2011,1947,1947,mpos,0.5366679303119981
share,all,split,unweighted,GR,2012,1910,1910,mpos,0.5051576913487908
share,all,split,unweighted,GR,2013,965,965,mpos,0.4833669036777845
share,all,split,unweighted,HU,2004,973,973,mpos,0.6971259413191582
share,all,split,unweighted,HU,2005,1917,1917,mpos,0.6769135388462462
share,all,split,unweighted,HU,2006,965,965,mpos,0.7056986594292294
share,all,split,unweighted,HU,2007,983,983,mpos,0.6460928864285934
share,all,split,unweighted,HU,2008,1890,1890,mpos,0.6555958679768203
share,all,split,unweighted,HU,2009,967,967,mpos,0.6098430754583806
share,all,split,unweighted,HU,2010,1947,1947,mpos,0.6535683713649816
share,all,split,unweighted,HU,2011,1930,1930,mpos,0.6130017262530216
share,all,split,unweighted,HU,2012,1930,1930,mpos,0.59739822353812
share,all,split,unweighted,HU,2013,970,970,mpos,0.663767795778105
share,all,split,unweighted,IE,2004,1802,1802,mpos,0.747651819447047
share,all,split,unweighted,IE,2005,1884,1884,mpos,0.7421643642981223
share,all,split,unweighted,IE,2006,956,956,mpos,0.7683519293351929
share,all,split,unweighted,IE,2007,942,942,mpos,0.7350781855558925
share,all,split,unweighted,IE,2008,1836,1836,mpos,0.7274327267382823
share,all,split,unweighted,IE,2009,943,943,mpos,0.7155266555054466
share,all,split,unweighted,IE,2010,1878,1878,mpos,0.6779324509356458
share,all,split,unweighted,IE,2011,1866,1866,mpos,0.6293754030892295
share,all,split,unweighted,IE,2012,1841,1841,mpos,0.6106414302095997
share,all,split,unweighted,IE,2013,925,925,mpos,0.5767571527571528
share,all,split,unweighted,IT,2004,1900,1900,mpos,0.7612340218261271
share,all,split,unweighted,IT,2005,1880,1880,mpos,0.7373782083755488
share,all,split,unweighted,IT,2006,902,902,mpos,0.7781596452328159
share,all,split,unweighted,IT,2007,938,938,mpos,0.7473334856330592
share,all,split,unweighted,IT,2008,1870,1870,mpos,0.700057295645531
share,all,split,unweighted,IT,2009,991,991,mpos,0.7238143289606458
share,all,split,unweighted,IT,2010,1873,1873,mpos,0.707110441613912
share,all,split,unweighted,IT,2011,1903,1903,mpos,0.6514790764790764
share,all,split,unweighted,IT,2012,1858,1858,mpos,0.5969266321526817
share,all,split,unweighted,IT,2013,925,925,mpos,0.6212930072930073
share,all,split,unweighted,LT,2004,930,930,mpos,0.8173711384195256
share,all,split,unweighted,LT,2005,1841,1841,mpos,0.7654795608760846
share,all,split,unweighted,LT,2006,939,939,mpos,0.7910298020521662
share,all,split,unweighted,LT,2007,980,980,mpos,0.8085649497894395
share,all,split,unweighted,LT,2008,1927,1927,mpos,0.7881541338209734
share,all,split,unweighted,LT,2009,976,976,mpos,0.7485960675253709
share,all,split,unweighted,LT,2010,1920,1920,mpos,0.746883060515873
share,all,split,unweighted,LT,2011,1945,1945,mpos,0.7428597951605663
share,all,split,unweighted,LT,2012,1918,1918,mpos,0.7414389688633694
share,all,split,unweighted,LT,2013,966,966,mpos,0.7461520765868592
share,all,split,unweighted,LU,2004,1096,1096,mpos,0.6494359578985491
share,all,split,unweighted,LU,2005,999,999,mpos,0.6695001750557307
share,all,split,unweighted,LU,2006,493,493,mpos,0.6340889052349499
share,all,split,unweighted,LU,2007,500,500,mpos,0.668262432012432
share,all,split,unweighted,LU,2008,973,973,mpos,0.6725597429862589
share,all,split,unweighted,LU,2009,498,498,mpos,0.7737751873294042
share,all,split,unweighted,LU,2010,992,992,mpos,0.6965093206524658
share,all,split,unweighted,LU,2011,978,978,mpos,0.7091543965010222
share,all,split,unweighted,LU,2012,987,987,mpos,0.675866866444374
share,all,split,unweighted,LU,2013,489,489,mpos,0.6211553386400013
share,all,split,unweighted,LV,2004,943,943,mpos,0.5453274220771569
share,all,split,unweighted,LV,2005,1909,1909,mpos,0.6307232884105592
share,all,split,unweighted,LV,2006,956,956,mpos,0.704957826924354
share,all,split,unweighted,LV,2007,949,949,mpos,0.7110992508252781
share,all,split,unweighted,LV,2008,1895,1895,mpos,0.6147122754114838
share,all,split,unweighted,LV,2009,969,969,mpos,0.6482960652465297
share,all,split,unweighted,LV,2010,1889,1889,mpos,0.6674407646350473
share,all,split,unweighted,LV,2011,1874,1874,mpos,0.6671036318715081
share,all,split,unweighted,LV,2012,1850,1850,mpos,0.7102097812097812
share,all,split,unweighted,LV,2013,929,929,mpos,0.6934457600765459
share,all,split,unweighted,MT,2004,484,484,mpos,0.7235099668467437
share,all,split,unweighted,MT,2005,948,948,mpos,0.7243111114155418
share,all,split,unweighted,MT,2006,480,480,mpos,0.6886466600529101
share,all,split,unweighted,MT,2007,470,470,mpos,0.7538559608240459
share,all,split,unweighted,MT,2008,916,916,mpos,0.7712236604976779
share,all,split,unweighted,MT,2009,459,459,mpos,0.7105392670752148
share,all,split,unweighted,MT,2010,941,941,mpos,0.7111034879632117
share,all,split,unweighted,MT,2011,901,901,mpos,0.6984909805941992
share,all,split,unweighted,MT,2012,924,924,mpos,0.7125784358738905
share,all,split,unweighted,MT,2013,446,446,mpos,0.7535251619332336
share,all,split,unweighted,NL,2004,1962,1962,mpos,0.6120460154863825
share,all,split,unweighted,NL,2005,2001,2001,mpos,0.6200445772784603
share,all,split,unweighted,NL,2006,985,985,mpos,0.6279324538969209
share,all,split,unweighted,NL,2007,971,971,mpos,0.6464621944024622
share,all,split,unweighted,NL,2008,2008,2008,mpos,0.6828673429271038
share,all,split,unweighted,NL,2009,967,967,mpos,0.67842078638355785
share,all,split,unweighted,NL,2010,1982,1982,mpos,0.6488310741842528
share,all,split,unweighted,NL,2011,1948,1948,mpos,0.618892226014916
share,all,split,unweighted,NL,2012,1976,1976,mpos,0.6301412670213278
share,all,split,unweighted,NL,2013,987,987,mpos,0.5486613240412632
share,all,split,unweighted,PL,2004,955,955,mpos,0.7347872517244245
share,all,split,unweighted,PL,2005,1893,1893,mpos,0.7297131948875214
share,all,split,unweighted,PL,2006,957,957,mpos,0.754817053954985
share,all,split,unweighted,PL,2007,957,957,mpos,0.8073373306131927
share,all,split,unweighted,PL,2008,1840,1840,mpos,0.795656055900621
share,all,split,unweighted,PL,2009,902,902,mpos,0.7405171048463731
share,all,split,unweighted,PL,2010,1805,1805,mpos,0.7452976232754627
share,all,split,unweighted,PL,2011,1812,1812,mpos,0.7106968653740177
share,all,split,unweighted,PL,2012,1831,1831,mpos,0.6851926261128883
share,all,split,unweighted,PL,2013,922,922,mpos,0.6916705071260385
share,all,split,unweighted,PT,2004,1724,1724,mpos,0.6691588992343053
share,all,split,unweighted,PT,2005,1786,1786,mpos,0.6618997557127456
share,all,split,unweighted,PT,2006,843,843,mpos,0.570282643414316
share,all,split,unweighted,PT,2007,898,898,mpos,0.6494683953759677
share,all,split,unweighted,PT,2008,1771,1771,mpos,0.6357301945811262
share,all,split,unweighted,PT,2009,941,941,mpos,0.6326997774925511
share,all,split,unweighted,PT,2010,1812,1812,mpos,0.5624586092715231
share,all,split,unweighted,PT,2011,1831,1831,mpos,0.5043515635405312
share,all,split,unweighted,PT,2012,1765,1765,mpos,0.4896303790638068
share,all,split,unweighted,PT,2013,894,894,mpos,0.47459118994353894
share,all,split,unweighted,RO,2004,977,977,mpos,0.8906218568194003
share,all,split,unweighted,RO,2005,1907,1907,mpos,0.8378044463256838
share,all,split,unweighted,RO,2006,906,906,mpos,0.8548394302533375
share,all,split,unweighted,RO,2007,967,967,mpos,0.8609562217628401
share,all,split,unweighted,RO,2008,1964,1964,mpos,0.8237925728378885
share,all,split,unweighted,RO,2009,959,959,mpos,0.8287005313074135
share,all,split,unweighted,RO,2010,1906,1906,mpos,0.7617253709331359
share,all,split,unweighted,RO,2011,1883,1883,mpos,0.7964468130559474
share,all,split,unweighted,RO,2012,1972,1972,mpos,0.7632708020512281
share,all,split,unweighted,RO,2013,1030,1030,mpos,0.753456653917819
share,all,split,unweighted,SE,2004,1984,1984,mpos,0.5240344403020815
share,all,split,unweighted,SE,2005,2044,2044,mpos,0.5456528373235809
share,all,split,unweighted,SE,2006,1005,1005,mpos,0.5959074811313617
share,all,split,unweighted,SE,2007,992,992,mpos,0.5982097567531035
share,all,split,unweighted,SE,2008,1973,1973,mpos,0.6290392366545433
share,all,split,unweighted,SE,2009,1021,1021,mpos,0.6487635256244463
share,all,split,unweighted,SE,2010,2028,2028,mpos,0.6033841774596213
share,all,split,unweighted,SE,2011,2036,2036,mpos,0.6136807391473403
share,all,split,unweighted,SE,2012,2006,2006,mpos,0.5734649434425108
share,all,split,unweighted,SE,2013,993,993,mpos,0.5605394381829427
share,all,split,unweighted,SI,2004,967,967,mpos,0.6984687924967139
share,all,split,unweighted,SI,2005,1994,1994,mpos,0.6411485650201798
share,all,split,unweighted,SI,2006,985,985,mpos,0.6646246731272112
share,all,split,unweighted,SI,2007,970,970,mpos,0.6766686492201955
share,all,split,unweighted,SI,2008,1944,1944,mpos,0.6468135102780165
share,all,split,unweighted,SI,2009,989,989,mpos,0.5998064624960479
share,all,split,unweighted,SI,2010,1952,1952,mpos,0.5861733396953684
share,all,split,unweighted,SI,2011,1979,1979,mpos,0.5727171795135413
share,all,split,unweighted,SI,2012,1949,1949,mpos,0.5671222597595096
share,all,split,unweighted,SI,2013,979,979,mpos,0.5272568879310453
share,all,split,unweighted,SK,2004,1215,1215,mpos,0.6879421493001739
share,all,split,unweighted,SK,2005,2155,2155,mpos,0.6693743225065731
share,all,split,unweighted,SK,2006,1060,1060,mpos,0.7032309331130085
share,all,split,unweighted,SK,2007,1093,1093,mpos,0.7391709870895599
share,all,split,unweighted,SK,2008,2011,2011,mpos,0.7115958023963991
share,all,split,unweighted,SK,2009,1000,1000,mpos,0.7087435064935065
share,all,split,unweighted,SK,2010,1970,1970,mpos,0.6625500345678011
share,all,split,unweighted,SK,2011,1919,1919,mpos,0.5953351726150058
share,all,split,unweighted,SK,2012,1896,1896,mpos,0.5700698621584698
share,all,split,unweighted,SK,2013,950,950,mpos,0.5644988228146123
share,all,split,unweighted,AT,2004,1975,1975,mutil,0.07524322231917167
share,all,split,unweighted,AT,2005,1989,1989,mutil,0.08206175144335023
share,all,split,unweighted,AT,2006,998,998,mutil,0.08879230322116094
share,all,split,unweighted,AT,2007,992,992,mutil,0.08951369251268444
share,all,split,unweighted,AT,2008,1947,1947,mutil,0.0814781377955492
share,all,split,unweighted,AT,2009,1017,1017,mutil,0.08168708817676369
share,all,split,unweighted,AT,2010,1975,1975,mutil,0.0713625109068147
share,all,split,unweighted,AT,2011,1976,1976,mutil,0.07671672822229503
share,all,split,unweighted,AT,2012,1970,1970,mutil,0.08257955242726817
share,all,split,unweighted,AT,2013,983,983,mutil,0.0815970539012248
share,all,split,unweighted,BE,2004,1877,1877,mutil,0.09951345049906583
share,all,split,unweighted,BE,2005,1980,1980,mutil,0.09988252348100833
share,all,split,unweighted,BE,2006,996,996,mutil,0.10238839975285757
share,all,split,unweighted,BE,2007,978,978,mutil,0.12794597472511582
share,all,split,unweighted,BE,2008,1958,1958,mutil,0.14681058783459194
share,all,split,unweighted,BE,2009,965,965,mutil,0.10361787607901597
share,all,split,unweighted,BE,2010,1937,1937,mutil,0.10114761908773266
share,all,split,unweighted,BE,2011,1979,1979,mutil,0.10365580323892602
share,all,split,unweighted,BE,2012,1999,1999,mutil,0.0921923554739963
share,all,split,unweighted,BE,2013,949,949,mutil,0.10121969413328738
share,all,split,unweighted,BG,2004,919,919,mutil,0.2718646907439073
share,all,split,unweighted,BG,2005,1875,1875,mutil,0.26265220261220257
share,all,split,unweighted,BG,2006,946,946,mutil,0.2698442443157031
share,all,split,unweighted,BG,2007,979,979,mutil,0.19745366992558003
share,all,split,unweighted,BG,2008,1836,1836,mutil,0.21383571947297436
share,all,split,unweighted,BG,2009,959,959,mutil,0.20942954045143825
share,all,split,unweighted,BG,2010,1929,1929,mutil,0.17607301258156624
share,all,split,unweighted,BG,2011,1928,1928,mutil,0.17192913126523085
share,all,split,unweighted,BG,2012,1959,1959,mutil,0.16390361382704413
share,all,split,unweighted,BG,2013,960,960,mutil,0.14334325396825395
share,all,split,unweighted,CY,2004,485,485,mutil,0.1299278957010916
share,all,split,unweighted,CY,2005,1001,1001,mutil,0.11272186022435772
share,all,split,unweighted,CY,2006,495,495,mutil,0.11503206669873337
share,all,split,unweighted,CY,2007,494,494,mutil,0.12071773255983782
share,all,split,unweighted,CY,2008,987,987,mutil,0.11626789005208457
share,all,split,unweighted,CY,2009,503,503,mutil,0.11807581638595555
share,all,split,unweighted,CY,2010,1003,1003,mutil,0.09355910789111187
share,all,split,unweighted,CY,2011,994,994,mutil,0.10794041359936732
share,all,split,unweighted,CY,2012,998,998,mutil,0.07861881772202413
share,all,split,unweighted,CY,2013,503,503,mutil,0.053040244491536735
share,all,split,unweighted,CZ,2004,1053,1053,mutil,0.10652833501836351
share,all,split,unweighted,CZ,2005,2183,2183,mutil,0.11182819954006394
share,all,split,unweighted,CZ,2006,1031,1031,mutil,0.1135282784894812
share,all,split,unweighted,CZ,2007,1019,1019,mutil,0.09967750600724104
