construction,item_set,noop,cell_weight,cntry,year,n_cell,n_eff_cell,outcome,value
count,un,drop,design,PL,2012,1779,1636.4899933685508,mcosmo,1.2793662138419506
count,un,drop,design,PL,2013,891,793.7119701316428,mcosmo,1.2907646965546036
count,un,drop,design,PT,2004,1625,1537.7071162670215,mcosmo,1.2387373026478739
count,un,drop,design,PT,2005,1672,1424.8557319492256,mcosmo,1.4400625775723748
count,un,drop,design,PT,2006,770,651.625246258588,mcosmo,1.3886246327979583
count,un,drop,design,PT,2007,839,813.8523055553691,mcosmo,1.4344440743702904
count,un,drop,design,PT,2008,1695,1662.6116227148816,mcosmo,1.1930189346109905
count,un,drop,design,PT,2009,891,867.7621873984499,mcosmo,1.2660256124194842
count,un,drop,design,PT,2010,1693,1635.0855122845062,mcosmo,1.2646382865218955
count,un,drop,design,PT,2011,1688,1649.0169012503277,mcosmo,1.0440487854044114
count,un,drop,design,PT,2012,1613,1565.5352135983826,mcosmo,0.9847564562338348
count,un,drop,design,PT,2013,800,778.2362511896907,mcosmo,0.9806783026662554
count,un,drop,design,RO,2004,975,969.0849619049758,mcosmo,2.518273086191994
count,un,drop,design,RO,2005,1879,1666.0942758303377,mcosmo,2.095582120511372
count,un,drop,design,RO,2006,891,853.7492030484809,mcosmo,1.9785363727774272
count,un,drop,design,RO,2007,953,911.0988294587415,mcosmo,1.8401741615819607
count,un,drop,design,RO,2008,1948,1843.602999754491,mcosmo,1.773898779028562
count,un,drop,design,RO,2009,946,897.1794815135892,mcosmo,1.6403034485665215
count,un,drop,design,RO,2010,1871,1794.1075705499165,mcosmo,1.5471876537258944
count,un,drop,design,RO,2011,1850,1779.2015651605398,mcosmo,1.4522448105432484
count,un,drop,design,RO,2012,1928,1832.7419970754597,mcosmo,1.626425314408989
count,un,drop,design,RO,2013,1017,961.2547276167265,mcosmo,1.5593723331077114
count,un,drop,design,SE,2004,1973,1936.7935172417042,mcosmo,2.111674158591552
count,un,drop,design,SE,2005,2035,1899.0571284609262,mcosmo,2.193030564062192
count,un,drop,design,SE,2006,1001,890.7483488416029,mcosmo,2.2310466592149734
count,un,drop,design,SE,2007,987,798.4422346727305,mcosmo,2.194622106942729
count,un,drop,design,SE,2008,1962,1736.9544035108058,mcosmo,2.039202838183039
count,un,drop,design,SE,2009,1014,781.7136007960582,mcosmo,2.2097936116318966
count,un,drop,design,SE,2010,2013,1547.4982189207478,mcosmo,2.0797105238897577
count,un,drop,design,SE,2011,2026,1462.2290124796675,mcosmo,2.060636515070076
count,un,drop,design,SE,2012,1986,1380.5037510646553,mcosmo,1.948339786985901
count,un,drop,design,SE,2013,983,632.9807477941234,mcosmo,1.8415217564220654
count,un,drop,design,SI,2004,960,906.9550320211803,mcosmo,2.207005016542255
count,un,drop,design,SI,2005,1946,1859.7647469195088,mcosmo,2.030869736147417
count,un,drop,design,SI,2006,960,917.9374465885962,mcosmo,1.9249200095073609
count,un,drop,design,SI,2007,962,885.5943172164763,mcosmo,1.7121000478085475
count,un,drop,design,SI,2008,1909,1754.480257437279,mcosmo,1.495042075410975
count,un,drop,design,SI,2009,974,909.6242942297112,mcosmo,1.5885580045133914
count,un,drop,design,SI,2010,1918,1786.7761625327057,mcosmo,1.4314785943277395
count,un,drop,design,SI,2011,1943,1816.0411074679791,mcosmo,1.5591612289445802
count,un,drop,design,SI,2012,1877,1813.4209232554465,mcosmo,1.3952286444455042
count,un,drop,design,SI,2013,943,908.3534684068378,mcosmo,1.3520266596937613
count,un,drop,design,SK,2004,1202,951.6091055446763,mcosmo,1.8227041712726137
count,un,drop,design,SK,2005,2140,1773.4278566325959,mcosmo,1.7438458787504005
count,un,drop,design,SK,2006,1049,912.2413226062108,mcosmo,1.7225337346738412
count,un,drop,design,SK,2007,1089,833.4965832508194,mcosmo,1.7909303296504804
count,un,drop,design,SK,2008,1998,1605.0368072366941,mcosmo,1.67363784027895
count,un,drop,design,SK,2009,986,828.4738431093302,mcosmo,1.6058172727099351
count,un,drop,design,SK,2010,1944,1723.4398123792387,mcosmo,1.5430933302858043
count,un,drop,design,SK,2011,1886,1655.8340244238389,mcosmo,1.4584993141553433
count,un,drop,design,SK,2012,1860,1650.299058475852,mcosmo,1.3856099035350016
count,un,drop,design,SK,2013,918,774.3308761195227,mcosmo,1.3672743530227744
count,un,drop,design,AT,2004,1936,1183.7427141221335,mlib,0.7858452350629144
count,un,drop,design,AT,2005,1958,1694.6553037907784,mlib,0.7495290543903179
count,un,drop,design,AT,2006,987,848.8652615951627,mlib,0.7451876336768424
count,un,drop,design,AT,2007,979,864.97282666739045,mlib,0.7958636221593101
count,un,drop,design,AT,2008,1939,1703.0800893169176,mlib,0.8337715626254768
count,un,drop,design,AT,2009,1010,966.2820534272059,mlib,0.8877990303544193
count,un,drop,design,AT,2010,1967,1839.6863461373398,mlib,0.9728619682792655
count,un,drop,design,AT,2011,1963,1777.9041168040355,mlib,0.9316500527998158
count,un,drop,design,AT,2012,1956,1771.6050125806298,mlib,0.9965175710256874
count,un,drop,design,AT,2013,972,830.7465691191104,mlib,0.948019494912027
count,un,drop,design,BE,2004,1852,1765.1678223329386,mlib,0.4377608597641106
count,un,drop,design,BE,2005,1940,1833.5103641209123,mlib,0.48447333516955576
count,un,drop,design,BE,2006,967,903.2411009067637,mlib,0.4529641751623189
count,un,drop,design,BE,2007,968,942.117128883221,mlib,0.4370086044503494
count,un,drop,design,BE,2008,1948,1796.2504858214338,mlib,0.3294342664270617
count,un,drop,design,BE,2009,942,891.6599659617856,mlib,0.4786515471094119
count,un,drop,design,BE,2010,1915,1810.2528730519377,mlib,0.4789826830010509
count,un,drop,design,BE,2011,1960,1771.8439649365112,mlib,0.5062272763304455
count,un,drop,design,BE,2012,1957,1816.8600586048315,mlib,0.5217946488240027
count,un,drop,design,BE,2013,923,869.1342434017896,mlib,0.4732100235163136
count,un,drop,design,BG,2004,895,857.4730435829472,mlib,0.17447570834054085
count,un,drop,design,BG,2005,1847,1802.0812263862451,mlib,0.16125007981066625
count,un,drop,design,BG,2006,927,902.6757693782481,mlib,0.13453561303446032
count,un,drop,design,BG,2007,965,908.4329681257292,mlib,0.11479381597155146
count,un,drop,design,BG,2008,1808,1711.485210060302,mlib,0.10832509247663404
count,un,drop,design,BG,2009,948,903.6235148946098,mlib,0.11439961671787915
count,un,drop,design,BG,2010,1893,1826.607946223821,mlib,0.15921575598651283
count,un,drop,design,BG,2011,1895,1746.4203326868299,mlib,0.14773790945884768
count,un,drop,design,BG,2012,1921,1806.6907352446626,mlib,0.16724751744134278
count,un,drop,design,BG,2013,947,868.6046636622767,mlib,0.1587116494914217
count,un,drop,design,CY,2004,478,418.4655633625743,mlib,0.30059707688530457
count,un,drop,design,CY,2005,989,876.2689159033506,mlib,0.26875518169440754
count,un,drop,design,CY,2006,489,450.9714697861572,mlib,0.2211874136616357
count,un,drop,design,CY,2007,491,419.4327444197852,mlib,0.32510136111174226
count,un,drop,design,CY,2008,980,744.6001958197515,mlib,0.24114809945943574
count,un,drop,design,CY,2009,502,433.45837932140284,mlib,0.2536007508788152
count,un,drop,design,CY,2010,990,984.0362346848016,mlib,0.30445872139908275
count,un,drop,design,CY,2011,984,981.8119556195187,mlib,0.26927488563017904
count,un,drop,design,CY,2012,986,984.843062765413,mlib,0.3681756404443418
count,un,drop,design,CY,2013,481,480.5088014587971,mlib,0.3574452276132994
count,un,drop,design,CZ,2004,1045,801.163706532285,mlib,0.5403698099561292
count,un,drop,design,CZ,2005,2162,1867.345302580684,mlib,0.5519529164445942
count,un,drop,design,CZ,2006,1022,873.2792614145142,mlib,0.4658030359545603
count,un,drop,design,CZ,2007,1012,853.2654220791517,mlib,0.4703726706051672
count,un,drop,design,CZ,2008,1925,1553.7447065176582,mlib,0.3928362302957127
count,un,drop,design,CZ,2009,1015,923.6200592838819,mlib,0.4671131773240147
count,un,drop,design,CZ,2010,1959,1844.6013301454607,mlib,0.5780983856759124
count,un,drop,design,CZ,2011,1930,1854.9410412261393,mlib,0.6522165010636162
count,un,drop,design,CZ,2012,1877,1724.608919741879,mlib,0.7267224875176344
count,un,drop,design,CZ,2013,940,890.640892139588,mlib,0.7543555355195416
count,un,drop,design,DE,2004,3469,3017.6889701704254,mlib,0.7774151401410522
count,un,drop,design,DE,2005,2982,2368.974888985824,mlib,0.7730577947670918
count,un,drop,design,DE,2006,1489,1177.9516851221297,mlib,0.8146357987099567
count,un,drop,design,DE,2007,1475,1192.5587466901666,mlib,0.7904599853680506
count,un,drop,design,DE,2008,2956,2365.355121752648,mlib,0.7234305515183895
count,un,drop,design,DE,2009,1449,1097.5244623054812,mlib,0.7533946157961998
count,un,drop,design,DE,2010,3013,2350.6329569439563,mlib,0.864713591922616
count,un,drop,design,DE,2011,2970,2259.432142363871,mlib,0.9031217230301818
count,un,drop,design,DE,2012,2982,2375.7576124376988,mlib,0.8908481030155478
count,un,drop,design,DE,2013,1501,1187.506907908296,mlib,0.920543038644504
count,un,drop,design,DK,2004,1959,1839.6427683100542,mlib,0.7061043672034607
count,un,drop,design,DK,2005,2015,1775.9407121556908,mlib,0.6130361191315191
count,un,drop,design,DK,2006,971,843.1652779100093,mlib,0.6167223144093851
count,un,drop,design,DK,2007,975,915.3994103134951,mlib,0.5983658187960721
count,un,drop,design,DK,2008,1986,1816.894980619801,mlib,0.5348067964393549
count,un,drop,design,DK,2009,978,877.3672936337894,mlib,0.6247976721918086
count,un,drop,design,DK,2010,2000,1752.5906174669742,mlib,0.5095383026990968
count,un,drop,design,DK,2011,1967,1760.814124515504,mlib,0.5759048086542535
count,un,drop,design,DK,2012,1948,1631.223395932834,mlib,0.5744616789738598
count,un,drop,design,DK,2013,986,865.8514727829953,mlib,0.5349972940106084
count,un,drop,design,EE,2004,942,868.0381163946679,mlib,0.6463266915168666
count,un,drop,design,EE,2005,1845,1664.1460643369785,mlib,0.6733746596534574
count,un,drop,design,EE,2006,908,838.2175321803294,mlib,0.6118116169815326
count,un,drop,design,EE,2007,924,849.97737638522494,mlib,0.41053174541772336
count,un,drop,design,EE,2008,1823,1699.2562201693897,mlib,0.3567605104993008
count,un,drop,design,EE,2009,931,896.0232257457677,mlib,0.37307717865891826
count,un,drop,design,EE,2010,1820,1751.8218129939164,mlib,0.3861212697515894
count,un,drop,design,EE,2011,1803,1679.1830772308724,mlib,0.4337692463254465
count,un,drop,design,EE,2012,1817,1675.7077970403122,mlib,0.4857260642549196
count,un,drop,design,EE,2013,886,803.409354960542,mlib,0.4389970196554879
count,un,drop,design,ES,2004,1768,1706.2753809174458,mlib,0.21100786707467667
count,un,drop,design,ES,2005,1606,1524.7276291728595,mlib,0.23095906411983907
count,un,drop,design,ES,2006,760,705.8944198741731,mlib,0.19663718421687962
count,un,drop,design,ES,2007,808,739.5959588622974,mlib,0.19993663524374053
count,un,drop,design,ES,2008,1629,1538.7883662712575,mlib,0.18295848054833808
count,un,drop,design,ES,2009,917,884.126493268789,mlib,0.187006146888739
count,un,drop,design,ES,2010,1651,1621.2228567117907,mlib,0.31471930386298747
count,un,drop,design,ES,2011,1653,1623.5757115252043,mlib,0.36454056436424487
count,un,drop,design,ES,2012,1625,1601.9289343325868,mlib,0.46945787016193763
count,un,drop,design,ES,2013,799,779.1090854446641,mlib,0.572459071446562
count,un,drop,design,FI,2004,1939,1802.4787527881467,mlib,0.8141093630409
count,un,drop,design,FI,2005,1981,1759.585669620252,mlib,0.7935575438875844
count,un,drop,design,FI,2006,960,873.42597926447,mlib,0.8537876349039889
count,un,drop,design,FI,2007,981,845.0354310219923,mlib,0.8123605757630441
count,un,drop,design,FI,2008,1881,1622.9954492204863,mlib,0.6827372219083468
count,un,drop,design,FI,2009,971,892.5652656147558,mlib,0.7581718938552514
count,un,drop,design,FI,2010,1922,1678.2931985501432,mlib,0.7629807908268565
count,un,drop,design,FI,2011,1926,1551.1348486962092,mlib,0.7096876005249493
count,un,drop,design,FI,2012,1915,1310.28036403605,mlib,0.7619896493016172
count,un,drop,design,FI,2013,913,537.4537254649765,mlib,0.7553324090617731
count,un,drop,design,FR,2004,1949,1911.2579343060072,mlib,0.45838284169550897
count,un,drop,design,FR,2005,1941,1839.822437954027,mlib,0.44217830891629323
count,un,drop,design,FR,2006,984,906.2223298556479,mlib,0.48798968248869584
count,un,drop,design,FR,2007,979,937.0420203725924,mlib,0.5084287279335405
count,un,drop,design,FR,2008,1973,1864.4241805751947,mlib,0.4089368891847117
count,un,drop,design,FR,2009,961,907.5160398854447,mlib,0.5041912853069463
count,un,drop,design,FR,2010,1955,1812.7415747552466,mlib,0.49692593833404836
count,un,drop,design,FR,2011,1949,1819.3456186421797,mlib,0.5642967736064232
count,un,drop,design,FR,2012,1937,1788.9692603317003,mlib,0.4839098914607337
count,un,drop,design,FR,2013,956,871.2191296260777,mlib,0.5736216874300061
count,un,drop,design,GB,2004,2272,2019.9512416615303,mlib,0.6229402597196023
count,un,drop,design,GB,2005,2250,1984.7848208938688,mlib,0.6263714137736437
count,un,drop,design,GB,2006,1122,1017.505354646877,mlib,0.6025048265135232
count,un,drop,design,GB,2007,1123,994.6607222409428,mlib,0.5625588019223347
count,un,drop,design,GB,2008,2145,1906.0330422049528,mlib,0.5502183689635728
count,un,drop,design,GB,2009,1108,1035.891233008443,mlib,0.6145273389623938
count,un,drop,design,GB,2010,2187,1968.7484394678625,mlib,0.6561968220274519
count,un,drop,design,GB,2011,2203,2025.3614294369536,mlib,0.6636508938353407
count,un,drop,design,GB,2012,2163,1870.8136330257173,mlib,0.6881974602666538
count,un,drop,design,GB,2013,1113,979.5330623259047,mlib,0.6286925093926217
count,un,drop,design,GR,2004,1849,1765.1542237620993,mlib,0.2112447504436804
count,un,drop,design,GR,2005,1922,1737.2266992692373,mlib,0.272289540802741
count,un,drop,design,GR,2006,961,855.7354432264647,mlib,0.27211906209164616
count,un,drop,design,GR,2007,970,907.5798304321463,mlib,0.23459322782724326
count,un,drop,design,GR,2008,1922,1855.0861061728126,mlib,0.2536061650374594
count,un,drop,design,GR,2009,944,898.7277736972022,mlib,0.24651702287026125
count,un,drop,design,GR,2010,1801,1742.4590267428796,mlib,0.3239084398206909
count,un,drop,design,GR,2011,1819,1742.8030060566596,mlib,0.3209434769656544
count,un,drop,design,GR,2012,1749,1670.6970790478695,mlib,0.31262853994890466
count,un,drop,design,GR,2013,848,814.1777226450484,mlib,0.3618221680922854
count,un,drop,design,HU,2004,939,807.8979055145774,mlib,0.2260463302560135
count,un,drop,design,HU,2005,1830,1612.8767683676692,mlib,0.20857236513913313
count,un,drop,design,HU,2006,908,794.5943679186714,mlib,0.1904352444118728
count,un,drop,design,HU,2007,955,846.403101941107,mlib,0.28567360635649386
count,un,drop,design,HU,2008,1819,1658.1551083249997,mlib,0.2683911488973612
count,un,drop,design,HU,2009,916,811.1128500398436,mlib,0.2896617499472798
count,un,drop,design,HU,2010,1853,1724.6080855411624,mlib,0.25299923248411416
count,un,drop,design,HU,2011,1786,1694.5890955985467,mlib,0.33504080512379913
count,un,drop,design,HU,2012,1814,1710.747558676375,mlib,0.3777852479414983
count,un,drop,design,HU,2013,927,850.6184269901763,mlib,0.27797015816309417
count,un,drop,design,IE,2004,1774,1620.264463575316,mlib,0.2278721303412721
count,un,drop,design,IE,2005,1864,1709.5573714948077,mlib,0.253822655517532
count,un,drop,design,IE,2006,946,872.7933545326457,mlib,0.14094876298113143
count,un,drop,design,IE,2007,927,865.5354042742345,mlib,0.20925650344244098
count,un,drop,design,IE,2008,1810,1634.5537062035362,mlib,0.21593215096767712
count,un,drop,design,IE,2009,922,848.8102756822746,mlib,0.2201941317378836
count,un,drop,design,IE,2010,1820,1612.4758996281746,mlib,0.2824042152787409
count,un,drop,design,IE,2011,1797,1651.8695937538564,mlib,0.31679029696926014
count,un,drop,design,IE,2012,1746,1524.1696780625437,mlib,0.33686719744051713
count,un,drop,design,IE,2013,874,787.1239738163366,mlib,0.3545036670126938
count,un,drop,design,IT,2004,1873,1614.6598195617073,mlib,0.2094571877494987
count,un,drop,design,IT,2005,1837,1517.3180156353824,mlib,0.19519397951388695
count,un,drop,design,IT,2006,887,683.1807937019336,mlib,0.1322106809867366
count,un,drop,design,IT,2007,922,760.3407205046935,mlib,0.13259077354280824
count,un,drop,design,IT,2008,1837,1536.7947413886989,mlib,0.17567850714335106
count,un,drop,design,IT,2009,978,942.5460644091874,mlib,0.18936373032121454
count,un,drop,design,IT,2010,1833,1771.3752865640533,mlib,0.18875553194210445
count,un,drop,design,IT,2011,1827,1725.0876482464464,mlib,0.24721198241095818
count,un,drop,design,IT,2012,1769,1671.6776432942788,mlib,0.3164481949330008
count,un,drop,design,IT,2013,882,860.4106626811201,mlib,0.27419549193403725
count,un,drop,design,LT,2004,917,856.6528221209124,mlib,0.1742509552335178
count,un,drop,design,LT,2005,1800,1644.7095671172237,mlib,0.19567344932411487
count,un,drop,design,LT,2006,913,828.4436092684151,mlib,0.1746684083222304
count,un,drop,design,LT,2007,962,914.8958255257203,mlib,0.18504245058257507
count,un,drop,design,LT,2008,1886,1817.3688628637744,mlib,0.18953020680925656
count,un,drop,design,LT,2009,943,925.995124317027,mlib,0.23122424982081757
count,un,drop,design,LT,2010,1856,1807.304810557752,mlib,0.2693361831893911
count,un,drop,design,LT,2011,1880,1848.4414306996116,mlib,0.2919606970250127
count,un,drop,design,LT,2012,1876,1838.7504288950154,mlib,0.27940915844966957
count,un,drop,design,LT,2013,946,921.7134430057457,mlib,0.2705312481117331
count,un,drop,design,LU,2004,1090,1050.2560639737164,mlib,0.3397425630514024
count,un,drop,design,LU,2005,991,869.3727159670003,mlib,0.43191151066587463
count,un,drop,design,LU,2006,491,451.78621682703647,mlib,0.4982767518107053
count,un,drop,design,LU,2007,497,458.8796307100624,mlib,0.48911076838314393
count,un,drop,design,LU,2008,964,863.3137734168158,mlib,0.34521645825586755
count,un,drop,design,LU,2009,496,391.67809767160855,mlib,0.20630999466602257
count,un,drop,design,LU,2010,983,828.0729246444195,mlib,0.36829330796036125
count,un,drop,design,LU,2011,974,858.004106254704,mlib,0.38922681044140645
count,un,drop,design,LU,2012,969,895.2096780166661,mlib,0.42328015652335743
count,un,drop,design,LU,2013,478,442.29128180815803,mlib,0.5552354948114743
count,un,drop,design,LV,2004,907,820.8051556572082,mlib,0.5731110142638535
count,un,drop,design,LV,2005,1843,1690.3781379683269,mlib,0.43476633223792227
count,un,drop,design,LV,2006,916,816.5821948445907,mlib,0.33614016418397136
count,un,drop,design,LV,2007,893,851.4016654969964,mlib,0.36502709933198135
count,un,drop,design,LV,2008,1849,1747.8423852647775,mlib,0.4497416978699962
count,un,drop,design,LV,2009,924,903.3130841499014,mlib,0.4084048253321302
count,un,drop,design,LV,2010,1820,1788.080441327913,mlib,0.39071288240401303
count,un,drop,design,LV,2011,1806,1773.6640925485772,mlib,0.4207774146543007
count,un,drop,design,LV,2012,1810,1772.9290297955802,mlib,0.33493874791994876
count,un,drop,design,LV,2013,882,849.5670260143409,mlib,0.30425609132078363
count,un,drop,design,MT,2004,471,369.01174607939066,mlib,0.35105802198842373
count,un,drop,design,MT,2005,913,750.6907366508574,mlib,0.2324637143859426
count,un,drop,design,MT,2006,450,326.4794504831501,mlib,0.2536135200998335
count,un,drop,design,MT,2007,451,338.10030189100684,mlib,0.23298576992061176
count,un,drop,design,MT,2008,890,605.757549893306,mlib,0.15141114376775042
count,un,drop,design,MT,2009,438,353.64049528382844,mlib,0.23112141333081715
count,un,drop,design,MT,2010,902,776.7603031008275,mlib,0.25861908614697954
count,un,drop,design,MT,2011,862,676.3531831032434,mlib,0.28147265456445686
count,un,drop,design,MT,2012,903,686.4971297339122,mlib,0.33908456590310204
count,un,drop,design,MT,2013,436,318.13682738885734,mlib,0.2918919483359083
count,un,drop,design,NL,2004,1932,1792.9133486780618,mlib,0.5808148108519599
count,un,drop,design,NL,2005,1964,1694.2123115621314,mlib,0.6276064498096624
count,un,drop,design,NL,2006,958,860.4090972729317,mlib,0.5587768211040813
count,un,drop,design,NL,2007,944,827.4486036364706,mlib,0.6181782587515422
count,un,drop,design,NL,2008,1978,1512.2312831476922,mlib,0.41293464462523033
count,un,drop,design,NL,2009,958,791.4777429607452,mlib,0.4485392572077589
count,un,drop,design,NL,2010,1964,1739.1870968283558,mlib,0.486254895424723
count,un,drop,design,NL,2011,1926,1683.4159461333093,mlib,0.5676904403712999
count,un,drop,design,NL,2012,1955,1695.6748106155662,mlib,0.5803682507054329
count,un,drop,design,NL,2013,967,806.6697149812849,mlib,0.6471203003632444
count,un,drop,design,PL,2004,930,896.3574793669889,mlib,0.3417810564788999
count,un,drop,design,PL,2005,1849,1764.4971836274399,mlib,0.353703147164854
count,un,drop,design,PL,2006,924,876.8030345008622,mlib,0.26867441729034514
count,un,drop,design,PL,2007,942,880.9552210568615,mlib,0.22442293565275315
count,un,drop,design,PL,2008,1810,1675.1063787877472,mlib,0.1967104826166967
count,un,drop,design,PL,2009,875,806.4514964163463,mlib,0.2996418257265888
count,un,drop,design,PL,2010,1764,1564.690534221513,mlib,0.3046901014391556
count,un,drop,design,PL,2011,1763,1621.1042365267463,mlib,0.3314922744073377
count,un,drop,design,PL,2012,1779,1636.4899933685508,mlib,0.3670086655516677
count,un,drop,design,PL,2013,891,793.7119701316428,mlib,0.36029459852680584
count,un,drop,design,PT,2004,1625,1537.7071162670215,mlib,0.14197792961848688
count,un,drop,design,PT,2005,1672,1424.8557319492256,mlib,0.14368028868184915
count,un,drop,design,PT,2006,770,651.625246258588,mlib,0.23128577396577218
count,un,drop,design,PT,2007,839,813.8523055553691,mlib,0.16184745260516883
count,un,drop,design,PT,2008,1695,1662.6116227148816,mlib,0.16370151039856395
count,un,drop,design,PT,2009,891,867.7621873984499,mlib,0.17730946428746744
count,un,drop,design,PT,2010,1693,1635.0855122845062,mlib,0.23451135148207997
count,un,drop,design,PT,2011,1688,1649.0169012503277,mlib,0.2796716085864003
count,un,drop,design,PT,2012,1613,1565.5352135983826,mlib,0.32238958603003887
count,un,drop,design,PT,2013,800,778.2362511896907,mlib,0.3110911055720482
count,un,drop,design,RO,2004,975,969.0849619049758,mlib,0.12613355540802174
count,un,drop,design,RO,2005,1879,1666.0942758303377,mlib,0.15361883860410394
count,un,drop,design,RO,2006,891,853.7492030484809,mlib,0.10959854907687798
count,un,drop,design,RO,2007,953,911.0988294587415,mlib,0.14201884683125887
count,un,drop,design,RO,2008,1948,1843.602999754491,mlib,0.18756470844232048
count,un,drop,design,RO,2009,946,897.1794815135892,mlib,0.15040575709363707
count,un,drop,design,RO,2010,1871,1794.1075705499165,mlib,0.22470100104563703
count,un,drop,design,RO,2011,1850,1779.2015651605398,mlib,0.18224830104524534
count,un,drop,design,RO,2012,1928,1832.7419970754597,mlib,0.22653243990536376
count,un,drop,design,RO,2013,1017,961.2547276167265,mlib,0.2704849273956544
count,un,drop,design,SE,2004,1973,1936.7935172417042,mlib,1.02599530766447
count,un,drop,design,SE,2005,2035,1899.0571284609262,mlib,0.9300631714378322
count,un,drop,design,SE,2006,1001,890.7483488416029,mlib,0.819897672629321
count,un,drop,design,SE,2007,987,798.4422346727305,mlib,0.8585691549437793
count,un,drop,design,SE,2008,1962,1736.9544035108058,mlib,0.6918923164780821
count,un,drop,design,SE,2009,1014,781.7136007960582,mlib,0.732398391095127
count,un,drop,design,SE,2010,2013,1547.4982189207478,mlib,0.825651047855926
count,un,drop,design,SE,2011,2026,1462.2290124796675,mlib,0.788512071214959
count,un,drop,design,SE,2012,1986,1380.5037510646553,mlib,0.8578931379093215
count,un,drop,design,SE,2013,983,632.9807477941234,mlib,0.8614529742753071
count,un,drop,design,SI,2004,960,906.9550320211803,mlib,0.5093125635264746
count,un,drop,design,SI,2005,1946,1859.7647469195088,mlib,0.44436925253032583
count,un,drop,design,SI,2006,960,917.9374465885962,mlib,0.4480897140364103
count,un,drop,design,SI,2007,962,885.5943172164763,mlib,0.3630125957850347
count,un,drop,design,SI,2008,1909,1754.480257437279,mlib,0.34509309415736644
count,un,drop,design,SI,2009,974,909.6242942297112,mlib,0.5503772556945681
count,un,drop,design,SI,2010,1918,1786.7761625327057,mlib,0.5501877932682956
count,un,drop,design,SI,2011,1943,1816.0411074679791,mlib,0.6702934161653613
count,un,drop,design,SI,2012,1877,1813.4209232554465,mlib,0.5728298323035287
count,un,drop,design,SI,2013,943,908.3534684068378,mlib,0.6567974952702169
count,un,drop,design,SK,2004,1202,951.6091055446763,mlib,0.280007143524486
count,un,drop,design,SK,2005,2140,1773.4278566325959,mlib,0.3556533538470708
count,un,drop,design,SK,2006,1049,912.2413226062108,mlib,0.2896996034796374
count,un,drop,design,SK,2007,1089,833.4965832508194,mlib,0.22481099510306535
count,un,drop,design,SK,2008,1998,1605.0368072366941,mlib,0.2682473351677947
count,un,drop,design,SK,2009,986,828.4738431093302,mlib,0.2301803664927013
count,un,drop,design,SK,2010,1944,1723.4398123792387,mlib,0.35101836230727285
count,un,drop,design,SK,2011,1886,1655.8340244238389,mlib,0.4623011386759766
count,un,drop,design,SK,2012,1860,1650.299058475852,mlib,0.5569134800727673
count,un,drop,design,SK,2013,918,774.3308761195227,mlib,0.5511718428461682
count,un,drop,design,AT,2004,1936,1183.7427141221335,mneg,1.7008420074832624
count,un,drop,design,AT,2005,1958,1694.6553037907784,mneg,1.603949447319817
count,un,drop,design,AT,2006,987,848.8652615951627,mneg,1.4929920928122367
count,un,drop,design,AT,2007,979,864.97282666739045,mneg,1.751266300137778
count,un,drop,design,AT,2008,1939,1703.0800893169176,mneg,1.7592336311604206
count,un,drop,design,AT,2009,1010,966.2820534272059,mneg,2.044753200143984
count,un,drop,design,AT,2010,1967,1839.6863461373398,mneg,2.1405257448594264
count,un,drop,design,AT,2011,1963,1777.9041168040355,mneg,2.0641593627769956
count,un,drop,design,AT,2012,1956,1771.6050125806298,mneg,2.1396426521258616
count,un,drop,design,AT,2013,972,830.7465691191104,mneg,1.9884345701578283
count,un,drop,design,BE,2004,1852,1765.1678223329386,mneg,1.1010039295835292
count,un,drop,design,BE,2005,1940,1833.5103641209123,mneg,1.1538386187724514
count,un,drop,design,BE,2006,967,903.2411009067637,mneg,1.0506737154808579
count,un,drop,design,BE,2007,968,942.117128883221,mneg,1.005486649934785
count,un,drop,design,BE,2008,1948,1796.2504858214338,mneg,0.7601178461224861
count,un,drop,design,BE,2009,942,891.6599659617856,mneg,1.0376683421423205
count,un,drop,design,BE,2010,1915,1810.2528730519377,mneg,1.0825771583910018
count,un,drop,design,BE,2011,1960,1771.8439649365112,mneg,1.0644690271633914
count,un,drop,design,BE,2012,1957,1816.8600586048315,mneg,1.147674798948577
count,un,drop,design,BE,2013,923,869.1342434017896,mneg,0.9817801260533507
count,un,drop,design,BG,2004,895,857.4730435829472,mneg,0.4224709382493161
count,un,drop,design,BG,2005,1847,1802.0812263862451,mneg,0.4149433402394998
count,un,drop,design,BG,2006,927,902.6757693782481,mneg,0.36819237599288374
count,un,drop,design,BG,2007,965,908.4329681257292,mneg,0.3295842533042259
count,un,drop,design,BG,2008,1808,1711.485210060302,mneg,0.2468588045073643
count,un,drop,design,BG,2009,948,903.6235148946098,mneg,0.32379066101832815
count,un,drop,design,BG,2010,1893,1826.607946223821,mneg,0.3767288140790784
count,un,drop,design,BG,2011,1895,1746.4203326868299,mneg,0.3258022775295173
count,un,drop,design,BG,2012,1921,1806.6907352446626,mneg,0.3234612909257562
count,un,drop,design,BG,2013,947,868.6046636622767,mneg,0.30841548959382215
count,un,drop,design,CY,2004,478,418.4655633625743,mneg,0.8547726782752179
count,un,drop,design,CY,2005,989,876.2689159033506,mneg,0.9389639303735517
count,un,drop,design,CY,2006,489,450.9714697861572,mneg,0.8119360389585584
count,un,drop,design,CY,2007,491,419.4327444197852,mneg,1.1382591127615993
